,training set Accuracy,training set Precittion,training set Recall,training set F1 score,development set Accuracy,development set Precittion,development set Recall,development set F1 score,test set Accuracy,test set Precittion,test set Recall,test set F1 score,training set True positive ratio,training set True negative ratio,training set False positive ratio,training set False negative ratio,development set True positive ratio,development set True negative ratio,development set False positive ratio,development set False negative ratio,test set True positive ratio,test set True negative ratio,test set False positive ratio,test set False negative ratio,test AUC score,whole AUC score,loss,hct116 AUC score,hela AUC score,hl60 AUC score
53,90.87305519770092,92.60742337902357,93.16702819956616,92.88638294585618,74.4971098265896,80.14941302027748,80.5218012866333,80.33517561062578,47.79254179168453,55.57142857142857,56.62299854439592,56.09228550829128,59.587751461698545,31.28530373600238,4.756713903478347,4.370230898820732,52.09248554913295,22.404624277456648,12.901734104046241,12.601156069364162,33.34762108872696,14.444920702957564,26.660951564509215,25.54650664380626,0.45260103850292865,0.8128938356022266,0.4991475045681,0.8918283637998201,0.8518651044340033,0.8658348340622587
54,90.72440788821721,93.19035691922355,92.23737217229625,92.71141566734154,73.98843930635837,80.719794344473,78.55611150822016,79.62325665640282,46.54950707243892,54.679439941046425,54.00291120815138,54.33906993775175,58.993162223763754,31.73124566445347,4.310771975027252,4.964820136755525,50.82080924855491,23.167630057803468,12.138728323699421,13.872832369942195,31.804543506215172,14.744963566223745,26.360908701243034,27.08958422631805,0.43803323452225373,0.8145065725375888,0.5035853385925293,0.8828007941264611,0.8543599715718403,0.8819569505188234
55,91.18025963730057,93.27940261356565,92.90362565850636,93.09113491693837,74.40462427745665,80.57866184448463,79.62830593280916,80.10066510875427,47.021003000428635,55.16467065868264,53.63901018922853,54.39114391143911,59.419284510950355,31.76097512635021,4.2810425131305125,4.538697849568923,51.51445086705202,22.890173410404625,12.416184971098264,13.179190751445086,31.59022717531076,15.430775825117873,25.675096442348906,27.30390055722246,0.4552098179660096,0.81713132862399,0.49583014845848083,0.8842117420837079,0.8557690409444466,0.885001286339079
56,90.3181052422951,93.59974526349308,91.09079640533004,92.32822928936002,72.94797687861272,81.52594887683966,75.23230879199429,78.2527881040892,47.063866266609516,55.375096674400616,52.11062590975255,53.693288338957636,58.25983549697751,32.05826974531761,3.9837478941631157,5.69814686354177,48.67052023121387,24.277456647398843,11.028901734104046,16.023121387283236,30.690098585512217,16.373767681097302,24.732104586369484,28.204029147021004,0.4472920299984974,0.8136428788602701,0.5025203227996826,0.8899835181300569,0.8565694055092721,0.8812709030100334
57,91.07125161034585,93.14685314685315,92.87263712426402,93.00954302118085,72.71676300578035,79.31159420289855,78.23445318084346,78.76934148974452,48.949849978568366,56.1122244488978,61.135371179039296,58.516196447230925,59.39946486968586,31.671786740659996,4.370230898820732,4.558517490833416,50.612716763005785,22.104046242774565,13.202312138728322,14.08092485549133,36.00514359194171,12.944706386626661,28.161165880840123,22.88898414059151,0.45262570332694324,0.8187022445538092,0.4987311363220215,0.8937606133253422,0.8588133875574155,0.884072263670926
58,90.59558021999801,91.7614929449249,93.70932754880694,92.72518206209277,74.38150289017341,78.45117845117845,83.27376697641172,80.79056865464634,48.13544792113159,55.317769130998705,62.08151382823872,58.5048010973937,59.93459518382718,30.660985036170846,5.38103260330988,4.023387176692101,53.872832369942195,20.508670520231213,14.797687861271678,10.820809248554914,36.562366052293186,11.573081868838406,29.53279039862838,22.331761680240035,0.44502248673032463,0.8107839189949408,0.5057457089424133,0.886081560283688,0.8563045366604809,0.8770402767058286
59,90.0604499058567,93.42042376931656,90.85838239851255,92.1215929620611,72.53179190751446,80.10471204188482,76.55468191565404,78.28947368421053,48.39262751821689,56.12391930835735,56.695778748180494,56.40839971035481,58.11118818749381,31.949261718362898,4.092755921117828,5.846794173025469,49.52601156069364,23.00578034682081,12.300578034682081,15.16763005780347,33.39048435490785,15.002143163309045,26.103729104157736,25.503643377625373,0.457022113342835,0.8157954694925064,0.5040140151977539,0.894578463689941,0.8592871902186072,0.863905325443787
60,90.97215340402339,92.90911905867782,92.98109699411218,92.9450940912259,73.757225433526,79.1447599018577,80.70050035739814,79.9150592815431,46.80668666952422,54.602076124567475,57.42358078602619,55.977296913799215,59.46883361411158,31.503319789911803,4.538697849568923,4.4891487464076905,52.20809248554913,21.54913294797688,13.75722543352601,12.485549132947977,33.819117016716675,12.987569652807544,28.118302614659235,25.075010715816543,0.44325420857789455,0.8145508603830398,0.4989902675151825,0.8843397263010687,0.8621563285558232,0.8712660435068462
61,89.66405708056683,93.67231638418079,89.91323210412148,91.75428887659103,72.06936416184972,81.17647058823529,73.98141529664046,77.41211667913238,46.63523360480069,55.05090054815975,51.164483260553126,53.03658996605054,57.506689128926766,32.157367951640076,3.8846496878406502,6.4512932315925084,47.861271676300575,24.20809248554913,11.098265895953757,16.832369942196532,30.132876125160735,16.502357479639947,24.603514787826832,28.761251607372486,0.4521510003293703,0.8134553913424033,0.4999319016933441,0.8821952102687044,0.8603820362985484,0.8766972529514334
62,91.74511941333861,93.23181049069373,93.91075302138209,93.57005017367811,74.52023121387283,79.7962052002811,81.1651179413867,80.47484053862507,47.96399485640806,55.333333333333336,60.4075691411936,57.75922059846903,60.06342285204638,31.681696561292238,4.360321078188485,3.894559508472897,52.50867052023121,22.01156069364162,13.294797687861271,12.184971098265896,35.576510930132876,12.387483926275182,28.7183883411916,23.317616802400345,0.4474961788495719,0.8190674213936469,0.501814603805542,0.895717835381081,0.861647155209855,0.8716233599176744
63,91.47755425626795,93.41819310773052,93.24449953517198,93.33126550868485,73.6878612716763,79.77044476327116,79.48534667619728,79.62764052989615,49.078439777111015,56.63338088445078,57.78748180494906,57.20461095100865,59.63730056485977,31.840253691408186,4.20176394807254,4.320681795659499,51.421965317919074,22.265895953757227,13.040462427745664,13.271676300578033,34.03343334762109,15.045006429489927,26.060865837976856,24.86069438491213,0.45761217182503,0.8209628535715492,0.5017129778862,0.8959425881530315,0.8678608796936076,0.8685504387845526
64,91.15053017540382,92.82304019713537,93.38394793926247,93.10264926237738,74.77456647398843,79.72831765935214,81.8084345961401,80.75498324219438,47.14959279897128,54.82546201232032,58.29694323144105,56.5079365079365,59.72648895054999,31.424041224853834,4.617976414626895,4.231493409969279,52.92485549132948,21.84971098265896,13.456647398843929,11.76878612716763,34.33347621088727,12.81611658808401,28.289755679382765,24.560651521645948,0.44217464820371777,0.8145239941141353,0.5022211074829102,0.8870929477574667,0.8555082849659784,0.8769259354543636
65,91.14062035477157,92.21075007591861,94.09668422683608,93.14417177914109,74.40462427745665,78.72918790349983,82.80914939242317,80.71764500958022,48.906986712387486,55.93994778067886,62.372634643377,58.98141775636615,60.18234069963334,30.95827965513824,5.083737984342483,3.7756416608859382,53.57225433526012,20.832369942196532,14.473988439306359,11.121387283236995,36.73381911701672,12.173167595370767,28.932704672096015,22.160308615516502,0.4500302049229471,0.816219958078169,0.5022585988044739,0.8905016981320548,0.8560865545333701,0.8651059085841695
66,91.68566048954514,93.83294301327089,93.12054539820267,93.47538688856055,73.59537572254335,80.32967032967034,78.37741243745533,79.34153400868307,47.49249892841835,55.44192841490138,55.24017467248908,55.34086766314253,59.5580219998018,32.12763848974334,3.9143791497373894,4.399960360717471,50.70520231213873,22.890173410404625,12.416184971098264,13.988439306358384,32.53321903129019,14.95927989712816,26.146592370338617,26.360908701243034,0.44128671453919277,0.8205785260617717,0.5049883127212524,0.9023574068524622,0.8601944894118266,0.8867592830803533
67,92.00277474977703,93.76840799875988,93.72482181592811,93.74660984114684,74.7514450867052,80.29119318181817,80.80771979985704,80.54862842892769,48.221174453493354,55.77190542420028,58.369723435225616,57.04125177809388,59.944505004459415,32.05826974531761,3.9837478941631157,4.013477356059855,52.27745664739884,22.473988439306357,12.83236994219653,12.416184971098264,34.37633947706815,13.844834976425204,27.26103729104158,24.517788255465067,0.4545218591054183,0.823855672927952,0.4988841414451599,0.8991484367196085,0.8645779866019137,0.8862876254180602
68,90.50639183430779,91.53567110036276,93.83328168577626,92.67023718439172,74.68208092485548,78.67969013135736,83.48820586132952,81.0126582278481,50.064294899271324,56.601389766266585,65.21106259097526,60.60196144741293,60.013873748885146,30.492518085422653,5.549499554058071,3.944108611634129,54.01156069364161,20.670520231213874,14.635838150289018,10.68208092485549,38.40548649807115,11.658808401200172,29.44706386626661,20.488641234462065,0.449442802652569,0.8128386122016695,0.5038292407989502,0.8885475976425932,0.8575589621089482,0.8523997370151216
69,91.36854622931325,93.50163627863488,92.96560272699101,93.2328490404786,73.43352601156069,80.21253206302676,78.23445318084346,79.21114528677403,46.8495499357051,54.87627365356623,54.87627365356623,54.87627365356623,59.458923793479336,31.909622435833914,4.132395203646814,4.499058567039937,50.612716763005785,22.820809248554912,12.485549132947977,14.08092485549133,32.31890270038577,14.53064723531933,26.575225032147447,26.575225032147447,0.44365415818576176,0.8188286528081599,0.49780526757240295,0.8991421935870543,0.8624985193666839,0.8808850012863391
70,91.34872658804876,93.54033390544546,92.88813139138519,93.2130918137293,73.13294797687861,79.78878368536051,78.3059328091494,79.04040404040404,47.96399485640806,55.6657223796034,57.20524017467249,56.424982053122754,59.4093746903181,31.93935189773065,4.102665741750075,4.548607670201169,50.65895953757226,22.473988439306357,12.83236994219653,14.034682080924856,33.690527218174026,14.273467638234033,26.832404629232748,25.20360051435919,0.4484653167039295,0.817287638666758,0.51189786195755,0.9009651882928779,0.8657131388110186,0.8951633650630306
71,91.21989891982956,93.67743959836837,92.51626898047722,93.09323355160586,73.15606936416185,80.14732965009208,77.7698355968549,78.94068565209506,48.006858122588945,55.465037338764425,59.461426491994175,57.3937478047067,59.17153899514419,32.048359924685364,3.9936577147953622,4.786443365375086,50.312138728323696,22.84393063583815,12.462427745664739,14.381502890173412,35.019288469781394,12.987569652807544,28.118302614659235,23.87483926275182,0.44755157983889693,0.8168402415148468,0.5218769311904907,0.8940009739286785,0.8650657730222029,0.8736100391618786
72,91.0811614309781,93.71851385390428,92.23737217229625,92.97204435420896,72.878612716763,80.37383177570094,76.84060042887776,78.56751324684816,46.5923703386198,54.712812960235645,54.075691411935956,54.39238653001465,58.993162223763754,32.08799920721435,3.954018432266376,4.964820136755525,49.71098265895954,23.167630057803468,12.138728323699421,14.982658959537574,31.84740677239606,14.744963566223745,26.360908701243034,27.04672096013716,0.43867755561728083,0.8160339153138931,0.5124678015708923,0.892087453800819,0.8583083270817704,0.8954063402223937
73,90.53612129620454,94.11198459810684,90.88937093275487,92.47260975802001,72.55491329479769,81.50175987485333,74.481772694782,77.83380018674137,47.192456065152165,55.52099533437014,51.96506550218341,53.68421052631579,58.1310078287583,32.40511346744624,3.6369041720344866,5.826974531760975,48.18497109826589,24.36994219653179,10.936416184971097,16.508670520231213,30.604372053150453,16.588084012001715,24.517788255465067,28.289755679382765,0.4473956222593586,0.8185802243542483,0.492737352848053,0.8947532714014584,0.856819468024901,0.8878026469999714
74,91.97304528788028,94.14893617021278,93.24449953517198,93.69453526389539,73.15606936416185,80.39361307092462,77.37669764117227,78.85631032598799,47.83540505786541,55.819125277983694,54.80349344978166,55.306647080425996,59.63730056485977,32.33574472302052,3.706272916460212,4.320681795659499,50.05780346820809,23.098265895953755,12.208092485549132,14.635838150289018,32.27603943420488,15.559365623660524,25.54650664380626,26.618088298328335,0.450745864278201,0.8226676166997408,0.49173322319984436,0.9027507242033763,0.8659796528079389,0.8931766858188264
