,training set Accuracy,training set Precittion,training set Recall,training set F1 score,development set Accuracy,development set Precittion,development set Recall,development set F1 score,test set Accuracy,test set Precittion,test set Recall,test set F1 score,training set True positive ratio,training set True negative ratio,training set False positive ratio,training set False negative ratio,development set True positive ratio,development set True negative ratio,development set False positive ratio,development set False negative ratio,test set True positive ratio,test set True negative ratio,test set False positive ratio,test set False negative ratio,test AUC score,whole AUC score,loss,hct116 AUC score,hela AUC score,hl60 AUC score
20,82.67763353483302,89.81387478849408,82.24356987914472,85.86218052410224,70.45086705202313,81.17309269893354,70.72909220872052,75.59205500381971,45.39219888555508,54.35540069686411,45.414847161572055,49.48453608247423,52.601327915964724,30.0763056188683,5.965712020612427,11.356654444554554,45.75722543352601,24.693641618497107,10.61271676300578,18.936416184971097,26.74667809687098,18.6455207886841,22.460351478782684,32.14744963566224,0.4439785954862613,0.77483051119163,0.528182864189148,0.846241009889122,0.8197271357313013,0.8472829660120631
21,85.97760380537113,88.67229470452801,89.51038115897119,89.08936695196238,73.04046242774567,78.91566265060241,79.59256611865618,79.2526690391459,48.178311187312474,55.503669112741825,60.55312954876274,57.9185520361991,57.249033792488355,28.728570012882766,7.313447626597959,6.708948568030919,51.49132947976879,21.54913294797688,13.75722543352601,13.202312138728322,35.662237462494645,12.516073724817831,28.589798542648946,23.231890270038576,0.4449276220225763,0.7806987237200474,0.5261975526809692,0.8431163220457496,0.8244470657137968,0.8353771832032701
22,86.334357348132,89.66703142097859,88.87511620700342,89.26931756283557,72.78612716763006,79.74311926605505,77.662616154396,78.68911823284446,47.53536219459923,55.55555555555556,54.58515283842795,55.06607929515419,56.84273114656625,29.49162620156575,6.550391437914974,7.1152512139530275,50.24277456647399,22.54335260115607,12.76300578034682,14.450867052023122,32.14744963566224,15.387912558936993,25.71795970852979,26.74667809687098,0.4439008064259077,0.781805504873907,0.5289096236228943,0.8446864698831287,0.8235776049275476,0.8464682845953747
23,84.95689228024973,90.16927083333334,85.83823985125504,87.95046832830607,71.39884393063583,80.69209594966576,73.33809864188706,76.83954315671222,47.192456065152165,55.54687499999999,51.7467248908297,53.579502637528265,54.90040630264592,30.056485977603803,5.98553166187692,9.057576057873353,47.445086705202314,23.953757225433524,11.352601156069364,17.248554913294797,30.475782254607804,16.716673810544364,24.38919845692242,28.418345477925417,0.44932213474431304,0.7814127624429479,0.5341941714286804,0.8510107631605235,0.8271837696266172,0.8559300231541034
24,86.15598057675156,88.18909530282436,90.47102572048342,89.31548757170171,72.20809248554913,77.68910478834144,80.02144388849179,78.83802816901408,48.221174453493354,55.361757105943155,62.372634643377,58.658453114305274,57.863442671687636,28.29253790506392,7.749479734416807,6.094539688831632,51.76878612716763,20.439306358381504,14.867052023121389,12.92485549132948,36.73381911701672,11.48735533647664,29.61851693099014,22.160308615516502,0.436540064022294,0.781658232225942,0.5248252749443054,0.8561270102886824,0.8318197970545267,0.8478832575822542
25,85.95778416410663,88.8837424733673,89.20049581654787,89.04183744489985,72.5086705202312,78.27768014059754,79.59256611865618,78.92964735069998,48.52121731675953,56.01948503827418,58.58806404657933,57.27499110636784,57.05083737984342,28.906946784263205,7.135070855217521,6.9071449806758505,51.49132947976879,21.01734104046243,14.289017341040463,13.202312138728322,34.5049292756108,14.016288041148735,27.08958422631805,24.38919845692242,0.4444244596126788,0.7837670422134559,0.5327832102775574,0.8537483767855361,0.8307578539371685,0.8609896235314296
26,86.13616093548707,89.92260306428685,88.2088627207933,89.05748924520923,72.76300578034682,80.13392857142857,76.98355968548964,78.52716004374771,46.97813973424775,55.193328278999246,52.9839883551674,54.06609728926848,56.41660885937965,29.719552076107426,6.322465563373303,7.5413735011396295,49.80346820809248,22.959537572254334,12.346820809248554,14.890173410404625,31.20445777968281,15.773681954564939,25.332190312901844,27.68966995285041,0.4453241565009646,0.7852835262832494,0.5342852473258972,0.8659287283987613,0.8308442242139482,0.8708944344395849
27,86.50282429888018,89.90595611285266,88.87511620700342,89.38756428237494,72.30057803468209,79.41176470588235,77.19799857040744,78.28923523015585,48.13544792113159,55.84045584045584,57.05967976710335,56.4434845212383,56.84273114656625,29.660093152313944,6.381924487166782,7.1152512139530275,49.94219653179191,22.358381502890172,12.947976878612716,14.751445086705203,33.60480068581226,14.53064723531933,26.575225032147447,25.28932704672096,0.44669893584565434,0.7864736266840948,0.5192488431930542,0.8596450154829688,0.8273038654400442,0.856573192693594
28,86.91903676543454,88.04090100770598,92.05144096684226,90.00151492198152,73.82658959537572,77.43741765480895,84.02430307362401,80.59650325677066,49.76425203600514,56.566970091027315,63.31877729257642,59.75274725274725,58.87424437617679,28.044792389257754,7.997225250222971,5.083737984342483,54.358381502890175,19.46820809248555,15.838150289017342,10.335260115606937,37.2910415773682,12.473210458636947,28.632661808829834,21.603086155165023,0.44320791460051334,0.7876639268912877,0.527239978313446,0.8578969383677955,0.8232584461904952,0.857830946459709
29,86.71093053215738,90.17758918749018,88.90610474124574,89.53733322930483,72.06936416184972,79.24944812362031,76.98355968548964,78.10007251631617,47.57822546078011,55.28341497550735,57.49636098981077,56.36817695326436,56.86255078783075,29.848379744326625,6.193637895154098,7.095431572688534,49.80346820809248,22.265895953757227,13.040462427745664,14.890173410404625,33.861980282897555,13.716245177882556,27.389627089584227,25.032147449635662,0.4469140890028277,0.7855462101515827,0.5217978358268738,0.8616865198281889,0.8229902870454455,0.8697938998942344
30,87.17669210187296,90.2621722846442,89.61884102881935,89.93935624319701,71.79190751445087,78.73270211216314,77.26947819871337,77.994227994228,49.80711530218603,56.60377358490566,63.31877729257642,59.77327378907593,57.31840253691408,29.858289564958874,6.183728074521851,6.639579823605193,49.98843930635838,21.803468208092486,13.502890173410403,14.705202312138729,37.2910415773682,12.516073724817831,28.589798542648946,21.603086155165023,0.4580106035975733,0.7897901738250672,0.5250632166862488,0.8534611926880431,0.8280285531909293,0.8166109253065776
31,86.81993855911207,90.70543374642517,88.45677099473195,89.56699090053341,71.90751445086705,79.90177559501322,75.58970693352394,77.68595041322314,46.93527646806687,55.14372163388804,53.05676855895196,54.080118694362014,56.57516598949559,30.24477256961649,5.7972450698642355,7.382816371023685,48.90173410404624,23.00578034682081,12.300578034682081,15.791907514450868,31.247321045863696,15.687955422203173,25.417916845263612,27.64680668666952,0.4389902296940196,0.7890445195900748,0.5326831936836243,0.8603536110278693,0.8272413498111371,0.8513992510648029
32,84.65959766128233,91.17153407183619,84.1648590021692,87.52819851756365,70.54335260115607,80.75060532687651,71.51536812008578,75.85291887793782,46.80668666952422,55.20751761942052,51.310043668122276,53.18747642399095,53.830145674363294,30.829451986919036,5.212565652561689,10.12783668615598,46.26589595375722,24.277456647398843,11.028901734104046,18.427745664739884,30.218602657522503,16.588084012001715,24.517788255465067,28.675525075010714,0.44984313171926726,0.7862365026585463,0.5115433931350708,0.8487257766456896,0.8241764388465538,0.8513420804390704
33,86.77038945595085,89.82417924381515,89.44840409048652,89.63589783401909,72.04624277456647,78.63063063063063,77.9842744817727,78.30611878700878,47.66395199314188,55.06287227001986,60.55312954876274,57.67764298093587,57.20939450995937,29.560994945991474,6.4810226934892485,6.748587850559905,50.45086705202312,21.595375722543352,13.710982658959537,14.24277456647399,35.662237462494645,12.001714530647236,29.10415773681955,23.231890270038576,0.4377383950105717,0.7864270180110668,0.5098763108253479,0.8668651982818898,0.8309174333056948,0.8501129119858217
34,87.25597066693092,90.45084533500312,89.52587542609236,89.98598349166795,72.73988439306358,79.8158379373849,77.44817726947821,78.61418465445313,47.87826832404629,55.44077134986226,58.58806404657933,56.97098372257609,57.25894361312061,29.997027053810328,6.044990585670399,6.6990387473986726,50.10404624277457,22.63583815028902,12.670520231213873,14.589595375722544,34.5049292756108,13.37333904843549,27.732533219031293,24.38919845692242,0.442340471712862,0.7918070652077853,0.5068299174308777,0.8486883178503647,0.8298587804845949,0.8538004173455679
35,88.02893667624616,91.50316455696202,89.60334676169818,90.54329105996555,72.57803468208093,79.654157468727,77.37669764117227,78.49891225525742,47.53536219459923,55.50660792951542,55.021834061135365,55.263157894736835,57.30849271628183,30.72044395996432,5.321573679516401,6.64948964423744,50.05780346820809,22.520231213872833,12.786127167630056,14.635838150289018,32.40462923274753,15.130732961851692,25.975139305615087,26.489498499785686,0.4296756537696199,0.7934063690086952,0.5098458528518677,0.8674645390070922,0.8332568339453283,0.851770860132064
36,88.47487860469727,91.35532280756604,90.54849705608925,90.95012061318185,73.13294797687861,79.68069666182875,78.48463187991422,79.07814187972633,46.80668666952422,54.54545454545454,58.07860262008734,56.25660909411351,57.91299177484888,30.56188682984838,5.480130809632346,6.044990585670399,50.774566473988436,22.358381502890172,12.947976878612716,13.919075144508671,34.20488641234462,12.601800257179596,28.504072010287185,24.6892413201886,0.43429063207216395,0.7980803851061398,0.504596471786499,0.8713321596244131,0.8359803766731158,0.8689649258211131
37,88.38569021900705,92.28306115914185,89.30895568639603,90.7716535433071,70.91329479768787,79.63818321785989,73.94567548248749,76.68643439584878,46.50664380625803,54.95283018867924,50.87336244541485,52.83446712018141,57.120206124269146,31.265484094737882,4.77653354474284,6.837776236250123,47.83815028901734,23.07514450867052,12.23121387283237,16.85549132947977,29.961423060437202,16.54522074582083,24.560651521645948,28.932704672096015,0.43546050364811717,0.7993594761803016,0.5054888129234314,0.864767505743682,0.8379339900764665,0.8724094560214961
38,88.92082053314834,92.01574803149606,90.53300278896809,91.26835363948767,72.48554913294798,79.68980797636632,77.1265189421015,78.3872139484199,47.235319331333045,55.28455284552846,54.43959243085881,54.85881921525486,57.90308195421663,31.01773857893172,5.024279060549004,6.054900406302647,49.89595375722543,22.589595375722542,12.716763005780345,14.797687861271678,32.06172310330047,15.173596228032576,25.932276039434203,26.832404629232748,0.4377319442104448,0.8017247529847917,0.501586377620697,0.8758802816901409,0.8398563456653636,0.8721093102364005
39,89.47577048855416,91.55363748458693,92.03594669972111,91.7941585535466,73.13294797687861,79.25608011444922,79.19942816297355,79.22774401144083,47.921131590227176,55.65836298932384,56.91411935953421,56.27923713566031,58.86433455554454,30.611435933009613,5.430581706471113,5.093647804974729,51.23699421965318,21.895953757225435,13.410404624277456,13.456647398843929,33.5190741534505,14.402057436776683,26.7038148306901,25.375053579082724,0.4387022204412954,0.8033584157926446,0.5074259042739868,0.874047922285486,0.8408278056356194,0.8716948231998398
40,89.17847586958676,92.43431465653687,90.48651998760458,91.45004697776386,72.11560693641619,80.35850495804729,75.30378842030021,77.74907749077492,46.76382340334334,55.06912442396313,52.183406113537124,53.58744394618835,57.87335249231988,31.30512337726687,4.736894262213854,6.084629868199386,48.716763005780344,23.398843930635838,11.907514450867051,15.976878612716764,30.732961851693098,16.030861551650236,25.075010715816543,28.161165880840123,0.441392204094209,0.8040184683773717,0.5066227912902832,0.8856570272700031,0.8453165923059711,0.8733241860332162
41,88.4847884253295,91.70870113493065,90.14564611093896,90.92045632130021,72.46242774566474,79.70425138632163,77.05503931379558,78.35725967654007,47.32104586369481,55.24981897175959,55.53129548762736,55.390199637023585,57.655336438410465,30.829451986919036,5.212565652561689,6.30264592210881,49.849710982658955,22.61271676300578,12.693641618497109,14.84393063583815,32.70467209601372,14.616373767681099,26.489498499785686,26.189455636519504,0.44310128666900417,0.7984778537257076,0.501219630241394,0.8721874687843374,0.8441501822824128,0.8654489323385643
42,89.85234367257952,92.15838509316771,91.95847536411527,92.05832170001553,73.59537572254335,80.06535947712419,78.80629020729091,79.43083573487031,45.64937848264038,53.95522388059702,52.62008733624454,53.279292557111276,58.81478545238331,31.037558220196214,5.004459419284511,5.1431969081359625,50.982658959537574,22.61271676300578,12.693641618497109,13.710982658959537,30.990141448778395,14.659237033861979,26.4466352336048,27.903986283754822,0.4303989023014937,0.8041551973980664,0.5061632394790649,0.8807655329137948,0.8424877600979193,0.8708372638138525
43,89.54513923297989,92.4917361876279,91.04431360396653,91.76231748262668,73.15606936416185,80.50689526649273,77.19799857040744,78.81773399014777,47.063866266609516,55.03258508327299,55.31295487627366,55.172413793103445,58.230106035080766,31.315033197899115,4.726984441581608,5.727876325438509,49.94219653179191,23.21387283236994,12.092485549132947,14.751445086705203,32.57608229747107,14.487783969138448,26.618088298328335,26.318045435062153,0.4448691853626032,0.8041082121669217,0.5028694868087769,0.8808623014683847,0.8418066687724564,0.8623331332361434
44,90.83341591517194,92.7874941959449,92.88813139138519,92.83778552071234,74.01156069364163,79.38904494382022,80.80771979985704,80.09210060219624,46.5923703386198,54.289544235924936,58.951965065502186,56.52477320307048,59.4093746903181,31.424041224853834,4.617976414626895,4.548607670201169,52.27745664739884,21.734104046242773,13.572254335260114,12.416184971098264,34.719245606515216,11.873124732104587,29.232747535362197,24.174882126018,0.43335944010090566,0.8101562350385392,0.5056871175765991,0.8914194386175207,0.8513551085139707,0.8670782951719407
45,90.3577445248241,92.81362287142633,92.05144096684226,92.43096071567484,73.47976878612717,80.16075995615638,78.41315225160828,79.2773261065944,46.63523360480069,54.66377440347071,55.021834061135365,54.84221980413493,58.87424437617679,31.48350014864731,4.558517490833416,5.083737984342483,50.72832369942196,22.751445086705203,12.554913294797688,13.965317919075146,32.40462923274753,14.230604372053152,26.87526789541363,26.489498499785686,0.43849351808424897,0.8106573647282592,0.5023191571235657,0.8878608530616322,0.8452022545109962,0.879512906268759
46,90.10999900901794,92.9471032745592,91.47815308335916,92.20677807277838,72.67052023121387,80.2848575712144,76.55468191565404,78.37541163556531,45.69224174882126,53.87400434467777,54.14847161572053,54.010889292196005,58.507581012783675,31.602417996234266,4.439599643246457,5.450401347735606,49.52601156069364,23.14450867052023,12.161849710982658,15.16763005780347,31.89027003857694,13.80197171024432,27.30390055722246,27.003857693956277,0.44004664307950575,0.8103444449332016,0.502208948135376,0.8858630506442914,0.8451150616601519,0.8702512649000944
47,90.39738380735308,92.60525089327326,92.36132630926556,92.48312776355596,74.33526011560694,79.84441301272985,80.70050035739814,80.27017419125488,47.96399485640806,55.4054054054054,59.67976710334789,57.463209530483525,59.07244078882172,31.324943018531364,4.717074620949361,4.885541571697552,52.20809248554913,22.127167630057805,13.179190751445086,12.485549132947977,35.14787826832404,12.81611658808401,28.289755679382765,23.746249464209175,0.44209837697868803,0.8079203021047385,0.5000913739204407,0.8863593796823495,0.8460495057975019,0.8592887974158878
48,90.27846595976612,91.65778657329882,93.29098233653548,92.46717346233585,75.14450867052022,79.33265236636024,83.27376697641172,81.25544899738448,48.949849978568366,56.095936042638236,61.280931586608446,58.57391304347826,59.66703002675652,30.611435933009613,5.430581706471113,4.290952333762759,53.872832369942195,21.271676300578036,14.034682080924856,10.820809248554914,36.09087012430347,12.858979854264895,28.246892413201884,22.803257608229746,0.43969146961369576,0.8093351692770137,0.49970173835754395,0.8990329387673559,0.8523249233360971,0.8576165566132121
49,89.94153205826974,91.79345320424159,92.54725751471955,92.16881413471182,73.89595375722543,79.18852745715284,80.91493924231594,80.04242531377055,47.40677239605658,54.88372093023256,60.11644832605532,57.381035081625576,59.19135863640869,30.750173421861067,5.291844217619661,4.766623724110594,52.34682080924855,21.54913294797688,13.75722543352601,12.346820809248554,35.40505786540935,12.001714530647236,29.10415773681955,23.489069867123874,0.4360983739430174,0.8061785748022248,0.5061371922492981,0.8871803516132254,0.8435414774746317,0.8498842294828917
50,90.7838668120107,92.66295953042942,92.95010845986985,92.80631188118812,74.38150289017341,79.64912280701755,81.12937812723374,80.38243626062324,47.53536219459923,55.21557719054242,57.78748180494906,56.472261735419636,59.449013972847084,31.334852839163613,4.7071648003171145,4.5089683876721836,52.48554913294797,21.895953757225435,13.410404624277456,12.208092485549132,34.03343334762109,13.501928846978139,27.60394342048864,24.86069438491213,0.4463782931334647,0.8139599100551747,0.5024183988571167,0.8839339226850464,0.8524014227241021,0.8798702226795873
51,90.55594093746903,93.02361958391991,92.14440656956926,92.58192574141823,73.10982658959537,80.11049723756905,77.73409578270193,78.90440776346817,48.178311187312474,56.02629656683711,55.822416302765646,55.924170616113734,58.933703299970276,31.622237637498763,4.419780001981964,5.024279060549004,50.28901734104046,22.820809248554912,12.485549132947977,14.404624277456648,32.876125160737246,15.302186026575226,25.803686240891555,26.01800257179597,0.44690915603802484,0.8120196828310924,0.49928992986679077,0.8953120317650585,0.8495520261644358,0.8836006060086327
52,90.83341591517194,92.9737292087673,92.67121165168888,92.82222394661287,73.59537572254335,79.7841726618705,79.27090779127948,79.52671208318394,46.8495499357051,54.54545454545454,58.515283842794766,56.46067415730337,59.270637201466656,31.56277871370528,4.4792389257754435,4.687345159052621,51.28323699421965,22.3121387283237,12.99421965317919,13.410404624277456,34.46206600942992,12.387483926275182,28.7183883411916,24.432061723103303,0.4339403915711568,0.8131914932662647,0.496562659740448,0.8816458146039357,0.8540325870941419,0.8586456278763972
