,training set Accuracy,training set Precittion,training set Recall,training set F1 score,development set Accuracy,development set Precittion,development set Recall,development set F1 score,test set Accuracy,test set Precittion,test set Recall,test set F1 score,training set True positive ratio,training set True negative ratio,training set False positive ratio,training set False negative ratio,development set True positive ratio,development set True negative ratio,development set False positive ratio,development set False negative ratio,test set True positive ratio,test set True negative ratio,test set False positive ratio,test set False negative ratio,test AUC score,whole AUC score,loss,hek293 AUC score,hct116 AUC score,hela AUC score
20,72.69983448544446,89.55355179239058,63.61506014685205,74.38801607599561,61.17673784643344,79.2368125701459,51.326790258087975,62.29869843370837,46.86897880539499,82.26086956521739,32.08955223880597,46.16886285993167,39.64560412812774,33.05423035731672,4.624671404926492,22.675494109629053,32.07632894139027,29.100408905043164,8.405270331667424,30.417991821899136,22.784200385356453,24.084778420038536,4.913294797687861,48.21772639691715,0.6235608802859758,0.7578795247031193,0.5538741946220398,0.5546558704453441,0.8166391968834283,0.8046024664060752
21,82.54308246519327,88.22163238221631,83.08076862990158,85.57406066457479,68.76419809177646,76.5432098765432,72.11922937113778,74.26539397342317,58.57418111753372,76.55709342560554,60.040705563093624,67.30038022813689,51.776847434524385,30.766235030668877,6.912666731574335,10.544250803232401,45.07042253521127,23.693775556565196,13.811903680145388,17.423898228078148,42.630057803468205,15.94412331406551,13.053949903660886,28.37186897880539,0.6042026352682375,0.7812527559827476,0.5541190505027771,0.5933294775400039,0.8630724952552192,0.8199072794514418
22,78.59994158309804,88.11899147469617,75.89439150132792,81.55111633372502,65.37937301226715,76.61605206073753,64.19483824063977,69.85759493670885,51.97495183044316,76.41196013289037,46.81139755766621,58.05637358014303,47.29821828449031,31.30172329860773,6.377178463635478,15.02287995326648,40.11812812358019,25.261244888686964,12.244434348023624,22.37619263970922,33.23699421965318,18.737957610789984,10.260115606936417,37.76493256262042,0.5757160663009326,0.7645872773953638,0.5600826144218445,0.6017158280316175,0.8418833033662971,0.815435766836446
23,77.78210495570052,86.0746190225959,76.76925480393689,81.15606936416184,65.60654248069059,75.71725571725571,66.19411123227917,70.63615205585727,52.601156069364166,76.17521367521367,48.37177747625509,59.170124481327804,47.843442702755326,29.938662252945186,7.740239509298023,14.47765553500146,41.36756019990913,24.238982280781464,13.266696955929122,21.12676056338028,34.344894026974956,18.25626204238921,10.741811175337187,36.65703275529865,0.5917616312878375,0.7516089021904586,0.5649970769882202,0.5680836707152497,0.8167109929078014,0.7959810676353299
24,81.46236977898938,84.20812414422639,86.47086392751132,85.32449514413443,68.33257610177192,73.26019883441892,77.68084332969829,75.40578687367679,62.042389210019266,75.40740740740742,69.06377204884667,72.09631728045325,53.889592055301335,27.572777723688052,10.106124038555157,8.431506182455458,48.54611540208996,19.786460699681964,17.71921853702862,13.948205361199456,49.03660886319846,13.005780346820808,15.992292870905588,21.965317919075144,0.598476020681852,0.7712711301744811,0.5561298131942749,0.6008097165991901,0.8404567475776645,0.8134426698779957
25,83.19540453704604,86.93316479696634,85.95531948133103,86.44147682639434,68.30985915492957,74.11095305832148,75.7542711741185,74.92360237282041,60.211946050096344,74.65753424657534,66.55359565807328,70.37302725968436,53.56829909453802,29.627105442508032,8.051796319735177,8.752799143218772,47.342117219445704,20.967741935483872,16.537937301226716,15.152203543843706,47.25433526011561,12.95761078998073,16.040462427745663,23.747591522157997,0.5684590487610273,0.7802600104594012,0.5383754968643188,0.6288027761711972,0.8564672610128858,0.8245869033047737
26,81.62788433453413,89.54099509460406,79.84689892204344,84.41654967379635,65.67469332121763,76.45051194539249,65.13994910941476,70.34347399411189,51.97495183044316,75.18479408658922,48.30393487109905,58.81866997108632,49.76146431700905,31.866420017525073,5.812481744718139,12.559633920747737,40.708768741481144,24.965924579736484,12.539754656974104,21.785552021808268,34.296724470134876,17.678227360308284,11.319845857418112,36.70520231213873,0.573165206886137,0.7790440428213898,0.5596840381622314,0.6121553884711779,0.8523218209969033,0.8210416090864822
27,81.43316132801091,89.14634146341463,79.9406342758944,84.29289185404826,66.21990004543389,76.48784576697402,66.3395129043984,71.05314385828305,52.36030828516378,76.91453940066593,47.01492537313433,58.357894736842105,49.819881218966025,31.613280109044883,6.065621653198326,12.50121701879077,41.45842798727851,24.761472058155384,12.744207178555204,21.035892776010904,33.38150289017341,18.978805394990367,10.01926782273603,37.62042389210019,0.5947655260393894,0.7860608267697716,0.546240508556366,0.6471467129361865,0.8558148536609729,0.8267066766691672
28,82.62097166780255,89.73829201101928,81.42477737853461,85.37963797198789,66.81054066333485,76.49958915365653,67.68447837150127,71.82256509161041,51.87861271676301,77.52027809965237,45.386702849389415,57.25288831835687,50.74481549995132,31.87615616785123,5.802745594391977,11.576282737805471,42.29895502044525,24.511585642889596,12.99409359382099,20.195365742844164,32.22543352601156,19.653179190751445,9.344894026974952,38.77649325626204,0.5883678105996746,0.7851197772964597,0.5394454598426819,0.6219298245614034,0.8570416292078713,0.8286117582027085
29,84.71424398792718,88.3717235901509,86.90829557881581,87.63390044108381,68.78691503861882,74.9005424954792,75.281715739731,75.09064539521393,59.82658959537572,76.44628099173553,62.75440976933514,68.92697466467958,54.162204264433846,30.55203972349333,7.126862038749879,8.158893973322948,47.04679691049523,21.74011812812358,15.765561108587006,15.447523852794184,44.55684007707129,15.269749518304431,13.728323699421965,26.445086705202314,0.6071462380035793,0.7982969828718929,0.5533970594406128,0.6389724310776943,0.8782495504944561,0.8320320211631855
30,82.26073410573458,87.67483955899293,83.23699421965318,85.3983010097772,67.96910495229442,75.21624670928921,72.70083605961469,73.93715341959334,55.250481695568396,76.95351137487636,52.78154681139756,62.61569416498995,51.874208937786,30.38652516794859,7.292376594294615,10.446889299970792,45.433893684688776,22.535211267605636,14.970467969104954,17.060427078600636,37.47591522157997,17.77456647398844,11.223506743737957,33.52601156069364,0.585487317264478,0.7830588286140765,0.5579240918159485,0.6635241951031424,0.863262910798122,0.8184365170239929
31,84.28585337357609,89.2956821539977,84.97109826589595,87.07973102785783,68.60517946388005,75.91821279818251,72.88258814976373,74.36943620178042,57.89980732177264,77.02702702702703,58.00542740841248,66.17647058823529,52.95492162398987,31.330931749586217,6.347970012656995,9.366176613766916,45.547478418900496,23.057701044979556,14.447978191731032,16.946842344388916,41.18497109826589,16.714836223506744,12.283236994219653,29.816955684007706,0.6070853825105821,0.7947925332306389,0.5338832139968872,0.645594756121072,0.8739293027669564,0.8289786262355063
32,77.51922889689416,78.41666666666667,88.2049679737541,83.02330710977135,67.15129486597002,70.3588143525741,81.97019265721556,75.72196104768301,63.969171483622354,73.97622192866578,75.98371777476255,74.9665327978581,54.9703047415052,22.548924155388956,15.12997760685425,7.350793496251582,51.2267151294866,15.924579736483416,21.581099500227168,11.267605633802818,53.94990366088632,10.01926782273603,18.978805394990367,17.052023121387283,0.5724867808345766,0.7409255872285504,0.5504412651062012,0.6430210140736455,0.7766831485366097,0.7715752951395743
33,82.78648622334728,89.14990704749029,82.4089985939697,85.64702062023056,67.71921853702862,76.6426282051282,69.53834969102145,72.91785782351819,54.81695568400771,78.57142857142857,50.0,61.111111111111114,51.35819297049946,31.428293252847823,6.250608509395385,10.962905267257327,43.457519309404816,24.261699227623808,13.243980009086778,19.036801453884596,35.5009633911368,19.315992292870906,9.68208092485549,35.5009633911368,0.6115098022421869,0.7940626867516926,0.5399873852729797,0.6247059957586274,0.8624013585056437,0.8308672562877562
34,82.8351669749781,85.99813722446446,86.54897672238712,86.27267772327339,67.74193548387096,73.99927875946628,74.59105779716467,74.29398986241854,65.60693641618496,75.53763440860214,76.2550881953867,75.89466576637408,53.93827280693214,28.896894168045957,8.782007594197253,8.382825430824651,46.61517492049069,21.12676056338028,16.378918673330304,15.879145842798728,54.14258188824663,11.464354527938344,17.533718689788053,16.859344894026975,0.6178962481461614,0.7884236136797754,0.5450382828712463,0.638663967611336,0.8438249175906503,0.824484904120767
35,83.857462759225,90.62874764433785,82.64333697859709,86.45203464618403,68.0145388459791,77.4642126789366,68.8476917484551,72.90223248652809,53.80539499036608,77.59914255091104,49.11804613297151,60.15787287079352,51.50423522539188,32.35322753383312,5.325674228410087,10.81686301236491,43.02589731940027,24.988641526578828,12.51703771013176,19.46842344388914,34.8747591522158,18.930635838150287,10.067437379576107,36.127167630057805,0.6025865838430919,0.801137867947616,0.5346880555152893,0.6492673992673992,0.8719315003496154,0.8351314802384807
36,81.97838574627593,90.52369077306733,79.39384471176379,84.59425717852686,67.28759654702408,77.76365946632782,66.73936750272628,71.83098591549295,52.84200385356455,78.61271676300578,46.13297150610583,58.14450619923043,49.479115957550384,32.499269788725535,5.1796319735176715,12.841982280206407,41.7083144025443,25.57928214447978,11.926397092230804,20.786006360745116,32.75529865125241,20.08670520231214,8.91136801541426,38.24662813102119,0.621547014249201,0.7976834928510365,0.5357068777084351,0.614449585502217,0.8681044600938967,0.8365594688145721
37,85.50287216434623,88.53153435833072,88.15810029682862,88.34442270058707,69.58200817810086,75.84187408491947,75.31806615776081,75.57906255699433,64.83622350674374,76.23413258110014,73.33785617367707,74.7579529737206,54.94109629052672,30.561775873819492,7.117125888423717,7.380001947230065,47.069513857337576,22.51249432076329,14.993184915947296,15.42480690595184,52.07129094412332,12.764932562620423,16.233140655105974,18.930635838150287,0.6194418649729306,0.8062928102390854,0.5246245861053467,0.6442837863890495,0.8717285985416043,0.8395059291138574
38,86.59332100087626,90.06379585326954,88.22059053272926,89.13266514087286,69.80917764652432,76.4115898959881,74.77280988731371,75.58331802314899,61.657032755298644,74.67248908296943,69.60651289009499,72.0505617977528,54.98004089183137,31.613280109044883,6.065621653198326,7.341057345925421,46.72875965470241,23.0804179918219,14.425261244888688,15.765561108587006,49.421965317919074,12.235067437379577,16.76300578034682,21.57996146435453,0.5845485649373189,0.8094498427508674,0.5265700817108154,0.6799980721033353,0.8775128608530616,0.8440119898395652
39,85.44445526238925,92.03221384509939,83.90876425558507,87.7829533382365,67.71921853702862,77.94117647058823,67.43002544529261,72.30559345156888,54.383429672447015,78.79781420765028,48.91451831750339,60.35998325659272,52.29286340181092,33.15159186057833,4.527309901664882,10.028234835945867,42.13993639254884,25.57928214447978,11.926397092230804,20.354384370740572,34.73025048169557,19.653179190751445,9.344894026974952,36.27167630057804,0.6211773734769223,0.8105156174942938,0.5366204380989075,0.6449874686716792,0.8740135850564379,0.8416084284228953
40,86.97303086359653,89.82224319647632,89.20481174816435,89.51246276845902,69.58200817810086,75.16037063435496,76.66303162486369,75.90426489112832,59.874759152215795,76.29204265791633,63.09362279511534,69.06795395469736,55.59341836237951,31.379612501217018,6.299289261026191,6.727679875377275,47.91004089050432,21.671967287596548,15.83371194911404,14.584279872785096,44.797687861271676,15.077071290944124,13.921001926782273,26.204238921001927,0.6020540982793673,0.8127131952941977,0.506320059299469,0.6694621168305378,0.8852824393167515,0.8340152472328608
41,85.29841300749683,91.4561790133921,84.28370567098891,87.72357723577237,68.21899136756019,77.34627831715211,69.50199927299164,73.21462760865404,55.29865125240848,78.61635220125787,50.88195386702849,61.77924217462933,52.52653100963879,32.771881997858046,4.907019764385162,9.794567228118002,43.43480236256247,24.784189004997728,12.721490231712856,19.059518400726944,36.127167630057805,19.171483622350674,9.826589595375722,34.8747591522158,0.6171316101461883,0.8114055857063334,0.5186021327972412,0.6689030267977636,0.8812462541204674,0.8366063555362525
42,85.24973225586604,90.85284280936456,84.877362912045,87.76350860189,67.56019990913221,76.74888799029519,68.99309342057434,72.6646248085758,57.80346820809249,74.66996699669967,61.39755766621439,67.38644825018615,52.89650472203291,32.35322753383312,5.325674228410087,9.424593515723883,43.11676510676965,24.443434802362564,13.062244434348024,19.377555656519764,43.59344894026975,14.210019267822736,14.78805394990366,27.408477842003855,0.5729161501462785,0.8070723009105728,0.5247947573661804,0.7068729516097938,0.8722030766157226,0.8349200787038864
43,86.47648719696232,92.41706161137441,85.29917200437431,88.71557397026567,67.69650159018627,77.56117793446703,67.97528171573973,72.4525377760558,52.64932562620424,77.06725468577729,47.42198100407056,58.71482570348593,53.15938078083926,33.31710641612307,4.361795346120144,9.161717456917534,42.48069059518401,25.21581099500227,12.289868241708314,20.013630168105408,33.67052023121387,18.978805394990367,10.01926782273603,37.33140655105973,0.6056265411090125,0.8136553590721411,0.5196623802185059,0.6770098322729903,0.8867558185995403,0.8482934878456456
44,87.37221302696913,92.6185704742819,86.6427120762381,89.53103559609332,68.51431167651067,77.75518503456689,69.50199927299164,73.39731285988485,53.90173410404624,77.52928647497338,49.38941655359565,60.339825942809775,53.9966897088891,33.37552331808003,4.303378444163178,8.324408528867686,43.43480236256247,25.079509313948208,12.426169922762382,19.059518400726944,35.067437379576106,18.834296724470136,10.163776493256261,35.934489402697494,0.6096734313933203,0.8179523405914988,0.5198675394058228,0.7014652014652014,0.890245729697333,0.8513148023848067
45,88.44318956284684,90.79812206572771,90.64208717387908,90.72003752638574,70.69513857337574,75.33818938605619,78.95310796074155,77.10330138445154,61.994219653179194,75.77125658389767,68.31750339213026,71.85158758473065,56.489144192386334,31.95404537046052,5.724856391782689,5.831954045370461,49.341208541572016,21.353930031803724,16.15174920490686,13.1531122217174,48.506743737957606,13.48747591522158,15.510597302504816,22.495183044315993,0.5973563923060625,0.8214524943962773,0.5162315964698792,0.6927125506072874,0.8993388522625112,0.8554786722996538
46,87.94664589621264,91.88706798637027,88.47055147633182,90.14645017510347,69.51385733757382,76.53483992467042,73.86404943656852,75.17573066962635,59.82658959537572,76.578073089701,62.550881953867034,68.85735623599702,55.13581929704995,32.81082659916269,4.868075163080518,7.185278940706845,46.1608359836438,23.353021353930032,14.152657882780554,16.333484779645616,44.41233140655106,15.414258188824661,13.583815028901732,26.589595375722542,0.6095167848465315,0.8200824069004627,0.5122727155685425,0.6944476576055523,0.8980153081610229,0.8448773377554915
47,88.56975951708694,92.64154021863274,88.70488986095923,90.63048683160416,68.96865061335757,77.12495103799452,71.57397310069065,74.24585218702865,56.936416184971094,76.45985401459853,56.852103120759836,65.21400778210116,55.281861551942356,33.28789796514458,4.391003797098627,7.039236685814429,44.7296683325761,24.238982280781464,13.266696955929122,17.764652430713312,40.36608863198459,16.570327552986512,12.427745664739884,30.63583815028902,0.6032779698607537,0.8252439351165465,0.5171301960945129,0.7062753036437247,0.8948531615223254,0.852401422724102
48,88.5794956674131,92.90873276428103,88.42368379940633,90.61074201552867,69.26397092230803,77.69413629160063,71.2831697564522,74.35071090047394,58.38150289017341,77.18360071301248,58.7516960651289,66.71802773497689,55.10661084607147,33.472884821341644,4.206016940901567,7.214487391685327,44.547932757837344,24.716038164470692,12.78964107223989,17.946388005452068,41.714836223506744,16.666666666666664,12.33140655105973,29.28709055876686,0.6050912381613527,0.8272621944042604,0.5181472897529602,0.706709080393291,0.895951952851863,0.8548971124360037
49,88.80342712491482,91.89404818892612,89.97031713794719,90.92200820966214,69.85461154020899,76.08058608058607,75.49981824790986,75.78908958219304,59.00770712909441,76.64670658682635,60.78697421981004,67.80174044646236,56.07048972836141,32.7329373965534,4.9459643656898065,6.250608509395385,47.183098591549296,22.6715129486597,14.834166288050888,15.311222171740118,43.15992292870906,15.847784200385357,13.150289017341041,27.842003853564545,0.5934024756916114,0.8217619098953909,0.5153452157974243,0.6991131675342201,0.8928928179003097,0.8574108987773259
50,87.73245058903709,90.34688431957306,89.92344946102172,90.13466958972754,69.58200817810086,74.73721093202523,77.53544165757906,76.11061552185548,62.42774566473989,76.65130568356375,67.70691994572591,71.90201729106627,56.04128127738293,31.69116931165417,5.9877324505890375,6.279816960373869,48.455247614720584,21.12676056338028,16.378918673330304,14.039073148568832,48.07321772639692,14.354527938342967,14.64354527938343,22.928709055876688,0.6115509360476385,0.816754002021241,0.5174499154090881,0.6750144592249856,0.8876579512536211,0.8431408839051868
51,86.51543179826696,91.75824175824175,86.09592251210748,88.83694688482308,68.4234438891413,76.97185889813713,70.59251181388586,73.64429275692073,56.98458574181118,76.38510445049954,57.05563093622795,65.32038834951457,53.65592444747347,32.8595073507935,4.819394411449713,8.665173790283323,44.11631076783281,24.307133121308496,13.19854611540209,18.37800999545661,40.51059730250482,16.473988439306357,12.524084778420038,30.491329479768787,0.5939253821499569,0.8164425577192124,0.5216922760009766,0.6955851166377482,0.8848391769054041,0.8486883233966385
52,83.9840327134651,92.46428571428571,80.89361037337916,86.29280893258895,65.83371194911403,78.56161245991754,62.34096692111959,69.51763275233075,50.77071290944123,77.90123456790124,42.808683853459975,55.25394045534151,50.41378638886185,33.570246324603254,4.108655437639957,11.907311848894947,38.959563834620624,26.874148114493412,10.631531122217174,23.534756928668788,30.39499036608863,20.3757225433526,8.622350674373795,40.60693641618497,0.5992513647407781,0.8135376193393363,0.5219340324401855,0.7002988239830344,0.8856539057037258,0.8465126149958543
