,training set Accuracy,training set Precittion,training set Recall,training set F1 score,development set Accuracy,development set Precittion,development set Recall,development set F1 score,test set Accuracy,test set Precittion,test set Recall,test set F1 score,training set True positive ratio,training set True negative ratio,training set False positive ratio,training set False negative ratio,development set True positive ratio,development set True negative ratio,development set False positive ratio,development set False negative ratio,test set True positive ratio,test set True negative ratio,test set False positive ratio,test set False negative ratio,test AUC score,whole AUC score,loss,hek293 AUC score,hct116 AUC score,hela AUC score
53,87.75192288968941,91.11111111111111,89.0329635994376,90.06005056890012,68.80963198546115,75.3681885125184,74.40930570701563,74.8856777025791,60.5009633911368,75.27047913446677,66.078697421981,70.37572254335261,55.486320708791744,32.26560218089767,5.4132995813455365,6.834777528965047,46.50159018627896,22.30804179918219,15.197637437528396,15.99273057701045,46.91714836223507,13.583815028901732,15.414258188824661,24.084778420038536,0.5961640754247488,0.8211898258976631,0.5223220586776733,0.6944090996722574,0.9008153531115772,0.85630618180861
54,88.84237172621945,91.58094635227093,90.40774878925167,90.99056603773585,69.69559291231259,75.69822270583968,75.86332242820792,75.78068264342774,57.321772639691716,74.54090150250417,60.58344640434192,66.84131736526945,56.34310193749391,32.499269788725535,5.1796319735176715,5.977996300262876,47.410268059972736,22.285324852339848,15.22035438437074,15.084052703316676,43.01541425818882,14.30635838150289,14.691714836223507,27.986512524084777,0.5687114863616078,0.8207407150220775,0.5174462795257568,0.7062945826103721,0.8972911047847367,0.8614110764533238
55,89.15392853665661,92.42497191462044,89.97031713794719,91.18112729575681,69.94547932757837,76.58227848101265,74.77280988731371,75.66672797498622,58.86319845857418,76.8166089965398,60.24423337856174,67.52851711026616,56.07048972836141,33.0834388082952,4.595462953948009,6.250608509395385,46.72875965470241,23.216719672875964,14.288959563834622,15.765561108587006,42.77456647398844,16.088631984585742,12.909441233140656,28.227360308285164,0.6065128900949797,0.8273430160719,0.5119759440422058,0.697445536919221,0.9027226301068825,0.8594780274015872
56,89.13445623600428,92.19224014050774,90.2046555225746,91.18761844598863,70.33166742389822,76.82881544745636,75.20901490367139,76.01028655400441,58.86319845857418,76.13827993254637,61.261872455902314,67.89473684210526,56.21653198325382,32.91792425275047,4.760977509492747,6.10456625450297,47.001363016810544,23.330304407087688,14.1753748296229,15.492957746478872,43.4971098265896,15.366088631984587,13.63198458574181,27.504816955684007,0.6022214508851093,0.8257965379953748,0.511305570602417,0.6882976672450357,0.9033438217960243,0.8610096603098143
57,86.6809463538117,90.59525729956445,87.7362912044993,89.14285714285714,69.60472512494322,76.55016910935738,74.04580152671755,75.27716186252772,57.27360308285164,76.60924750679963,57.3270013568521,65.5801319363601,54.678220231720374,32.002726122091325,5.676175640151884,7.642878006036414,46.27442071785552,23.330304407087688,14.1753748296229,16.219900045433892,40.703275529865124,16.570327552986512,12.427745664739884,30.298651252408476,0.5960750460924011,0.8124462309591083,0.53258216381073,0.6778773857721225,0.895655404055539,0.8479257972387835
58,87.70324213805861,92.2671931556433,87.61131073269802,89.87899671448034,69.58200817810086,77.42812742812742,72.44638313340603,74.8544600938967,58.1888246628131,76.03092783505154,60.040705563093624,67.09628506444277,54.600331029111096,33.102911108947524,4.575990653295687,7.720767208645701,45.27487505679237,24.307133121308496,13.19854611540209,17.219445706497048,42.630057803468205,15.558766859344894,13.439306358381502,28.37186897880539,0.5954631103017081,0.8223398728106566,0.5259307622909546,0.6887989203778678,0.8982026021376487,0.851980264803043
59,88.26793885697595,91.58130601792574,89.39228245586627,90.47355522175665,69.17310313493866,75.56859867938371,74.88186114140312,75.22366258900858,60.74181117533719,74.83044461190656,67.36770691994572,70.90324883970011,55.71025216629345,32.5576866906825,5.121215071560705,6.610846071463343,46.79691049522944,22.37619263970922,15.129486597001362,15.697410268059972,47.832369942196536,12.909441233140656,16.088631984585742,23.16955684007707,0.5805399910745277,0.8213485950954796,0.5168927311897278,0.7216888374783113,0.8963171761062831,0.8567462589331544
60,89.5823191510077,92.86058851905452,90.22027808154975,91.52139461172742,70.0590640617901,76.8251591164358,74.59105779716467,75.69162670601256,56.69556840077071,74.80586712683348,58.81953867028494,65.85643752373718,56.22626813357998,33.35605101742771,4.3228507448155,6.0948301041768085,46.61517492049069,23.443889141299408,14.061790095411178,15.879145842798728,41.76300578034682,14.932562620423893,14.065510597302506,29.238921001926784,0.5808746962860118,0.8245617885606809,0.5099416375160217,0.7086466165413534,0.8967385875536911,0.8578007988839316
61,88.74501022295784,91.66004765687053,90.14216528667396,90.8947700063012,70.0590640617901,75.671802221426,76.77208287895311,76.21797185131722,59.82658959537572,75.80645161290323,63.77204884667571,69.2704495210022,56.17758738194918,32.567422841008664,5.111478921234544,6.143510855807613,47.97819173103135,22.080872330758748,15.42480690595184,14.516129032258066,45.27938342967245,14.547206165703274,14.450867052023122,25.722543352601157,0.5924597790269432,0.8230680286205071,0.5225203037261963,0.6985540775014459,0.8916036110278693,0.8559508298127163
62,89.06630318372115,92.55079006772009,89.67348851741916,91.08942315321748,69.90004543389368,77.13089802130898,73.68229734641947,75.36716861870237,56.165703275529864,76.40449438202246,55.359565807327,64.20141620771047,55.88550287216435,33.180800311556816,4.4981014506863986,6.4355953655924445,46.04725124943207,23.852794184461608,13.652885052248978,16.447069513857336,39.30635838150289,16.859344894026975,12.138728323699421,31.695568400770714,0.5915176458390621,0.8255469952368317,0.5210638046264648,0.7109408135723925,0.8996759814204375,0.8574281728326818
63,87.49878298120923,92.66299816574954,86.81456022496485,89.64349088562672,67.85552021808269,77.24306688417619,68.8476917484551,72.80415145108591,54.576107899807326,77.91798107255521,50.27137042062415,61.11340206185567,54.10378736247687,33.39499561873235,4.283906143510856,8.217310875279914,43.02589731940027,24.829622898682416,12.676056338028168,19.46842344388914,35.69364161849711,18.88246628131021,10.115606936416185,35.308285163776496,0.59792606733773,0.8207970066181087,0.5176092982292175,0.6888856757277809,0.9099084756767557,0.8578600242165804
64,90.05939051698958,93.15046519088868,90.72019996875488,91.9192718638702,70.58155383916402,77.53403933434191,74.51835696110504,75.99629286376275,58.47784200385357,75.75757575757575,61.05834464043419,67.618332081142,56.53782494401713,33.52156557297244,4.1573361892707625,5.783273293739655,46.569741026806,24.01181281235802,13.493866424352566,15.924579736483416,43.35260115606936,15.1252408477842,13.872832369942195,27.64932562620424,0.5957228731005197,0.8318071125465198,0.5140513777732849,0.7234721418931945,0.907364399160923,0.8654449796659691
65,89.44601304644144,92.69311064718163,90.17341040462428,91.41590117199874,69.49114039073149,76.82926829268293,73.2824427480916,75.01395348837208,54.72061657032755,76.38339920948617,52.442333785617365,62.188254223652464,56.197059682601505,33.24895336383994,4.429948398403271,6.124038555155291,45.79736483416629,23.693775556565196,13.811903680145388,16.696955929123124,37.23506743737958,17.485549132947977,11.51252408477842,33.76685934489403,0.584118068672043,0.826715432018672,0.5197772979736328,0.7137169847696163,0.9119749525521926,0.8625486963846225
66,90.82854639275631,92.88295365278869,92.36056866114669,92.62102459658466,70.28623353021354,75.34246575342466,77.97164667393675,76.63451232583066,57.41811175337187,74.62437395659433,60.651289009497965,66.91616766467067,57.56012072826404,33.268425664492256,4.410476097750949,4.760977509492747,48.72785097682871,21.558382553384824,15.947296683325762,13.7664697864607,43.0635838150289,14.354527938342967,14.64354527938343,27.9383429672447,0.5833956914310958,0.8312945247312458,0.5078883767127991,0.7258434547908232,0.9087878333832785,0.8638310893512853
67,90.1275435692727,93.4926529953173,90.45461646617716,91.94854692710815,68.28714220808723,76.08779360800925,71.82842602689931,73.89678384442782,56.310211946050096,77.12918660287082,54.681139755766615,63.99364827312426,56.3723103884724,33.75523318080031,3.9236685814428975,5.948787849284392,44.88868696047251,23.39845524761472,14.107223989095866,17.6056338028169,38.824662813102115,17.485549132947977,11.51252408477842,32.177263969171484,0.5894282739128279,0.8289517953046062,0.5038473606109619,0.7156641604010026,0.9089283038657477,0.8634181571708718
68,90.63382338623308,93.79932356257046,90.98578347133261,92.37113402061856,68.99136756019992,76.59247889485802,72.55543438749545,74.51932051521374,55.539499036608866,77.25024727992087,52.98507462686567,62.857142857142854,56.70333949956188,33.93048388667121,3.748417875571999,5.617758738194918,45.3430258973194,23.648341662880508,13.857337573830078,17.151294865970012,37.62042389210019,17.91907514450867,11.078998073217726,33.38150289017341,0.601602753372972,0.8321933689560386,0.5056254267692566,0.7240312319259687,0.911197682549196,0.8701278938155591
69,88.72553792230552,93.18069510788996,88.37681612248086,90.7152020525978,68.40072694229895,77.35317779565567,69.90185387131952,73.4389917891923,57.5626204238921,77.1769019248396,57.12347354138399,65.65302144249512,55.077402395092975,33.64813552721254,4.0307662350306686,7.243695842663811,43.68468877782826,24.716038164470692,12.78964107223989,18.809631985461152,40.55876685934489,17.003853564547207,11.99421965317919,30.443159922928707,0.5982973985403697,0.8306262032376682,0.500161349773407,0.7067861962598806,0.9122246778543603,0.8667808399468289
70,90.6532956868854,93.18939514208604,91.70442118418997,92.44094488188975,70.69513857337574,76.43865363735071,76.77208287895311,76.6050054406964,60.9344894026975,75.91868647380767,65.8751696065129,70.54122775154377,57.15120241456528,33.502093272320124,4.176808489923085,5.16989582319151,47.97819173103135,22.716946842344388,14.788732394366196,14.516129032258066,46.772639691714836,14.16184971098266,14.836223506743737,24.229287090558767,0.6034689884915501,0.8347226637174021,0.5187857747077942,0.7066512434933486,0.915561632204575,0.8699987496874219
71,87.72271443871094,90.05610972568579,90.26714575847524,90.16150425216509,70.37710131758291,75.7748485928037,77.31733914940023,76.53832313781936,59.97109826589595,75.25530243519246,64.9932157394844,69.748816891154,56.25547658455846,31.46723785415247,6.211663908090741,6.065621653198326,48.31894593366651,22.058155383916404,15.447523852794184,14.1753748296229,46.14643545279383,13.82466281310212,15.173410404624278,24.85549132947977,0.5748285903613914,0.8134422886569106,0.5257050395011902,0.7020050125313283,0.8906796274098493,0.8424186638764954
72,87.42089377859995,92.18827415359208,87.20512419934386,89.62748876043673,69.01408450704226,77.44360902255639,71.13776808433298,74.15687760515347,57.22543352601156,76.16071428571428,57.869742198100404,65.76715497301466,54.3471911206309,33.07370265796904,4.60519910427417,7.973907117125889,44.45706497046797,24.557019536574284,12.948659700136304,18.037255792821444,41.088631984585746,16.136801541425818,12.861271676300579,29.91329479768786,0.5865472171008443,0.8252098220251087,0.526168942451477,0.7115191825718141,0.8935826840475478,0.8587492267803792
73,89.31944309220134,93.31917673962758,89.25167942508982,91.24011818254412,69.17310313493866,77.57120253164557,71.2831697564522,74.29437393445728,56.06936416184971,75.22441651705566,56.852103120759836,64.76043276661515,55.622626813358,33.69681627884334,3.982085483399864,6.698471424398793,44.547932757837344,24.62517037710132,12.880508859609268,17.946388005452068,40.36608863198459,15.703275529865124,13.294797687861271,30.63583815028902,0.5861702511303344,0.8337400622086305,0.5324897766113281,0.7307499518025834,0.9172191838977125,0.8576083165528223
74,89.84519520981405,92.97401347449471,90.54835182002812,91.74515235457065,69.78646069968197,76.66041275797373,74.2639040348964,75.44313146233382,58.52601156069365,76.26392459297342,60.379918588873814,67.39871260886028,56.43072729042936,33.41446791938468,4.2644338428585336,5.890370947327426,46.410722398909584,23.375738300772376,14.12994093593821,16.083598364379828,42.870905587668595,15.65510597302505,13.342967244701349,28.13102119460501,0.6077254921406258,0.8323771446867542,0.49626922607421875,0.7168016194331983,0.9051199930076915,0.858213731064345
