,training set Accuracy,development set Accuracy,test set Accuracy,test set True positive ratio,test set True negative ratio,test AUC score
0,57.650833259067824,54.63137996219282,53.8082191780822,26.52054794520548,27.287671232876715,0.5995115332428765
1,61.16210676410302,57.35889819065623,58.57534246575342,33.6986301369863,24.876712328767123,0.6329333850229373
2,64.36146511006149,59.49230353767215,59.56164383561644,35.28767123287671,24.273972602739725,0.6453705498481619
3,71.40183584350771,65.00135025654873,65.64383561643835,44.87671232876712,20.767123287671232,0.6580874846546488
4,64.12975670617593,58.79017013232514,58.57534246575342,31.726027397260275,26.84931506849315,0.6495612844866576
5,70.90277158898493,62.54388333783418,63.3972602739726,40.87671232876712,22.52054794520548,0.6475163145312399
6,74.00409945637644,65.48744261409668,66.24657534246575,45.47945205479452,20.767123287671232,0.6558835691671513
7,75.52802780500846,67.56683769916285,66.84931506849315,48.65753424657534,18.191780821917806,0.6638463526523228
8,71.32162908831656,62.59789359978396,62.246575342465746,37.15068493150685,25.095890410958905,0.6564573237707566
9,70.91168345067285,62.19281663516069,63.013698630136986,38.24657534246575,24.767123287671232,0.6452251728371132
10,75.9647090277159,66.32460167431812,64.71232876712328,44.38356164383562,20.328767123287673,0.6620475544356141
11,77.65796274841814,67.6208479611126,66.63013698630137,48.10958904109589,18.52054794520548,0.6713574982231699
12,72.42669993761697,62.08479611126114,62.35616438356164,36.10958904109589,26.246575342465757,0.6703644117076953
13,79.02147758666786,67.97191466378611,67.45205479452055,48.273972602739725,19.17808219178082,0.6771590101440847
14,78.32635237501114,67.10775047258979,67.12328767123287,46.41095890410959,20.712328767123285,0.6799276345545002
15,73.59415381873274,62.38185255198487,60.43835616438356,34.19178082191781,26.246575342465757,0.6522478516508368
16,80.20675519115943,66.89170942479072,66.13698630136986,44.71232876712329,21.424657534246574,0.6823370162176132
17,77.78272881204884,65.2714015662976,64.71232876712328,41.6986301369863,23.013698630136986,0.6726626607223622
18,81.08902949826219,66.97272481771537,66.73972602739727,47.12328767123288,19.616438356164384,0.6750035536602701
19,79.24427412886553,65.75749392384553,65.26027397260275,41.97260273972603,23.28767123287671,0.6640130516249919
20,80.44737545673291,66.1625708884688,66.52054794520548,43.56164383561644,22.95890410958904,0.6780054274084124
21,78.50458960876927,64.46124763705104,65.64383561643835,40.54794520547945,25.095890410958905,0.6853149835239387
22,81.32964976383566,66.67566837699162,65.86301369863014,42.57534246575342,23.28767123287671,0.6812185824126122
23,82.22083593262633,66.86470429381582,66.84931506849315,43.945205479452056,22.904109589041095,0.6808354332234929
24,83.53979146243651,68.75506346205779,68.05479452054794,47.06849315068493,20.986301369863014,0.6821787168055825
25,84.33294715266018,68.26897110450986,68.32876712328768,48.71232876712329,19.616438356164384,0.6814479550300446
26,83.45958470724536,67.80988387793681,68.10958904109589,48.76712328767123,19.342465753424655,0.6835226465077211
27,83.9408252383923,68.51201728328383,68.0,48.821917808219176,19.17808219178082,0.6803980099502488
28,84.36859459941182,68.3769916284094,68.27397260273973,49.80821917808219,18.465753424657535,0.6965303353363055
29,81.7841547099189,66.351606805293,65.47945205479452,42.19178082191781,23.28767123287671,0.6788305227111198
30,81.81089029498261,68.70105320010802,68.32876712328768,54.13698630136986,14.191780821917806,0.6771105511404019
31,84.52900810979413,67.8368890089117,68.0,45.47945205479452,22.52054794520548,0.6958118498417006
32,84.97460119418947,68.0259249257359,68.05479452054794,46.19178082191781,21.863013698630137,0.6980099502487561
33,85.90143480973175,68.86308398595733,68.82191780821918,50.35616438356164,18.465753424657535,0.6921134586806228
34,83.79823545138579,67.35079665136377,67.6164383561644,43.28767123287671,24.32876712328767,0.6888253537507268
35,86.13314321361733,69.2951660815555,68.54794520547945,50.73972602739726,17.80821917808219,0.679151644375525
36,81.30291417877194,64.38023224412638,63.61643835616439,39.45205479452055,24.164383561643834,0.6917878141758739
37,84.8854825773104,67.2697812584391,66.73972602739727,44.54794520547945,22.19178082191781,0.6818756865025521
38,83.84279475982532,66.67566837699162,65.53424657534246,42.13698630136986,23.397260273972602,0.6843916779737675
39,85.80340433116478,69.40318660545503,70.13698630136986,52.71232876712328,17.424657534246577,0.6878503585966274
40,83.90517779164067,66.13556575749392,65.47945205479452,41.26027397260274,24.21917808219178,0.6818485494604898
41,86.18661438374477,68.48501215230894,67.78082191780823,47.561643835616444,20.21917808219178,0.6865755637397428
42,86.28464486231174,67.70186335403726,68.10958904109589,47.50684931506849,20.602739726027398,0.6879143244814887
43,85.79449246947686,66.94571968674047,68.16438356164383,45.58904109589041,22.575342465753426,0.6871674097047231
44,87.73727831744051,69.1061301647313,68.93150684931507,48.71232876712329,20.21917808219178,0.6879685985656134
45,88.47696283753676,69.67323791520388,70.02739726027397,50.082191780821915,19.945205479452056,0.6955779543839246
46,83.92300151501648,66.45962732919256,68.16438356164383,44.0,24.164383561643834,0.7053363054855593
47,88.21851884858746,69.07912503375641,69.53424657534246,49.0958904109589,20.43835616438356,0.7041144924727014
48,87.74619017912842,68.32298136645963,69.58904109589041,48.10958904109589,21.47945205479452,0.7046656328745882
49,87.81748507263167,68.51201728328383,68.43835616438356,47.23287671232877,21.205479452054796,0.7023312011371713
50,85.92817039479547,67.99891979476101,67.2876712328767,43.945205479452056,23.34246575342466,0.6955288492601925
51,88.01354602976562,68.26897110450986,69.31506849315069,47.342465753424655,21.972602739726028,0.7021147509207211
52,87.4610106051154,67.97191466378611,69.42465753424656,49.47945205479452,19.945205479452056,0.6852051431155909
53,87.8709562427591,68.5660275452336,68.93150684931507,47.94520547945205,20.986301369863014,0.6990508496478646
54,87.61251225380981,68.62003780718337,68.0,45.58904109589041,22.41095890410959,0.6926200167991212
