,training set Accuracy,development set Accuracy,test set Accuracy,test set True positive ratio,test set True negative ratio,test AUC score
0,64.94649637556093,64.40084092501752,65.25120355511666,55.99308727317616,9.2581162819405,0.6446364117274717
1,51.173627890921644,48.63349684653118,56.16590544377238,26.2189853104555,29.946920133316873,0.6681216393088918
2,59.88954090438384,54.590049053959355,62.20219725959758,35.267250956672015,26.934946302925567,0.6941540709122883
3,67.51812219537453,63.104414856341975,67.07813850141959,46.22886063448957,20.84927786693001,0.6919275825899791
4,64.18709009319986,56.48213034337771,64.99197629922232,40.85915319096408,24.13282310825824,0.6947250553372681
5,66.08560579910252,57.14786264891381,64.11554129119862,39.72349092704604,24.392050364152574,0.6947197588165949
6,73.29996548153262,62.57883672039243,67.7447228737193,49.98148376743612,17.763239106283173,0.6938074575011081
7,69.58923023817742,58.89978976874563,68.30020985063572,46.006665843723,22.29354400691273,0.7108870794790043
8,75.25025888850536,60.791871058163984,68.39896309097642,49.05567213924207,19.343290951734353,0.704809110795414
9,76.18225750776666,62.6489138051857,68.10270336995433,49.14208122454018,18.960622145414145,0.7030140776970338
10,72.98929927511219,59.250175192711986,68.95445006789285,49.05567213924207,19.898777928650784,0.7107348126331441
11,77.0797376596479,61.00210231254379,68.12739168003951,47.401555363535365,20.725836316504136,0.7055410054680888
12,77.56299620296859,61.21233356692362,68.46068386618937,47.401555363535365,21.059128502653994,0.7105729275656931
13,79.40973420780118,61.73791170287316,68.89272929267992,47.63609430934452,21.256634983335392,0.7182480084432388
14,72.73041076976182,56.55220742817099,64.22663868658191,38.26688063202074,25.959758054561167,0.7000938101545024
15,77.25232999654816,58.444288717589345,68.3248981607209,48.35205530181459,19.972842858906308,0.7034440706913292
16,77.52847773558854,57.07778556412053,68.39896309097642,47.62375015430194,20.775212936674485,0.7090401859696142
17,79.32343803935106,60.196215837421164,68.02863843969881,45.01913344031601,23.009504999382795,0.7162360779491872
18,81.65343458750431,61.17729502452698,70.31230712257745,50.82088631033206,19.4914208122454,0.7170701337322729
19,81.67069382119433,58.163980378416255,67.59659301320825,44.16738674237749,23.429206270830765,0.7166405631598718
20,78.75388332758025,57.18290119131044,68.11504752499692,45.574620417232445,22.540427107764476,0.7069417564692289
21,82.98239558163617,60.6166783461808,69.41118380446858,51.2652758918652,18.14590791260338,0.7025756037708628
22,83.9316534345875,60.72179397337071,70.01604740155535,49.00629551907172,21.009751882483645,0.7184445321060136
23,83.94891266827753,62.99929922915207,70.02839155659795,52.079990124675966,17.948401431921983,0.7087826710841165
24,84.67380048325855,62.85914505956553,70.68263177385508,52.870016047401556,17.812615726453522,0.7148576828144475
25,84.34587504314808,61.35248773651016,68.5224046414023,47.20404888285397,21.31835575854833,0.7083842622499099
26,85.5712806351398,63.59495444989488,70.60856684359955,54.80804838908777,15.800518454511788,0.7141647484380138
27,86.0027614773904,60.37140854940435,68.84335267250957,46.734970991235656,22.10838168127392,0.7114953995006323
28,84.0697273041077,59.39032936229853,68.09035921491174,44.06863350203679,24.021725712874954,0.7212483736757074
29,84.44943044528823,60.86194814295725,70.80607332428094,52.178743365016665,18.627329959264287,0.7206292331547897
30,87.02105626510182,61.31744919411353,70.3616837427478,51.32699666707814,19.03468707566967,0.721969382861109
31,86.7103900586814,60.2312543798178,70.05307986668312,48.74706826317738,21.30601160350574,0.7216792765017749
32,86.08905764584053,62.018220042046245,70.78138501419578,53.25268485372177,17.528700160474013,0.7176605820583775
33,86.74490852606145,61.7729502452698,69.99135909147019,47.93235403036662,22.05900506110357,0.7303172843341266
34,85.41594753192958,59.355290819901896,68.57178126157265,44.50067892852734,24.071102333045303,0.724221151509086
35,86.3479461511909,58.96986685353889,69.33711887421306,45.895568448339716,23.44155042587335,0.7311861736764873
36,87.69416637901277,60.75683251576734,69.53462535489446,46.45105542525614,23.08356992963832,0.7276174560323796
37,87.93579565067311,59.00490539593552,70.05307986668312,49.73460066658437,20.318479200098754,0.7153093493013142
38,88.45357266137384,62.6489138051857,71.70719664238983,53.57363288482904,18.133563757560793,0.7217557673586154
39,87.24542630307215,61.7729502452698,70.62091099864215,50.240711023330455,20.38019997531169,0.7262891991270815
40,88.09112875388332,60.72179397337071,70.2629305024071,49.3148993951364,20.948031107270708,0.7214200719287004
41,87.40075940628236,59.705676243868254,70.6579434637699,50.178990248117515,20.47895321565239,0.7228060381635435
42,86.38246461857094,61.24737210932025,70.50981360325885,52.870016047401556,17.6397975558573,0.7126860443503996
43,88.81601656886434,62.08829712683952,70.0654240217257,51.499814837674364,18.56560918405135,0.7095011782321449
44,88.9886089057646,61.31744919411353,70.62091099864215,52.32687322552771,18.29403777311443,0.7130211223944694
45,89.60994131860545,62.43868255080589,70.78138501419578,52.758918652018274,18.022466362177507,0.7112651145803142
46,89.98964445978599,62.57883672039243,71.29983952598444,51.018392791013454,20.28144673497099,0.7236169582244243
47,89.97238522609597,59.915907498248075,69.8802616960869,50.90729539563017,18.972966300456733,0.7062022582024584
48,88.26372109078356,60.686755430974074,70.84310578940871,48.85816565856067,21.984940130848045,0.7283667024967083
49,89.4891266827753,61.28241065171689,70.83076163436613,53.388470559190225,17.442291075175902,0.7161977675327832
