,Train SPEAR CORR score,Train SPEAR Pval score,Test SPEAR CORR score,Test SPEAR Pval score,Whole SPEAR CORR score,Whole SPEAR Pval score,Test ERROR score,Train ERROR score,Whole ERROR score,training loss,hek293 spearman corr,hct116 spearman corr,hela spearman corr,hek293 P value,hct116 P value,hela P value
0,0.09208212597330231,9.240046977779279e-23,0.04934034658252896,0.024568759845876552,0.07886580630018686,1.4046728156550663e-27,0.07685983180999756,0.0961371585726738,0.0943763479590416,0.0648418441414833,0.0392553369515459,0.12344255714766345,0.14390142728898572,0.23577348463420414,0.0003143375126926496,5.900569655400095e-09
1,0.2616425766401045,1.1710352051908837e-176,0.026675580882825862,0.22440139009972374,0.20763936138870837,6.424271124013372e-184,0.026961596682667732,0.040390364825725555,0.03977583348751068,0.026606502011418343,0.0704456984597388,0.21599494972232186,0.30738086219899463,0.03321486898558721,2.0739562272700418e-10,8.21955472924707e-37
2,0.37369945322394615,0.0,0.15531345135175262,1.114875306666695e-12,0.3100235731116247,0.0,0.030478432774543762,0.032328102737665176,0.033311620354652405,0.025574758648872375,0.14178362867568617,0.3859090920204848,0.42180518942553286,1.6899579542384316e-05,1.6787165783489992e-31,6.223314023924389e-71
3,0.43529021587777,0.0,0.008281645549850024,0.7060866569161187,0.3386851058275016,0.0,0.0362822487950325,0.0274879839271307,0.030666541308164597,0.022518161684274673,0.24233854993134596,0.34055069600345794,0.4676560124987052,1.1071395428230184e-13,1.805820519943046e-24,7.268323950879255e-89
4,0.6188368238841814,0.0,0.08037693192662872,0.00024641986260975115,0.4816056085542291,0.0,0.018937384709715843,0.016388271003961563,0.019460013136267662,0.020132839679718018,0.48438203096917376,0.5381220147956834,0.5420867457913582,6.046736428392987e-55,7.909222153513852e-65,1.740317495600509e-124
5,0.5544908621148186,0.0,0.13383277976313326,9.256650988166594e-10,0.43540061235019306,0.0,0.034103430807590485,0.023990245535969734,0.02849555015563965,0.018831651657819748,0.34860316035994027,0.48824068834144574,0.5639325940407711,1.6478615752600293e-27,5.28978118048636e-52,9.629556500221338e-137
6,0.7046593347123842,0.0,0.038189681988531184,0.08192426718061015,0.5433057052501717,0.0,0.025857359170913696,0.012856078334152699,0.018298283219337463,0.019510727375745773,0.5194569607089875,0.6002986415165706,0.6195778878859733,2.659708324007952e-64,3.715885962993916e-84,1.7403626836717514e-172
7,0.7501879251950385,0.0,0.07290440148160894,0.0008867985759987257,0.5836635423570119,0.0,0.030819205567240715,0.01740800030529499,0.023313438519835472,0.014848694205284119,0.564583469277191,0.6651558385334496,0.6529087943541854,4.524289699653355e-78,1.9881599788998355e-109,1.391926281642391e-197
8,0.7390153592544961,0.0,0.1279428427009307,4.915032560248727e-09,0.5805599546348081,0.0,0.023773057386279106,0.011304636485874653,0.017217718064785004,0.01905994489789009,0.4997810439507592,0.6743061534400707,0.6711686148627527,6.417394960042566e-59,1.6190112599299852e-113,9.882263473212546e-213
9,0.7743266081789276,0.0,0.005404980212184307,0.8055882885452128,0.5975493845297182,0.0,0.0462397001683712,0.03837749734520912,0.04406774044036865,0.014548495411872864,0.5970144088544996,0.6526167793939941,0.6816987800414097,2.3218481009177935e-89,4.6961465820313387e-104,5.677154217670717e-222
10,0.8446414495868552,0.0,0.02205736639492012,0.3151281114052787,0.6550102996527455,0.0,0.025143511593341827,0.006415685638785362,0.013853457756340504,0.012328403070569038,0.6924627759000237,0.741611791935341,0.7119938310811864,1.8491868846820864e-131,7.608579677295146e-149,7.084178569096517e-251
11,0.8194330023796679,0.0,0.08506867867895103,0.00010415714716856176,0.6436567902681152,0.0,0.036115359514951706,0.01665119081735611,0.02405981905758381,0.012591431848704815,0.6711575602198286,0.7224343917419878,0.7141017046559334,1.088478276710597e-120,1.0253899464462271e-137,5.0016355304947495e-253
12,0.8462994595693781,0.0,0.04591538070301368,0.036448150081674104,0.6611095675848077,0.0,0.03491867333650589,0.008232546038925648,0.016756510362029076,0.00827842764556408,0.6647996938764348,0.7079009158850502,0.7359408143168074,1.197872248537853e-117,6.896493103069067e-130,1.5881045637825862e-276
13,0.8863682479140947,0.0,0.0549403506052905,0.012292359730029394,0.6976780245179989,0.0,0.022600434720516205,0.004691503942012787,0.012147418223321438,0.007827723398804665,0.7560094728823279,0.7722907362079291,0.7511631186013634,4.889434801498817e-170,7.117489660976062e-169,2.438837736668474e-294
14,0.8999908124220326,0.0,0.046058600615704264,0.035867681073197634,0.707207597390479,0.0,0.03116767480969429,0.009847987443208694,0.017892606556415558,0.010320217348635197,0.7554635757842529,0.7870878955246362,0.7564740132294695,1.1764858336891396e-169,1.0672343308534487e-179,7.314167945552303e-301
15,0.8718000795906452,0.0,0.008233877411008906,0.7077037996110664,0.6803352460105814,0.0,0.0267201978713274,0.006141329184174538,0.013990131206810474,0.009161395020782948,0.6995501499877226,0.7487226753168958,0.7627034940314579,2.970539105632567e-135,3.1565232168487355e-153,9.889158624276226e-309
16,0.8414080760116881,0.0,0.018654723064272738,0.39558654996293763,0.6557231444289334,0.0,0.035310160368680954,0.008176345378160477,0.016738321632146835,0.007756429258733988,0.6455519295478264,0.7019360849063299,0.7625948394038499,7.0034013468635855e-109,8.187916451371408e-127,1.3629749466324e-308
17,0.9047449967517549,0.0,0.12586895655352226,8.693453781491795e-09,0.7246897147813004,0.0,0.020541032776236534,0.004138380289077759,0.011407903395593166,0.009218129329383373,0.773401689991175,0.8142059372937237,0.7722483383539531,9.686917076338843e-183,5.649655356766049e-202,2.846e-321
18,0.8163645606275204,0.0,0.012472799533541626,0.5700487103025682,0.6307594155532739,0.0,0.1098993718624115,0.024528486654162407,0.040064286440610886,0.009852863848209381,0.5773423110971301,0.6626815688867727,0.7579474431731643,2.3150508689140777e-82,2.395313091198956e-108,1.0581793107097579e-302
19,0.9143441968924766,0.0,0.08357717544241954,0.0001376146042609087,0.7262150862301914,0.0,0.02501509338617325,0.0052026258781552315,0.01297689601778984,0.0059207528829574585,0.7685945737372686,0.7978576906989474,0.7731028640033052,4.06097882332119e-179,3.894139776782844e-188,2e-322
20,0.8592356243419038,0.0,0.11534521938228033,1.364809419157746e-07,0.6824444396473653,0.0,0.0334564745426178,0.010043053887784481,0.018307913094758987,0.00713617168366909,0.6355158310315602,0.7862927716742154,0.7831043828965751,1.4792418673826845e-104,4.282725722688257e-179,0.0
21,0.8139114025848502,0.0,0.09022774325755945,3.838643904928748e-05,0.6449195568902201,0.0,0.15314458310604095,0.042528435587882996,0.06115662306547165,0.005224438849836588,0.540791486827873,0.7178606708267992,0.7842212362267804,1.4975623901939573e-70,3.369912255221569e-135,0.0
22,0.9211209385602104,0.0,0.09651148737347662,1.0578182180568323e-05,0.7374903745206441,0.0,0.023576835170388222,0.003937203902751207,0.011508841067552567,0.006259933579713106,0.7888411089448103,0.8153886017400599,0.7913249547487792,5.2377603006362385e-195,4.98881269924324e-203,0.0
23,0.9419210545384875,0.0,0.06917537078776778,0.0016119966385098185,0.7506955496009207,0.0,0.02394837513566017,0.0035388791002333164,0.01152294222265482,0.004134967923164368,0.7783896351499455,0.8164742506666632,0.8120215342501372,1.3541420389073872e-186,5.293377446847141e-204,0.0
24,0.9194153015918487,0.0,0.10768583315953162,8.749716976480162e-07,0.735673619168655,0.0,0.025084979832172394,0.008743204176425934,0.01590108498930931,0.006540580186992884,0.7879571124003303,0.8183799857533792,0.7880302448200734,2.81241461838319e-194,9.948797378224885e-206,0.0
25,0.913798516840181,0.0,0.043242849363832374,0.04883665711569762,0.7242905884566958,0.0,0.02079717069864273,0.003576572285965085,0.010896616615355015,0.008124090731143951,0.7803713224765083,0.7969579750660964,0.7722299005649009,3.7346686735489904e-188,2.0643755804685208e-187,3.024e-321
26,0.8941187451048301,0.0,0.11729229678160429,8.345467274413645e-08,0.7111044313781683,0.0,0.0260598324239254,0.006242077331990004,0.013803760521113873,0.007456752937287092,0.7133322011488811,0.8117971383639131,0.7873570450663078,5.815905314229593e-143,7.510250995935492e-200,0.0
27,0.9203901804497695,0.0,0.1231624837021587,1.8048620783800276e-08,0.7328232213415822,0.0,0.024375058710575104,0.003503455314785242,0.011580965481698513,0.004810045938938856,0.7487413799021355,0.832072073360932,0.8057950003390264,4.843397946709953e-165,9.320444377616535e-219,0.0
28,0.872149471626914,0.0,0.07903487119804227,0.00031269697269114584,0.6885461817916524,0.0,0.02619587630033493,0.009709128178656101,0.016871951520442963,0.008617262355983257,0.739172896824364,0.8015249954164841,0.7562549056638567,1.0134944137341535e-158,3.974940353794165e-191,1.3696227888037091e-300
29,0.7951033283390254,0.0,-0.044459893842559606,0.042814612656201435,0.6047722369636727,0.0,0.03716006502509117,0.02330220676958561,0.030352942645549774,0.008922131732106209,0.5520400631106394,0.6438126800140311,0.7397282607405667,4.961058215362383e-74,1.9686428152242335e-100,7.68833214324476e-281
30,0.8934276881621236,0.0,0.0037080574009125005,0.8659149642206398,0.7002072387562168,0.0,0.036103323101997375,0.011758440174162388,0.019832231104373932,0.00929014477878809,0.7509113110444499,0.7749175543959795,0.7646792519520352,1.6283468946233624e-166,9.804165046233227e-171,2.8085170090064e-311
