,training set Accuracy,development set Accuracy,test set Accuracy,test set True positive ratio,test set True negative ratio,test AUC score,loss
0,65.25689740624485,63.77649325626204,64.06616467102828,60.01728181705962,4.048882853968646,0.6194711797788588,0.5904056429862976
1,66.49595242028747,63.15992292870906,65.90544377237379,53.00580175287002,12.899642019503766,0.6444589620379192,0.6304967999458313
2,66.18205848339667,60.809248554913296,63.572398469324774,42.17997778052092,21.392420688803853,0.6657578638709702,0.6284775137901306
3,67.27242689575417,61.040462427745666,64.48586594247624,41.612146648561904,22.873719293914334,0.6794305232962425,0.6168211102485657
4,67.53675863208326,57.88053949903661,64.68337242315764,40.48882853968646,24.194543883471177,0.6920823514732126,0.6034068465232849
5,69.58532958863374,60.578034682080926,64.7204048882854,40.40241945438835,24.31798543389705,0.6939688551586811,0.6021767258644104
6,73.8311581034198,62.23506743737958,68.43599555610419,48.500185162325636,19.935810393778546,0.7061529323228135,0.5939878225326538
7,71.12175780604659,59.65317919075145,65.46105419084064,40.316010369090236,25.145043821750402,0.707120895846358,0.588506281375885
8,75.21889971914753,61.618497109826585,67.76941118380448,45.08085421552895,22.688556968275524,0.7081045864619633,0.5811936855316162
9,75.43366925491492,62.042389210019266,67.31267744722874,45.21663992099741,22.09603752623133,0.6995195113423528,0.5752943158149719
10,77.13530480753346,62.23506743737958,68.41130724601902,45.8091593630416,22.602147882977413,0.7112238472106507,0.5719245672225952
11,76.97009747232777,62.042389210019266,68.18911245525244,44.833971114677205,23.35514134057524,0.7121008600509766,0.5650911927223206
12,76.72228646951925,59.65317919075145,67.90519688927293,44.87100357980496,23.03419330946797,0.7034873526884878,0.5714044570922852
13,75.99537419461424,59.96146435452794,66.90532033082336,42.42686088137267,24.478459449450686,0.7129446640316206,0.5612897276878357
14,77.20138774161572,60.924855491329474,66.79422293544008,43.35267250956672,23.44155042587335,0.699813322016759,0.5624702572822571
15,80.88551131670246,62.89017341040463,69.11492408344648,47.30280212319467,21.812121960251822,0.7129741035882464,0.5522739887237549
16,79.9768709730712,60.96339113680153,69.1025799284039,45.84619182816937,23.256388100234542,0.7245656853047872,0.5454150438308716
17,82.19064926482736,62.350674373795755,69.75682014566102,50.47524996913961,19.281570176521416,0.7082539613425478,0.5465289354324341
18,83.3636213447877,61.27167630057804,69.15195654857425,47.61140599925935,21.5405505493149,0.7213097548263325,0.5477575659751892
19,82.42193953411532,60.73217726396917,68.05332674978398,44.821626959634614,23.231699790149367,0.7113741969109912,0.5373749732971191
20,82.50454320171816,61.348747591522155,68.95445006789285,46.71028268115048,22.24416738674238,0.7169617662694168,0.5396071672439575
21,83.84272261688419,60.809248554913296,69.31243056412788,45.48821133193433,23.824219232193556,0.7232957551148793,0.5304439663887024
22,83.51230794647282,62.50481695568401,69.89260585112949,47.018886557215154,22.873719293914334,0.7219722748263846,0.5366471409797668
23,81.66198579216916,59.53757225433526,67.53487223799532,42.45154919145784,25.083323046537465,0.719316508377601,0.5387864708900452
24,84.45398975714522,62.273603082851636,69.85557338600172,50.611035674608075,19.244537711393654,0.7049953988507525,0.5416638851165771
25,83.84272261688419,61.27167630057804,69.9790149364276,47.018886557215154,22.960128379212446,0.7222614063659629,0.533833384513855
26,86.43647777961341,62.00385356454721,70.18886557215158,47.37686705345019,22.811998518701397,0.7203191429904612,0.5271742939949036
27,86.84949611762762,61.657032755298644,69.67041106036291,47.30280212319467,22.367608937168253,0.7165314483352029,0.5175117254257202
28,86.33735337849001,61.618497109826585,69.74447599061844,49.19145784471053,20.553018145907913,0.7081333761387519,0.5284329056739807
29,85.41219230133818,61.579961464354525,69.16430070361683,48.01876311566473,21.145537587952106,0.7093844273193887,0.5359042286872864
30,86.22170824384602,61.73410404624278,69.84322923095914,47.69781508455746,22.14541414640168,0.7179219312349148,0.532545804977417
31,87.31207665620353,63.50674373795761,69.91729416121466,50.95667201580052,18.960622145414145,0.7069955990137423,0.5370854139328003
32,87.06426565339501,61.579961464354525,69.91729416121466,48.46315269719788,21.45414146401679,0.71814587982682,0.5149973630905151
33,88.20419626631423,62.23506743737958,71.12702135538822,49.290211085051226,21.836810270336997,0.7255317966707955,0.5132941603660583
34,88.12159259871139,60.924855491329474,70.48512529317368,50.16664609307493,20.318479200098754,0.7181960830442451,0.518169105052948
35,87.77465719477945,62.080924855491325,70.7566967041106,47.99407480557956,22.762621898531048,0.7245168468350202,0.5164848566055298
36,87.67553279365605,62.38921001926783,70.83076163436613,49.22849030983829,21.602271324527837,0.7208311183262215,0.5079209208488464
37,89.37716834627457,63.04431599229288,70.69497592889766,49.79632144179731,20.89865448710036,0.7259247465143694,0.5047036409378052
38,89.52585494795969,62.38921001926783,70.41106036291815,48.500185162325636,21.91087520059252,0.7236603701975505,0.5038816332817078
39,88.93110854121923,60.655105973025044,69.9790149364276,47.17936057276879,22.79965436365881,0.7219743219478718,0.5016078948974609
40,89.32760614571286,62.85163776493257,70.32465127762005,51.22824342673744,19.096407850882606,0.7090138658362068,0.5049952268600464
41,89.50933421443912,62.774566473988436,71.50969016170843,51.10480187631157,20.404888285396865,0.7295634237229536,0.5097112655639648
42,88.69981827193128,62.23506743737958,70.41106036291815,50.4875941241822,19.92346623873596,0.7140725304891125,0.5084056854248047
43,89.70758301668594,63.15992292870906,70.954203184792,50.26539933341563,20.688803851376374,0.7207190140543014,0.508144199848175
44,89.44325128035685,61.92678227360309,70.60856684359955,48.4384643871127,22.170102456486855,0.7255402126146876,0.5050503611564636
