,training set Accuracy,training set Precittion,training set Recall,training set F1 score,development set Accuracy,development set Precittion,development set Recall,development set F1 score,test set Accuracy,test set Precittion,test set Recall,test set F1 score,training set True positive ratio,training set True negative ratio,training set False positive ratio,training set False negative ratio,development set True positive ratio,development set True negative ratio,development set False positive ratio,development set False negative ratio,test set True positive ratio,test set True negative ratio,test set False positive ratio,test set False negative ratio,test AUC score,whole AUC score,loss,hek293 AUC score,hct116 AUC score,hl60 AUC score
53,89.87279035189162,90.85516559565002,93.79943863230416,92.3038292529818,62.350674373795755,69.45412311265969,72.61687917425623,71.00029682398338,70.00370324651277,75.49437766576193,76.95652173913044,76.21843805049913,60.730216421609114,29.142573930282506,6.1126714026102755,4.0145382454981,46.088631984585746,16.26204238921002,20.26974951830443,17.37957610789981,48.06813973583508,21.935563510677696,15.603011973830391,14.393284779656831,0.7151123057346696,0.770732997886141,0.5168686509132385,0.7377289377289378,0.8380718709419639,0.8936769287939856
54,89.98843548653561,92.35489644592177,92.16636897167645,92.26053639846742,61.310211946050096,70.30953885028427,67.57741347905282,68.91640866873065,70.81841747932354,77.06827309236948,75.8498023715415,76.45418326693228,59.672889476292745,30.315546010242855,4.9396993226499255,5.0718651908144725,42.89017341040463,18.42003853564547,18.11175337186898,20.578034682080926,47.37686705345019,23.44155042587335,14.097025058634735,15.084557462041722,0.7303152047186475,0.7822195727900518,0.5172373652458191,0.7338635049161365,0.8452951753071621,0.8929337106594633
55,90.55014042623493,91.99498117942284,93.54427149783108,92.76315789473685,62.15799614643546,70.26203534430225,70.00607164541591,70.13381995133821,71.15170966547339,75.43433588641884,79.80237154150197,77.55690002881015,60.565009086403435,29.98513133983149,5.270113993061292,4.179745580703783,44.43159922928709,17.726396917148364,18.80539499036609,19.03660886319846,49.84569806196766,21.30601160350574,16.232563881002346,12.615726453524257,0.7251869054411839,0.7804809655405058,0.5164784789085388,0.7290341237709659,0.8531833732893815,0.9030243261012492
56,90.21972575582356,92.01818641070977,92.957387088543,92.48540238639248,60.886319845857415,69.10519951632406,69.39890710382514,69.25174189639503,69.80619676583137,76.12954818072771,75.25691699604742,75.69071755118266,60.18503221543037,30.034693540393192,5.220551792499587,4.559722451676854,44.04624277456647,16.840077071290942,19.691714836223507,19.421965317919074,47.00654240217257,22.79965436365881,14.738921120849277,15.454882113319343,0.7199771762201169,0.7767908112687952,0.5119838118553162,0.7411895122421437,0.8437687293976627,0.8980361890060887
57,90.13712208822072,92.37244897959184,92.39601939270223,92.38423268274015,61.849710982658955,70.46728971962617,68.6703096539162,69.55719557195572,70.3616837427478,76.95114534765862,75.0197628458498,75.9731812268588,59.821576077977866,30.315546010242855,4.9396993226499255,4.923178589129358,43.58381502890173,18.265895953757223,18.265895953757223,19.884393063583815,46.85841254166153,23.503271201086285,14.035304283421802,15.603011973830391,0.7307795438623399,0.7840216108701292,0.5023491382598877,0.7225563909774435,0.8443337328938169,0.9022668153102936
58,90.84751362960516,92.58415590989623,93.34013779025263,92.96060991105465,61.73410404624278,70.828025477707,67.51669702489374,69.13273235934099,69.76916430070361,76.84556857906641,73.85375494071145,75.31996372064901,60.43284321823889,30.414670411366263,4.840574921526516,4.311911448868329,42.85163776493256,18.88246628131021,17.64932562620424,20.616570327552985,46.13010739414887,23.639056906554746,13.89951857795334,16.331317121343044,0.7286239249362794,0.7840540640319095,0.5000083446502686,0.7249277038750723,0.8566670412546199,0.9014950118629048
59,91.45878076986618,92.22939424031777,94.79459045674918,93.49440040266768,63.15992292870906,70.02898550724638,73.34547662416514,71.64887307236062,70.5715343784718,75.5051467784979,78.2806324110672,76.86784397438385,61.374525028911286,30.084255740954895,5.170989591937882,3.370229638195936,46.55105973025048,16.60886319845857,19.922928709055874,16.917148362235068,48.89519812368843,21.67633625478336,15.862239229724725,13.566226391803482,0.7203818239007607,0.7812242067296069,0.4974895119667053,0.7346539425486794,0.852340550394566,0.9066832461481291
60,89.97191475301504,91.44144144144144,93.23807093646337,92.33101705622236,61.078998073217726,68.68035190615835,71.09896782027928,69.86873508353221,70.58387853351438,75.88474182943338,77.5494071146245,76.7080441794546,60.36676028415662,29.60515446885842,5.650090864034363,4.377994382950603,45.1252408477842,15.953757225433526,20.578034682080926,18.34296724470135,48.4384643871127,22.14541414640168,15.393161338106406,14.022960128379214,0.7226686535659557,0.7773769201351588,0.49810659885406494,0.7232600732600731,0.852999200879033,0.8872452333990795
61,91.657029572113,92.91101055806938,94.30977290125033,93.60516651893124,61.23314065510598,69.62645437844458,69.03460837887067,69.32926829268293,71.10233304530304,75.93970616294601,78.65612648221344,77.2740510630036,61.060631092020486,30.596398480092518,4.658846852800265,3.6841235750867343,43.8150289017341,17.418111753371868,19.113680154142582,19.653179190751445,49.129737069497594,21.972595975805458,15.565979508702629,13.331687445994323,0.7240733688341026,0.7829154982990486,0.4944427013397217,0.7288991710044341,0.8528493656977325,0.9199182460052026
62,91.657029572113,92.675,94.5904567491707,93.62293218840762,62.69749518304432,69.8886936145284,72.434729811779,71.13893858079904,71.17639797555857,76.35906364867479,78.00395256916997,77.1727441587643,61.24235916074674,30.414670411366263,4.840574921526516,3.5023955063604824,45.97302504816956,16.724470134874757,19.807321772639693,17.495183044315993,48.72237995309221,22.454018022466364,15.084557462041722,13.739044562399705,0.7253788474511064,0.7832095287093902,0.49646902084350586,0.7396857528436476,0.8558429477574667,0.8923191264328388
63,91.73963323971584,92.472049689441,94.97320745088032,93.70594159113796,62.00385356454721,68.93982808022923,73.04189435336977,70.93160377358491,71.39859276632514,75.81404103143234,79.60474308300395,77.66316398341849,61.490170163555256,30.24946307616058,5.005782256732199,3.254584503551958,46.358381502890175,15.645472061657031,20.886319845857418,17.109826589595375,49.72225651154179,21.67633625478336,15.862239229724725,12.73916800395013,0.7303728490602088,0.7878733623679622,0.4901084899902344,0.7345189897821476,0.8513759864149436,0.9153731812594689
64,91.82223690731868,92.77861069465267,94.74355702985456,93.75078904178766,62.19653179190752,69.65761511216057,71.64541590771098,70.63753367255312,71.47265769658067,75.62931195226552,80.15810276679842,77.82788064856567,61.34148356187015,30.480753345448537,4.774491987444242,3.4032711052370725,45.472061657032754,16.724470134874757,19.807321772639693,17.996146435452793,50.06789285273423,21.40476484384644,16.133810640661647,12.393531662757685,0.7282279856454542,0.7864288393227746,0.4944054186344147,0.737719298245614,0.8565484217360902,0.9188320041162851
65,91.77267470675699,92.4968944099379,94.99872416432763,93.7311178247734,63.19845857418112,69.81672394043528,74.013357619915,71.85381668140288,70.73200839402543,74.75603019701713,80.23715415019763,77.39967591268706,61.506690897075835,30.265983809681153,4.98926152321163,3.2380637700313892,46.97495183044316,16.223506743737957,20.308285163776493,16.493256262042387,50.11726947290458,20.61473892112085,16.923836563387237,12.344155042587335,0.7217168720503578,0.7830080854866233,0.492706298828125,0.7514941199151725,0.8516725352112675,0.9061972958294028
66,91.657029572113,92.82488710486703,94.41183975503955,93.61163820366856,61.348747591522155,69.39759036144578,69.94535519125684,69.67039612942243,70.38637205283298,75.6210283073368,77.6086956521739,76.60197015507656,61.12671402610276,30.530315546010243,4.724929786882537,3.6180406410044608,44.39306358381503,16.955684007707127,19.576107899807322,19.07514450867052,48.47549685224046,21.91087520059252,15.627700283915566,13.985927663251452,0.7237095011132442,0.7838951641914811,0.4967591464519501,0.7457875457875458,0.8486571021875936,0.8977932138467257
67,91.62398810507186,92.95065458207452,94.20770604746109,93.57495881383855,60.809248554913296,69.39655172413794,68.4274438372799,68.90859064506267,70.22589803727935,75.24790236460717,77.98418972332016,76.5916149068323,60.99454815793821,30.62943994713365,4.6258053857591275,3.7502065091690073,43.42967244701349,17.37957610789981,19.152215799614645,20.03853564547206,48.710035798049624,21.515862239229726,16.02271324527836,13.751388717442293,0.7159164995392353,0.7794504412477273,0.4957422912120819,0.754029304029304,0.8490878783338327,0.9148443529714432
68,91.80571617379812,92.99171062547099,94.46287318193417,93.72151898734178,61.425818882466274,69.86469864698647,68.9738919247116,69.41643751909564,70.10245648685347,76.29585326953749,75.63241106719367,75.96268360460499,61.1597554931439,30.645960680654223,4.609284652238559,3.584999173963324,43.77649325626204,17.64932562620424,18.88246628131021,19.691714836223507,47.241081347981726,22.861375138871747,14.67720034563634,15.220343167510183,0.7267508412694492,0.7875426444382412,0.49277058243751526,0.7573645652593021,0.8577314953551093,0.9116999685561559
69,91.90484057492154,92.63864710271076,95.04975759122225,93.82871536523929,62.350674373795755,69.40903823870221,72.73831208257437,71.03468722205751,69.84322923095914,74.79628576842903,78.00395256916997,76.36645061429816,61.53973236411696,30.365108210804557,4.890137122088221,3.205022302990253,46.165703275529864,16.184971098265898,20.346820809248555,17.302504816955683,48.72237995309221,21.12084927786693,16.417726206641156,13.739044562399705,0.7140114092904222,0.7810444117561259,0.4999273121356964,0.7666088297667245,0.8459132454300271,0.9136437698310608
70,91.69007103915415,91.92439862542955,95.5600918601684,93.70699361941699,62.73603082851638,68.9098998887653,75.22768670309654,71.93033381712627,70.31230712257745,74.14075286415712,80.57312252964427,77.22322189601289,61.87014703452833,29.819924004625804,5.4353213282669754,2.8746076325788863,47.74566473988439,14.990366088631985,21.541425818882466,15.722543352601157,50.32712010862856,19.985187013948895,17.553388470559188,12.13430440686335,0.7130564433636221,0.7784910710693043,0.49234890937805176,0.7623192596876806,0.8455449006093297,0.8929765886287626
71,91.37617710226334,92.94563843236409,93.79943863230416,93.37058674117348,60.46242774566474,69.73935155753338,66.6059502125076,68.13664596273291,69.7815084557462,75.83069620253164,75.77075098814228,75.80071174377224,60.730216421609114,30.645960680654223,4.609284652238559,4.0145382454981,42.273603082851636,18.1888246628131,18.34296724470135,21.19460500963391,47.32749043327984,22.454018022466364,15.084557462041722,15.133934082212072,0.7151312822259164,0.7789095270402387,0.5074717402458191,0.7538943512627723,0.8455948456697633,0.8991510162078725
72,92.21873451181233,93.14314314314315,94.97320745088032,94.04927353126973,61.040462427745666,68.95113230035757,70.24893746205223,69.59398496240601,71.84298234785828,75.42543458371455,81.46245059288538,78.32779097387171,61.490170163555256,30.728564348257066,4.526680984635718,3.254584503551958,44.58574181117534,16.454720616570327,20.077071290944122,18.88246628131021,50.882607085545,20.960375262313296,16.57820022219479,11.578817429946922,0.7259677035716097,0.7862561221049175,0.4923122227191925,0.7475708502024291,0.8480327889321746,0.9124431866906783
73,91.59094663803073,92.79618473895582,94.33528961469763,93.55940781981526,61.69556840077072,69.23983500294636,71.34183363691561,70.27511961722487,70.0654240217257,75.42945377340283,77.23320158102767,76.32067180939362,61.07715182554105,30.513794812489675,4.741450520403106,3.6676028415661657,45.27938342967245,16.416184971098264,20.115606936416185,18.1888246628131,48.240957906431305,21.82446611529441,15.714109369213677,14.220466609060608,0.7178898596649479,0.7817931322500693,0.49754390120506287,0.7461827646038173,0.8565296923384277,0.8835148500700339
74,92.00396497604494,93.31651954602775,94.41183975503955,93.86098427194318,61.849710982658955,70.44181705040448,68.73102610807528,69.57590657652119,71.68250833230465,76.45371078806427,78.99209486166008,77.70217729393468,61.12671402610276,30.877250949942177,4.377994382950603,3.6180406410044608,43.62235067437379,18.227360308285164,18.304431599229286,19.845857418111752,49.339587705221575,22.34292062708308,15.195654857425009,13.121836810270338,0.7361436520387381,0.7944286167077637,0.5012732148170471,0.7534027376132639,0.8546942113674957,0.9006231598204842
