,training set Accuracy,training set Precittion,training set Recall,training set F1 score,development set Accuracy,development set Precittion,development set Recall,development set F1 score,test set Accuracy,test set Precittion,test set Recall,test set F1 score,training set True positive ratio,training set True negative ratio,training set False positive ratio,training set False negative ratio,development set True positive ratio,development set True negative ratio,development set False positive ratio,development set False negative ratio,test set True positive ratio,test set True negative ratio,test set False positive ratio,test set False negative ratio,test AUC score,whole AUC score,loss,hek293 AUC score,hct116 AUC score,hl60 AUC score
20,82.50454320171816,87.31732776617955,85.37892319469252,86.33724680686363,61.348747591522155,70.22613065326632,67.88099574984821,69.03365236184007,68.95445006789285,75.33346605614175,74.78260869565217,75.0570266785679,55.27837435982158,27.22616884189658,8.0290764909962,9.466380307285643,43.08285163776493,18.265895953757223,18.265895953757223,20.385356454720615,46.71028268115048,22.24416738674238,15.294408097765707,15.751141834341439,0.7169617662694168,0.7478451039099059,0.5396071672439575,0.6296992481203008,0.8039281790030967,0.8606323071206013
21,83.84272261688419,88.02689423325576,86.85889257463639,87.43899306447472,60.809248554913296,70.34883720930233,66.12021857923497,68.16901408450704,69.31243056412788,76.8348623853211,72.82608695652173,74.77678571428571,56.236576904014534,27.60614571286965,7.649099620023129,8.50817776309268,41.96531791907515,18.84393063583815,17.6878612716763,21.502890173410407,45.48821133193433,23.824219232193556,13.71435625231453,16.973213183557586,0.7232957551148793,0.7544224445359866,0.5304439663887024,0.6434451513398882,0.8073119568474678,0.8697081439556356
22,83.51230794647282,88.22297827793771,86.01684103087523,87.10594315245478,62.50481695568401,71.49234693877551,68.06314511232544,69.73561430793157,69.89260585112949,76.22573544126476,75.27667984189723,75.74823506015711,55.69139269783578,27.82091524863704,7.434330084255741,9.053361969271435,43.19845857418112,19.30635838150289,17.22543352601156,20.26974951830443,47.018886557215154,22.873719293914334,14.664856190593753,15.442537958276755,0.7219722748263846,0.7547515025360497,0.5366471409797668,0.6320223636013109,0.8090100889022076,0.8670640025155075
23,81.66198579216916,88.63823933975242,82.21485072722633,85.30579825258141,59.53757225433526,71.03594080338267,61.20218579234973,65.75342465753425,67.53487223799532,77.3156474820144,67.96442687747034,72.33908287757679,53.229803403271106,28.43218238889807,6.823062943994714,11.514951263836114,38.84393063583815,20.69364161849711,15.838150289017342,24.6242774566474,42.45154919145784,25.083323046537465,12.455252437970621,20.00987532403407,0.719316508377601,0.7555175677579444,0.5387864708900452,0.6559764796606902,0.806338028169014,0.8573449961409827
24,84.45398975714522,85.70743405275779,91.19673386067875,88.36691803684016,62.273603082851636,67.97631862217438,76.68488160291439,72.06847360912981,69.85557338600172,73.450376209244,81.02766798418972,77.05318549144899,59.04510160251115,25.40888815463407,9.846357178258716,5.699653064596068,48.67052023121387,13.603082851637765,22.928709055876688,14.797687861271678,50.611035674608075,19.244537711393654,18.29403777311443,11.850388840883841,0.7049953988507525,0.743644751814234,0.5416638851165771,0.6741951031424716,0.809060033962641,0.8713660921018781
25,83.84272261688419,87.98760010333247,86.909926001531,87.44544287548138,61.27167630057804,69.91315136476427,68.4274438372799,69.16231972997852,69.9790149364276,76.33266533066131,75.27667984189723,75.80099502487563,56.26961837105567,27.573104245828517,7.682141087064267,8.475136296051545,43.42967244701349,17.84200385356455,18.689788053949904,20.03853564547206,47.018886557215154,22.960128379212446,14.578447105295641,15.442537958276755,0.7222614063659629,0.7546358607698955,0.533833384513855,0.6600539811066127,0.8147412845869544,0.8721236028928336
26,86.43647777961341,89.27484787018255,89.84434804797142,89.55869261096274,62.00385356454721,70.38864898210981,69.27747419550698,69.82864137086904,70.18886557215158,76.28702047306697,75.8498023715415,76.06778317312455,58.16950272592103,28.266975053692384,6.988270279200397,6.575251941186188,43.96917148362235,18.034682080924856,18.497109826589593,19.4990366088632,47.37686705345019,22.811998518701397,14.72657696580669,15.084557462041722,0.7203191429904612,0.7603252081928349,0.5271742939949036,0.6591864276074801,0.8215306912396363,0.8722236514878656
27,86.84949611762762,89.22381311228335,90.63536616483798,89.92405063291139,61.657032755298644,69.66224366706875,70.12750455373407,69.89409984871408,69.67041106036291,75.71626160837779,75.73122529644269,75.72374271317062,58.68164546505865,28.167850652568976,7.087394680323807,6.063109202048571,44.50867052023121,17.148362235067438,19.383429672447015,18.959537572254334,47.30280212319467,22.367608937168253,15.170966547339834,15.158622392297247,0.7165314483352029,0.7576810785755677,0.5175117254257202,0.6641025641025641,0.8160835580861053,0.8789126146985679
28,86.33735337849001,87.83651492902594,91.57948456238837,89.6689569019363,61.618497109826585,68.19452207937395,74.07407407407408,71.01280558789288,69.74447599061844,74.33314680096997,78.75494071146245,76.48018424335477,59.29291260531968,27.04444077317033,8.210804559722451,5.451842061787544,47.01348747591522,14.605009633911367,21.92678227360308,16.454720616570327,49.19145784471053,20.553018145907913,16.985557338600174,13.269966670781386,0.7081333761387519,0.7524003658730882,0.5284329056739807,0.6750048197416618,0.8187618619518531,0.8834433867878684
29,85.41219230133818,88.15987933634992,89.4871140597091,88.8185386855768,61.579961464354525,69.25355450236967,70.97753491196114,70.10494752623687,69.16430070361683,74.54963587581449,76.87747035573122,75.69566063436467,57.938212456633075,27.473979844705106,7.781265488187676,6.806542210474145,45.04816955684008,16.53179190751445,20.0,18.42003853564547,48.01876311566473,21.145537587952106,16.39303789655598,14.44266139982718,0.7093844273193887,0.7531208445082718,0.5359042286872864,0.6658762290341238,0.8147881080811108,0.8730097475916875
30,86.22170824384602,89.10012674271229,89.69124776728758,89.39471007121058,61.73410404624278,69.84223300970875,69.88463873709775,69.86342943854325,69.84322923095914,75.60164351398943,76.36363636363637,75.98072952512045,58.07037832479762,28.151329919048408,7.1039154138443745,6.674376342309599,44.35452793834297,17.37957610789981,19.152215799614645,19.113680154142582,47.69781508455746,22.14541414640168,15.393161338106406,14.763609430934451,0.7179219312349148,0.7601285603224124,0.532545804977417,0.6587912087912089,0.8399791479372691,0.8895892290541121
31,87.31207665620353,88.81497905888149,91.9877519775453,90.37352719979944,63.50674373795761,69.6408529741863,75.3491196114147,72.38261883931175,69.91729416121466,73.2824427480916,81.58102766798419,77.20938932011596,59.557244341648776,27.75483231455477,7.500413018338015,5.187510325458451,47.822736030828516,15.684007707129094,20.847784200385355,15.645472061657031,50.95667201580052,18.960622145414145,18.577953339093938,11.504752499691397,0.7069955990137423,0.7567747646673153,0.5370854139328003,0.6717370348949296,0.8137018030166816,0.8780264699997141
32,87.06426565339501,89.93886907794193,90.0995151824445,90.01912045889101,61.579961464354525,69.84126984126983,69.45962355798422,69.64992389649923,69.91729416121466,75.08127749091604,77.58893280632411,76.31451064243366,58.334710061126714,28.729555592268298,6.525689740624483,6.410044605980506,44.08477842003853,17.495183044315993,19.03660886319846,19.383429672447015,48.46315269719788,21.45414146401679,16.084434020491297,13.99827181829404,0.71814587982682,0.7641990075526492,0.5149973630905151,0.6902641218430692,0.8302648336829488,0.8847868964925821
33,88.20419626631423,90.68291444529069,91.14570043378413,90.91371850343599,62.23506743737958,70.32297379646558,70.06678809957498,70.19464720194647,71.12702135538822,75.84045584045585,78.91304347826087,77.34624697336562,59.012060135470016,29.192136130844208,6.063109202048571,5.732694531637204,44.470134874759154,17.764932562620427,18.766859344894026,18.998073217726397,49.290211085051226,21.836810270336997,15.70176521417109,13.171213430440687,0.7255317966707955,0.7706922220214938,0.5132941603660583,0.6758048968575283,0.8374569223853761,0.9067118314609953
34,88.12159259871139,89.8406374501992,92.06430211788722,90.93887838689352,60.924855491329474,68.60670194003528,70.85610200364299,69.71326164874552,70.48512529317368,74.44586920681444,80.31620553359684,77.26970244319803,59.60680654221048,28.514786056500906,6.740459276391872,5.137948124896745,44.971098265895954,15.953757225433526,20.578034682080926,18.497109826589593,50.16664609307493,20.318479200098754,17.22009628440933,12.294778422416986,0.7181960830442451,0.7656365373756677,0.518169105052948,0.6684692500481973,0.8438280391569273,0.8812280250407342
35,87.77465719477945,90.4555866632731,90.68639959173258,90.57084607543324,62.080924855491325,70.39999999999999,69.45962355798422,69.92665036674816,70.7566967041106,76.46017699115045,76.83794466403162,76.64859536717594,58.71468693209978,29.059970262679663,6.195275070213118,6.030067735007434,44.08477842003853,17.996146435452793,18.535645472061656,19.383429672447015,47.99407480557956,22.762621898531048,14.775953585977039,14.467349709912355,0.7245168468350202,0.7692299315810809,0.5164848566055298,0.6692307692307692,0.8430788632504245,0.8998370637166623
36,87.67553279365605,88.61036748600633,92.90635366164838,90.7075236671649,62.38921001926783,68.8166012338755,74.4990892531876,71.54518950437317,70.83076163436613,75.5446107217276,78.81422924901186,77.14479156591547,60.15199074838923,27.523542045266808,7.7317032876259715,4.592763918717991,47.28323699421965,15.105973025048169,21.42581888246628,16.184971098265898,49.22849030983829,21.602271324527837,15.93630415998025,13.232934205653624,0.7208311183262215,0.7647782307848772,0.5079209208488464,0.6830537883169462,0.8436469883128559,0.8799416859617529
37,89.37716834627457,90.70576540755468,93.13600408267415,91.904821855722,63.04431599229288,69.81566820276498,73.58834244080145,71.65237954478275,70.69497592889766,74.95354886659234,79.72332015810277,77.2648917831833,60.30067735007434,29.07649099620023,6.178754336692549,4.4440773170328765,46.705202312138724,16.339113680154142,20.192678227360307,16.76300578034682,49.79632144179731,20.89865448710036,16.639920997407728,12.665103073694606,0.7259247465143694,0.7744117939354715,0.5047036409378052,0.697069597069597,0.8490753920687244,0.8927479061258325
38,89.52585494795969,90.60568603213845,93.51875478438377,92.03917629331994,62.38921001926783,69.58552247518972,72.37401335761992,70.95238095238095,70.41106036291815,75.63041385948027,77.64822134387352,76.626036079961,60.54848835288287,28.97736659507682,6.277878737815959,4.196266314224351,45.934489402697494,16.454720616570327,20.077071290944122,17.533718689788053,48.500185162325636,21.91087520059252,15.627700283915566,13.961239353166278,0.7236603701975505,0.7740133877630415,0.5038816332817078,0.7127433969539233,0.839061407451803,0.8959780464797187
39,88.93110854121923,91.30434782608695,91.63051798928298,91.46714212939379,60.655105973025044,70.19354838709677,66.0595021250759,68.06380982170785,69.9790149364276,76.19617224880383,75.53359683794466,75.8634378721715,59.32595407236081,29.60515446885842,5.650090864034363,5.418800594746407,41.92678227360308,18.728323699421964,17.803468208092486,21.541425818882466,47.17936057276879,22.79965436365881,14.738921120849277,15.28206394272312,0.7219743219478718,0.7729306448497808,0.5016078948974609,0.6936475804896857,0.8437780940964938,0.9050110053454535
40,89.32760614571286,90.02201027146002,93.9270221995407,91.93306693306694,62.85163776493257,68.67140513942044,76.25986642380084,72.26697353279631,70.32465127762005,73.52941176470588,82.01581027667984,77.54110612855008,60.81282008921196,28.514786056500906,6.740459276391872,3.931934577895259,48.40077071290944,14.450867052023122,22.08092485549133,15.067437379576107,51.22824342673744,19.096407850882606,18.442167633625477,11.233181088754476,0.7090138658362068,0.766842138138178,0.5049952268600464,0.7137073452862925,0.8398043402257517,0.8962781922648143
41,89.50933421443912,90.38366945400885,93.77392191885686,92.0475892298059,62.774566473988436,69.07563025210084,74.86338797814209,71.85314685314685,71.50969016170843,74.89146164978293,81.81818181818183,78.20173781639592,60.713695688088556,28.79563852635057,6.459606806542211,4.031058979018669,47.51445086705202,15.260115606936417,21.271676300578036,15.953757225433526,51.10480187631157,20.404888285396865,17.133687199111222,11.35662263918035,0.7295634237229536,0.7773221501413139,0.5097112655639648,0.6988914594177753,0.8454106732594147,0.8960352171054512
42,88.69981827193128,89.69325153374234,93.26358764991069,91.44358268701525,62.23506743737958,69.02452937820878,73.4669095324833,71.1764705882353,70.41106036291815,74.13449338408556,80.8300395256917,77.33761936276828,60.383281017677184,28.316537254254087,6.938708078638692,4.361473649430034,46.628131021194605,15.606936416184972,20.92485549132948,16.840077071290942,50.4875941241822,19.92346623873596,17.615109245772125,11.973830391309715,0.7140725304891125,0.7690045961300462,0.5084056854248047,0.7293329477540004,0.8449393167515733,0.9064974416144984
43,89.70758301668594,90.69135802469135,93.72288849196224,92.18220604843769,63.15992292870906,69.39921392476137,75.0455373406193,72.1120186697783,70.954203184792,74.8942431487953,80.47430830039526,77.58407163951605,60.68065422104741,29.02692879563853,6.228316537254254,4.064100446059805,47.630057803468205,15.529865125240846,21.001926782273603,15.838150289017342,50.26539933341563,20.688803851376374,16.849771633131713,12.196025182076287,0.7207190140543014,0.7731453828795285,0.508144199848175,0.720242914979757,0.8342947757466787,0.8905468370351314
44,89.44325128035685,91.08216432865731,92.77877009441184,91.9226393629124,61.92678227360309,69.23525977816696,72.00971463266545,70.59523809523809,70.60856684359955,75.9141033081834,77.5494071146245,76.72304233062862,60.069387080786385,29.37386419957046,5.88138113332232,4.675367586320832,45.703275529865124,16.223506743737957,20.308285163776493,17.764932562620427,48.4384643871127,22.170102456486855,15.368473028021231,14.022960128379214,0.7255402126146876,0.7758688279319683,0.5050503611564636,0.7142471563524195,0.8451390969933074,0.8948775119343682
45,89.9388732859739,91.60382101558572,92.9829038019903,92.28821071292896,62.92870905587669,70.57057057057057,71.34183363691561,70.95410628019323,70.13948895198124,75.65572177967749,76.95652173913044,76.30057803468208,60.20155294895093,29.737320337022965,5.517924995869817,4.543201718156286,45.27938342967245,17.64932562620424,18.88246628131021,18.1888246628131,48.06813973583508,22.071349216146157,15.46722626836193,14.393284779656831,0.7176740670649997,0.7754645582117197,0.5050343871116638,0.7301523038365143,0.8389740035960443,0.9094846068090217
46,90.41797455807038,91.95777833626539,93.36565450369993,92.65636870093694,61.425818882466274,69.9629171817058,68.73102610807528,69.34150076569678,70.96654733983459,76.95063694267516,76.40316205533597,76.67592225307418,60.44936395175946,29.968610606310918,5.286634726581861,4.295390715347761,43.62235067437379,17.803468208092486,18.728323699421964,19.845857418111752,47.72250339464264,23.244043945191954,14.294531539316132,14.738921120849277,0.7327810437850042,0.7844299843053651,0.5067823529243469,0.7160690187005976,0.8490816352012787,0.9120715776234173
47,90.68230629439947,91.65631984107276,94.18218933401377,92.90208910143468,61.27167630057804,68.81594372801875,71.28111718275653,70.0268416343573,70.86779409949389,76.38780297107115,77.23320158102767,76.80817610062893,60.97802742441765,29.704278869981827,5.550966462910954,3.7667272426895755,45.24084778420038,16.03082851637765,20.5009633911368,18.227360308285164,48.240957906431305,22.626836193062587,14.9117392914455,14.220466609060608,0.730666204818729,0.7825763116541293,0.5043189525604248,0.7254000385579333,0.851887923284387,0.9057399308235429
48,90.36841235750867,92.22784810126582,92.957387088543,92.59118058203076,61.310211946050096,69.95654872749844,68.4274438372799,69.18354818907305,70.28761881249228,76.81423084697798,75.09881422924902,75.94683721395025,60.18503221543037,30.18338014207831,5.0718651908144725,4.559722451676854,43.42967244701349,17.88053949903661,18.65125240847784,20.03853564547206,46.90778916183187,23.379829650660415,14.158745833847671,15.553635353660042,0.7267294927167967,0.7816695981331816,0.49215400218963623,0.7333622517833045,0.8438093097592648,0.9050252980018867
49,89.45977201387741,92.20478518137381,91.45190099515183,91.82679989751472,59.845857418111756,69.6046662346079,65.20947176684882,67.33542319749216,69.22602147882976,77.11810690893725,72.13438735177866,74.54304094761565,59.21030893771684,30.24946307616058,5.005782256732199,5.534445729390385,41.38728323699422,18.458574181117534,18.07321772639692,22.08092485549133,45.05616590544378,24.169855573386002,13.368719911122085,17.40525861004814,0.7255171418804665,0.7791353927465808,0.5034509897232056,0.7290726817042607,0.8415336879432623,0.8991224308950062
50,90.38493309102924,91.1873611453962,94.2587394743557,92.69761606022584,61.811175337186896,68.38565022421524,74.07407407407408,71.11629262605653,71.15170966547339,76.26857032606598,78.12252964426878,77.18441862735529,61.02758962497935,29.35734346604989,5.897901866842887,3.7171650421278706,47.01348747591522,14.797687861271678,21.734104046242773,16.454720616570327,48.79644488334773,22.355264782125666,15.183310702382421,13.664979632144181,0.7328694924308494,0.7824676554252847,0.5047242641448975,0.7417293233082707,0.8572351663170512,0.89086127547666
51,90.12060135470014,92.02733485193622,92.77877009441184,92.4015247776366,61.73410404624278,69.9390243902439,69.64177292046145,69.7900821417706,69.9790149364276,75.19171779141104,77.50988142292489,76.33320358115998,60.069387080786385,30.05121427391376,5.204031058979019,4.675367586320832,44.20038535645472,17.533718689788053,18.998073217726397,19.26782273603083,48.41377607702753,21.565238859400075,15.973336625108011,14.047648438464389,0.7183553685923474,0.7760042582114031,0.5129744410514832,0.7299113167534221,0.8501148736389972,0.8984506760426493
52,89.32760614571286,91.04589917231,92.625669813728,91.82899064002024,61.541425818882466,68.68163500287852,72.434729811779,70.50827423167848,69.83088507591656,75.75817250886175,76.02766798418973,75.89268100217005,59.97026267966298,29.35734346604989,5.897901866842887,4.774491987444242,45.97302504816956,15.568400770712909,20.96339113680154,17.495183044315993,47.48796444883347,22.34292062708308,15.195654857425009,14.973460066658436,0.7205337983006942,0.7733087629930611,0.5117073655128479,0.7252940042413727,0.8290162071721107,0.8738815996341079
