,Train SPEAR CORR score,Train SPEAR Pval score,Test SPEAR CORR score,Test SPEAR Pval score,Whole SPEAR CORR score,Whole SPEAR Pval score,Test ERROR score,Train ERROR score,Whole ERROR score
0,0.06275622057542421,4.312618661987174e-10,0.051878325788810103,0.00045330249198008817,0.07239669484450338,1.352809006478367e-18,0.3857373893260956,0.25612983107566833,0.2535172700881958
1,0.2668291439901122,1.2555924309768902e-160,0.20662795512895318,3.248465428813316e-45,0.23855876964529105,7.63012621509216e-190,0.04558757320046425,0.04985537752509117,0.050604771822690964
2,0.4185220600730455,0.0,0.2567214186150415,1.2384340835810902e-69,0.3538689255581241,0.0,0.042630504816770554,0.049297645688056946,0.05091523379087448
3,0.44551349723795897,0.0,0.3092553546990691,8.978723989851065e-102,0.3683799338260168,0.0,0.03052580915391445,0.029889071360230446,0.03208911046385765
4,0.5775559369103879,0.0,0.39157784467764,3.302828072030186e-167,0.4636837489724187,0.0,0.01584346778690815,0.01987023465335369,0.023516763001680374
5,0.5811877912654682,0.0,0.36518334433144745,4.553918760621901e-144,0.45761733965919643,0.0,0.024197431281208992,0.019691307097673416,0.024600649252533913
6,0.7040315113775875,0.0,0.5330661296872682,0.0,0.5605294417625398,0.0,0.010750269517302513,0.011737965047359467,0.016821036115288734
7,0.7655807555025053,0.0,0.6024459009978961,0.0,0.6104919417280366,0.0,0.011030408553779125,0.009848926216363907,0.016001403331756592
8,0.7661427070869549,0.0,0.6534750571683571,0.0,0.6129195342259078,0.0,0.00961116049438715,0.008673968724906445,0.01483492087572813
9,0.7086675872456916,0.0,0.4982418665389274,3.808430117581212e-285,0.5492614012882964,0.0,0.01790563575923443,0.021604375913739204,0.028368452563881874
10,0.8396379060994911,0.0,0.7004357986079706,0.0,0.6692189819661035,0.0,0.007450740318745375,0.006318278145045042,0.013316885568201542
11,0.8276439843136417,0.0,0.7209753267358496,0.0,0.661569462630677,0.0,0.007734775543212891,0.006329989992082119,0.013458740897476673
12,0.8125811775491408,0.0,0.6710654826446941,0.0,0.6543633487211885,0.0,0.01255893800407648,0.007609773892909288,0.01475574541836977
13,0.7231713631661225,0.0,0.5580343371960429,0.0,0.5788841355255034,0.0,0.021259132772684097,0.02298489771783352,0.03003070503473282
14,0.9213302729482438,0.0,0.7719756172471002,0.0,0.7345842405028769,0.0,0.005771711003035307,0.002669598674401641,0.010509162209928036
15,0.8968228141396977,0.0,0.749524916457216,0.0,0.7166462200858676,0.0,0.006540557369589806,0.00476853596046567,0.012157579883933067
16,0.8826370769755785,0.0,0.7299938465683404,0.0,0.7067898991438804,0.0,0.015463358722627163,0.011533280834555626,0.01891365833580494
17,0.7912196133914524,0.0,0.5659303435420756,0.0,0.6216713422922439,0.0,0.015235780738294125,0.010152788832783699,0.017863724380731583
18,0.8391925179225586,0.0,0.6570212560264681,0.0,0.6694529946654959,0.0,0.016778258606791496,0.009866837412118912,0.017402078956365585
19,0.8699570078883996,0.0,0.7070247573068746,0.0,0.7007150838323539,0.0,0.013629625551402569,0.00910924095660448,0.016499539837241173
