,Train SPEAR CORR score,Train SPEAR Pval score,Test SPEAR CORR score,Test SPEAR Pval score,Whole SPEAR CORR score,Whole SPEAR Pval score,Test ERROR score,Train ERROR score,Whole ERROR score,training loss,hek293 spearman corr,hela spearman corr,hl60 spearman corr,hek293 P value,hela P value,hl60 P value
18,0.8570299754298015,0.0,0.49696207006558163,2.612009539829648e-263,0.6439957751078298,0.0,0.02779465913772583,0.007700247224420309,0.01769924722611904,0.006853969302028418,0.6633645982203644,0.7424999961438271,0.6404831278628627,5.6834262984293486e-117,4.7849911256644556e-284,2.0807884724008417e-49
19,0.8597977786130017,0.0,0.4881602149090867,9.085069630152311e-253,0.6432495826943568,0.0,0.027942977845668793,0.005935159511864185,0.01643192581832409,0.006945738568902016,0.6744138635200362,0.7511968923373491,0.6740922183476574,2.814645176352494e-122,2.2193424979574876e-294,1.9776708454872332e-56
20,0.8769867451253844,0.0,0.5044133705160541,1.7721957406667602e-272,0.6591830581089135,0.0,0.024915320798754692,0.0047393981367349625,0.014852560125291348,0.005561572499573231,0.6903757783689527,0.7454385745916998,0.6800046339202966,2.3084046120947925e-130,1.719799830591643e-287,9.193339832004999e-58
21,0.916662549657902,0.0,0.5342089082795087,0.0,0.6916551915511886,0.0,0.023889901116490364,0.0052527678199112415,0.015011265873908997,0.00631431071087718,0.7848344112659708,0.7529465904835273,0.6796827598162434,9.995632466866095e-192,1.641440989375934e-296,1.0885105483095935e-57
22,0.8804221491704617,0.0,0.50270114218107,2.3741256897277285e-270,0.6599027970917326,0.0,0.024748852476477623,0.0061831166967749596,0.015942135825753212,0.0064290049485862255,0.7214884397115237,0.7411397862547642,0.6174762136537295,9.637032216890647e-148,1.8126997217910558e-282,4.3714303511217493e-45
23,0.8979138626554781,0.0,0.5024826493720704,4.4264094437644074e-270,0.6717018056349631,0.0,0.02331109531223774,0.003894517896696925,0.013746792450547218,0.007436815183609724,0.784065613389373,0.7391077148272005,0.6611772491182217,4.1807401791927374e-191,3.9625768192699296e-280,1.2646003351855351e-53
24,0.8914500924319122,0.0,0.49824611854415674,7.13169969664093e-265,0.6653303954959616,0.0,0.02644365467131138,0.005243910010904074,0.015573087148368359,0.007694801781326532,0.7380367204947765,0.7516369839732853,0.6516402077596496,5.468402490907064e-158,6.4849299639256214e-295,1.2191712668077199e-51
25,0.7904510955840393,0.0,0.40827577368833706,5.0894969596845716e-170,0.5769109299919418,0.0,0.058748044073581696,0.02761046215891838,0.040370967239141464,0.00877093430608511,0.5698922890883695,0.7211595590191918,0.45520549269574145,7.814824059249113e-80,2.2473312182890306e-260,1.139126124866733e-22
26,0.913206504705812,0.0,0.5388077315735098,0.0,0.690409733383698,0.0,0.021566040813922882,0.003653834108263254,0.013168207369744778,0.007052101660519838,0.7606711370664868,0.7501780513017783,0.6820980657549957,2.4621600090135294e-173,3.792355103691201e-293,3.048223344079021e-58
27,0.875295315389553,0.0,0.4843194606044497,2.8992122891702648e-248,0.648434110183336,0.0,0.024019671604037285,0.004606566391885281,0.014386383816599846,0.0071376473642885685,0.7151920388510886,0.7367043506441784,0.6390946186516959,4.8902632668175825e-144,2.1727113982944648e-277,3.886614212818694e-49
28,0.8998904019653509,0.0,0.5137191614469959,2.977159767265119e-284,0.6761817183569716,0.0,0.028744621202349663,0.006896505132317543,0.01732051745057106,0.009181572124361992,0.7594889755660639,0.7552578178412507,0.6207579626752723,1.7170210930716364e-172,2.358959963111238e-299,1.1116679680147463e-45
29,0.90994100191345,0.0,0.5083319621764825,2.1616318284510137e-277,0.6811247567421023,0.0,0.023790817707777023,0.004962043836712837,0.014681447297334671,0.006442687939852476,0.7818245828236617,0.7492407935033341,0.6569110420653282,2.6198703603081965e-189,5.100557405077161e-292,9.96402058492871e-53
30,0.8274808775234969,0.0,0.43449503721461047,8.983713378298209e-195,0.60627691366875,0.0,0.07137798517942429,0.0323130339384079,0.04682406038045883,0.009340531192719936,0.6533890693720406,0.7163598259973629,0.5823359292177009,2.254823500199777e-112,2.3594152517552403e-255,3.908720433176521e-39
31,0.8836140186964525,0.0,0.5006266460543692,8.636116680053787e-268,0.6625348624263855,0.0,0.026861559599637985,0.00843612290918827,0.018124856054782867,0.008862592279911041,0.719321227446364,0.7576238613135118,0.6611964182129737,1.8656297627498371e-146,2.6896097925985166e-302,1.2528295485477318e-53
32,0.8981378577845408,0.0,0.5007868599093863,5.484991039279547e-268,0.671957921672148,0.0,0.026593657210469246,0.005512036383152008,0.015951108187437057,0.005034841597080231,0.7414023132269695,0.7675763175537494,0.6299027876864403,3.6158672961175344e-160,4.66164425e-315,2.2447966590910687e-47
33,0.9405244079042828,0.0,0.5374783685842217,0.0,0.7096732520715096,0.0,0.022434135898947716,0.0026110566686838865,0.01282992959022522,0.002959231613203883,0.8006602722447841,0.7805622979105663,0.6747766383741941,4.071957014000779e-205,0.0,1.3914695560629025e-56
34,0.95468583418544,0.0,0.5682308208311575,0.0,0.728603844777098,0.0,0.02098291739821434,0.0017399085918441415,0.011787179857492447,0.003193953074514866,0.8406754600838166,0.7838181502939282,0.7156688180502864,3.6941162898626735e-245,0.0,1.6101715934865712e-66
35,0.9482915164348897,0.0,0.54043782928893,0.0,0.716300680588458,0.0,0.025915781036019325,0.0032395648304373026,0.014078520238399506,0.0018378469394519925,0.8150926536756515,0.7937021025904418,0.7184028310252633,1.9921816194374218e-218,0.0,3.018295860400145e-67
36,0.928587974846539,0.0,0.5290203444035183,1.9915874425087214e-304,0.7006618379332321,0.0,0.026747822761535645,0.007385928183794022,0.01762806996703148,0.004901302047073841,0.776384266797726,0.7884644858129356,0.6297379334715731,4.935639940682281e-185,0.0,2.4111897242148125e-47
37,0.9457580289735787,0.0,0.5443465780838068,0.0,0.715766513472637,0.0,0.02212912030518055,0.0023441293742507696,0.012545823119580746,0.0030930540524423122,0.8374550725195258,0.7866780783090752,0.6709474866816464,1.5323867296988722e-241,0.0,9.8270242762423e-56
38,0.9587451947286636,0.0,0.5685460268362802,0.0,0.7304813579417383,0.0,0.022931575775146484,0.0022330712527036667,0.01263541541993618,0.0017139231786131859,0.8303530667865613,0.8013515791049295,0.7243745874477434,7.784493042399667e-234,0.0,7.262800720136527e-69
39,0.9702798193005763,0.0,0.5663579796733726,0.0,0.7362001096753297,0.0,0.02024603821337223,0.0011122686555609107,0.011221368797123432,0.0030853585340082645,0.863008180142679,0.7945857867015733,0.7110550669751502,1.0872539213894656e-272,0.0,2.5979265883526306e-65
40,0.9534077967365042,0.0,0.557378526920345,0.0,0.724539483682813,0.0,0.023086825385689735,0.002250977326184511,0.012647634372115135,0.0024388788733631372,0.8336933881056635,0.7923421025898784,0.7133315219927857,2.0527314542943434e-237,0.0,6.632890868177619e-66
41,0.8863861814364523,0.0,0.49329219675295244,7.074116117720741e-259,0.6605247841395855,0.0,0.03149411082267761,0.006818179041147232,0.01798822730779648,0.0035562862176448107,0.6850813230301405,0.7610249494952278,0.6998906528160235,1.2680577335633939e-127,1.3779538679731318e-306,1.7420957684400617e-62
42,0.9421536442599215,0.0,0.549612553639528,0.0,0.7154291410045713,0.0,0.022739876061677933,0.0022534916643053293,0.012475449591875076,0.0032360071782022715,0.8123933290085111,0.7911951492767507,0.6711260092945106,7.518767059185817e-216,0.0,8.976878036662117e-56
43,0.9030282935448729,0.0,0.5256828137724983,6.141831244011929e-300,0.6829552862774158,0.0,0.026882346719503403,0.004836810752749443,0.015342232771217823,0.0036505023017525673,0.718298269561991,0.7816794245184153,0.7080598542482048,7.482262090562038e-146,0.0,1.534740315583994e-64
44,0.9712213082548804,0.0,0.5688307882237825,0.0,0.7393828702180072,0.0,0.021458428353071213,0.0014938098611310124,0.01166493073105812,0.003366165328770876,0.8625201966996037,0.8047443745779473,0.7282607463612057,4.885197200801197e-272,0.0,6.090199146782826e-70
45,0.9542231908346966,0.0,0.5663622855361317,0.0,0.7292751993403065,0.0,0.020926883444190025,0.00168809259776026,0.011612861417233944,0.003343248972669244,0.8285012442713414,0.791309182121075,0.7122940572472514,6.94634222587564e-232,0.0,1.2377619599824522e-65
46,0.867682386251967,0.0,0.48387217566768137,9.617643383305405e-248,0.6493774880438994,0.0,0.037077244371175766,0.010003695264458656,0.021563632413744926,0.003795907599851489,0.6375903657326678,0.7694751985289888,0.6704667591228223,1.9465924009275676e-105,1.4485056e-317,1.2534417749246238e-55
47,0.9289525940165857,0.0,0.537753183285851,0.0,0.7024273630377555,0.0,0.025726066902279854,0.0034182278905063868,0.014105561189353466,0.005500791594386101,0.7775465317751559,0.7822664812426204,0.7033220874644123,6.169069812028164e-186,0.0,2.4346457996584885e-63
48,0.9580246192498401,0.0,0.5656113433463893,0.0,0.7330520604182136,0.0,0.025016970932483673,0.006518900860100985,0.01632826402783394,0.003657745197415352,0.8400099369459384,0.7979802556479957,0.66583233876291,2.0977335145348294e-244,0.0,1.2788603528820534e-54
49,0.9196600071447857,0.0,0.5112615945402854,4.1590033864271746e-281,0.6876778590788762,0.0,0.02640518918633461,0.0043636346235871315,0.015099285170435905,0.003610521089285612,0.7676700769244212,0.7677132958595966,0.6470196224855148,1.9734136653475465e-178,3.07930068e-315,1.0515620624380811e-50
50,0.9516474826794642,0.0,0.5605775196536567,0.0,0.7261814473752888,0.0,0.022611388936638832,0.002630931790918112,0.012736924923956394,0.0036621554754674435,0.8438800621249285,0.7879435453746926,0.7151892573059254,7.699532926877305e-249,0.0,2.155395505206754e-66
51,0.9246001052641827,0.0,0.5272764445888245,4.477910932215088e-302,0.6974001549119996,0.0,0.022602474316954613,0.003012119559571147,0.013061042875051498,0.004052432253956795,0.7859770154612015,0.7735304153287927,0.6639904387889134,1.1788663476497543e-192,5e-323,3.1820821648555337e-54
52,0.9531571160940794,0.0,0.5647327541166403,0.0,0.7304853464756599,0.0,0.021621834486722946,0.003168238326907158,0.012846311554312706,0.005033249035477638,0.8545882576441939,0.7853468414848169,0.6812419573145932,9.038910666184181e-262,0.0,4.792838073275314e-58
53,0.9386130718119138,0.0,0.5384295152530776,0.0,0.7101595484274201,0.0,0.022600902244448662,0.0026455328334122896,0.012841768562793732,0.0040098256431519985,0.8153949991016703,0.786343603377168,0.6763255294139568,1.0187611709809816e-218,0.0,6.257788460213303e-57
54,0.9555023620262876,0.0,0.560336086037695,0.0,0.729999133456477,0.0,0.02040986903011799,0.0016913024010136724,0.011482381261885166,0.003233217867091298,0.843857228788592,0.7920139989712788,0.7147223648328789,8.184378415658097e-249,0.0,2.86143956358979e-66
55,0.9354571370287827,0.0,0.5471114822215563,0.0,0.7116529328813848,0.0,0.021697385236620903,0.0031787254847586155,0.012794884853065014,0.0038067148998379707,0.8090336752266348,0.7773274935403469,0.716743954234203,1.060659084561588e-212,0.0,8.355392920169157e-67
56,0.9412367720252054,0.0,0.5640711509064052,0.0,0.7208099788312659,0.0,0.024134911596775055,0.005197637248784304,0.01502438634634018,0.0054087028838694096,0.8204567939930982,0.7815387245654846,0.663058487408405,1.1241957315229216e-223,0.0,5.034406965296206e-54
57,0.9497531757477407,0.0,0.5521034401927923,0.0,0.7234932941639102,0.0,0.023208394646644592,0.004601600579917431,0.014295773580670357,0.002394053852185607,0.8190555192829053,0.7989325535773674,0.7219944526306665,2.74604650157535e-222,0.0,3.2458519115907095e-68
58,0.9286984582520644,0.0,0.5492680613301152,0.0,0.7106085653821701,0.0,0.024291640147566795,0.0036521467845886946,0.01375005766749382,0.003998315893113613,0.7854082829382381,0.7955725655080496,0.7052796687580428,3.4218542796986985e-192,0.0,7.822577920924261e-64
59,0.9467086293097409,0.0,0.5617199016092926,0.0,0.7241712117003428,0.0,0.02040443941950798,0.0019693465437740088,0.011640233919024467,0.004193257074803114,0.8351339372320963,0.7825088179405816,0.7135012101532862,5.549076755297158e-239,0.0,5.987890655765422e-66
60,0.8838037271501323,0.0,0.5067785400954196,1.9515604084417294e-275,0.667676970899983,0.0,0.031354907900094986,0.007312726229429245,0.0182704608887434,0.0059564304538071156,0.7104679033565842,0.7693201712208398,0.6473361625805937,2.5346852716662005e-141,2.3256787e-317,9.0833607036029e-51
61,0.8898272845098427,0.0,0.5139103295217883,1.6906839436074455e-284,0.6727742337469765,0.0,0.026435865089297295,0.007211563643068075,0.016756774857640266,0.00479752104729414,0.7165464011433239,0.76830842976941,0.697319327114768,7.958672487918065e-145,5.0649683e-316,7.4737229578929645e-62
62,0.9364345772974817,0.0,0.5640000642037206,0.0,0.7204949947469613,0.0,0.020442087203264236,0.0026409628335386515,0.011921579949557781,0.005406308453530073,0.8182640902901069,0.7813146383064388,0.6692506050766431,1.649119492822136e-221,0.0,2.3151315932502478e-55
63,0.9051017661690405,0.0,0.5133024337294994,1.0208157676006174e-283,0.6834985373227289,0.0,0.025393202900886536,0.004107247572392225,0.014298313297331333,0.005337140057235956,0.7509475365464237,0.7702501449023011,0.688845087044359,1.5382258558055773e-166,1.350815e-318,8.150200669998257e-60
64,0.9091026472512802,0.0,0.5273593430168916,3.464075404209783e-302,0.693004307120929,0.0,0.029773227870464325,0.006931832060217857,0.017261620610952377,0.00546976737678051,0.7471476149758143,0.7773145297560512,0.7048871190350778,5.7242191386893594e-164,0.0,9.829985466931579e-64
65,0.9081397932533403,0.0,0.5170928337967851,1.2999716808751054e-288,0.6873489038756,0.0,0.022582661360502243,0.0049769021570682526,0.01402601320296526,0.007182177621871233,0.7649393027177078,0.7781611579821791,0.7103061387775785,2.0170963332287394e-176,0.0,4.059141686653458e-65
66,0.9381530502756751,0.0,0.544656040160227,0.0,0.711992009273676,0.0,0.020723335444927216,0.0027365460991859436,0.012084522284567356,0.0069371918216347694,0.8259978342021796,0.7819447728843386,0.644339783039185,2.764799113948383e-229,0.0,3.607139351583001e-50
67,0.9328097766827965,0.0,0.539682978271581,0.0,0.7084301205861712,0.0,0.020862024277448654,0.0032308984082192183,0.012318763881921768,0.005847162567079067,0.8194722147099488,0.7782502408593788,0.6778041885305471,1.0647829673815355e-222,0.0,2.904788796948888e-57
68,0.9459202910039217,0.0,0.5557507256846208,0.0,0.7235067417464246,0.0,0.022161729633808136,0.003258678363636136,0.012780467048287392,0.006070849951356649,0.819261431008225,0.788011504171777,0.7337047692707743,1.719977029195977e-222,0.0,1.7572829195858374e-71
69,0.9307106763305056,0.0,0.5407548559058175,0.0,0.7080204731584857,0.0,0.025271423161029816,0.0032120137475430965,0.013613047078251839,0.002271755365654826,0.7727783913324836,0.787345685731682,0.713050653082724,2.8900742823056767e-182,0.0,7.855447153290727e-66
70,0.9257252374933918,0.0,0.5254780808476902,1.1535567827365817e-299,0.699230961975526,0.0,0.024047987535595894,0.0032136135268956423,0.01329882349818945,0.006217688322067261,0.7814032983091664,0.7811988981811662,0.6674370420253233,5.671743419540152e-189,0.0,5.749160446168714e-55
71,0.8904412156407531,0.0,0.4888755067294367,1.297627504368309e-253,0.6672625274093268,0.0,0.02837909199297428,0.005741282366216183,0.016313424333930016,0.00814577005803585,0.7308804472310892,0.7666667129172645,0.6108242043992239,1.8297164902336972e-153,7.265461968e-314,6.678456333370996e-44
72,0.9164842597547371,0.0,0.5095577752605395,6.087533692336262e-279,0.6904584409148129,0.0,0.02596193179488182,0.004504399374127388,0.01459843572229147,0.0028582762461155653,0.7634093921143886,0.7785818111598378,0.698129596415546,2.621940661887955e-175,0.0,4.731112598064543e-62
73,0.9690295389256325,0.0,0.5841471478457354,0.0,0.7475188474088171,0.0,0.019524767994880676,0.0015754743944853544,0.011107723228633404,0.0021699557546526194,0.8615392006765195,0.8012803733750185,0.7285417819590483,9.843217295324532e-271,0.0,5.082300249635387e-70
74,0.9559076840589686,0.0,0.561652086654348,0.0,0.7309018587329659,0.0,0.02308615855872631,0.004007602110505104,0.013795154169201851,0.002350554568693042,0.8279733892020155,0.7942013554895109,0.7114207799654624,2.4743354638725064e-231,0.0,2.088153651041993e-65
