,training set Accuracy,training set Precittion,training set Recall,training set F1 score,development set Accuracy,development set Precittion,development set Recall,development set F1 score,test set Accuracy,test set Precittion,test set Recall,test set F1 score,training set True positive ratio,training set True negative ratio,training set False positive ratio,training set False negative ratio,development set True positive ratio,development set True negative ratio,development set False positive ratio,development set False negative ratio,test set True positive ratio,test set True negative ratio,test set False positive ratio,test set False negative ratio,test AUC score,whole AUC score
19,83.30808305855093,87.33692569483834,86.27258719708642,86.80149390458742,67.6208479611126,75.0996898537882,72.68439108061749,73.8723033340597,67.45205479452055,74.49781659388647,73.85281385281385,74.17391304347825,54.88815613581677,28.419926922734156,7.958292487300597,8.73362445414847,45.77369700243047,21.84715095868215,15.1768836078855,17.20226843100189,46.73972602739726,20.712328767123285,16.0,16.547945205479454,0.6828603734573884,0.7825612185900195
20,83.91408965332859,87.64822134387352,86.97296540131671,87.3092877733249,68.32298136645963,75.49494060712715,73.58490566037736,74.52768729641694,68.76712328767123,75.15047291487532,75.67099567099567,75.40983606557376,55.333749220212106,28.58034043311648,7.797878976918278,8.288031369753142,46.340804752903054,21.982176613556575,15.041857953011073,16.6351606805293,47.89041095890411,20.876712328767123,15.835616438356166,15.397260273972602,0.6917464624927312,0.7882459013032261
21,81.00882274307104,90.03837543971858,78.87659336041463,84.0887030538341,65.91952470969484,77.98117154811716,63.93653516295026,70.26390197926484,64.98630136986301,76.5979381443299,64.32900432900432,69.92941176470588,50.182693164602085,30.82612957846894,5.552089831565814,13.439087425363159,40.26465028355388,25.654874426140967,11.36916014042668,22.711315149878477,40.71232876712329,24.273972602739725,12.438356164383562,22.575342465753426,0.6861329715061059,0.7868708647578767
22,80.53649407361198,90.14746394425539,77.92407900266144,83.59128474830955,64.70429381582501,77.18832891246684,62.39279588336192,69.00640265591652,66.13698630136986,77.93964620187305,64.84848484848484,70.79395085066163,49.57668656982443,30.95980750378754,5.418411906247215,14.045094020140809,39.292465568458006,25.411828247367,11.612206319200649,23.683499864974344,41.04109589041096,25.095890410958905,11.616438356164384,22.246575342465754,0.6860056858564321,0.7840308557561395
23,84.4844488013546,88.82336018411968,86.49670822244012,87.64459584131716,68.5660275452336,76.497277676951,72.29845626072041,74.33862433862434,67.3972602739726,74.822695035461,73.07359307359307,73.9378011388524,55.03074592282328,29.453702878531324,6.924516531503431,8.591034667141965,45.530650823656494,23.0353767215771,13.988657844990549,17.44531460977586,46.24657534246575,21.15068493150685,15.561643835616437,17.041095890410958,0.6790818634102216,0.7941745014578024
24,81.6593886462882,90.83748593473719,79.15674464210673,84.59580838323355,66.83769916284093,78.02030456852792,65.9090909090909,71.45513714551373,64.87671232876713,76.5495867768595,64.15584415584415,69.80687706076307,50.36093039836022,31.29845824792799,5.079761162106764,13.260850191605025,41.50688630839859,25.330812854442343,11.693221712125304,21.46907912503376,40.6027397260274,24.273972602739725,12.438356164383562,22.684931506849317,0.6640518188279382,0.769672833090169
25,83.63782194100348,85.78755567552976,89.03207732175375,87.37970855100357,69.75425330812854,74.25940752602081,79.54545454545455,76.81159420289853,68.71232876712328,73.66288492706646,78.70129870129871,76.09878610297196,56.643792888334374,26.994029052669106,9.384190357365654,6.9779877016308705,50.0945179584121,19.659735349716446,17.3642992168512,12.881447475020256,49.80821917808219,18.904109589041095,17.80821917808219,13.479452054794521,0.6765025521741941,0.7886950659728282
26,84.85874699224668,87.42432581177766,89.00406219358453,88.20712153814118,68.5660275452336,74.82993197278913,75.47169811320755,75.14944491887276,67.89041095890411,74.37874892887746,75.15151515151514,74.76313522825151,56.625969164958555,28.232777827288118,8.145441582746637,6.995811425006685,47.529030515798006,21.036997029435593,15.987037537132053,15.44693491763435,47.561643835616444,20.328767123287673,16.383561643835616,15.726027397260273,0.6846572333139498,0.7876048610609674
27,78.91453524641298,90.91376650094291,74.28211234066396,81.76071538698734,63.2460167431812,78.30903790087463,57.59005145797599,66.37015072893502,63.013698630136986,77.02702702702703,59.22077922077922,66.96035242290749,47.25960253096872,31.654932715444257,4.7232866945905,16.362178058996523,36.26789089927086,26.978125843910345,10.045908722657305,26.70807453416149,37.47945205479452,25.53424657534247,11.178082191780822,25.808219178082194,0.6690954319312528,0.7804154290584642
28,84.44880135460298,89.94372037914692,85.06793668581034,87.43790943776546,67.21577099648933,75.87962962962963,70.28301886792453,72.97417631344612,67.2876712328767,75.04488330341114,72.38095238095238,73.68884971353019,54.121736030656805,30.327065323946172,6.051154086088584,9.500044559308439,44.26140966783689,22.954361328652446,14.069673237915204,18.714555765595463,45.80821917808219,21.47945205479452,15.232876712328766,17.47945205479452,0.6801641144924727,0.7939966584386413
29,86.57873629801266,89.6969696969697,89.1441378344306,89.41969931150766,69.51120712935457,75.58485750744364,76.20068610634648,75.89152252829382,68.54794520547945,74.55621301775149,76.36363636363637,75.44910179640719,56.715087781837624,29.86364851617503,6.514570893859728,6.906692808127618,47.98811774237105,21.523089386983525,15.500945179584122,14.987847691061301,48.32876712328767,20.21917808219178,16.493150684931507,14.95890410958904,0.6872384829101248,0.8044929239196756
30,86.3737634791908,89.66346153846155,88.82196386048466,89.24072901273662,69.61922765325413,76.02414833980163,75.60034305317325,75.81165340786929,68.76712328767123,74.8936170212766,76.19047619047619,75.53648068669528,56.51011496301578,29.86364851617503,6.514570893859728,7.111665626949469,47.61004590872266,22.00918174453146,15.014852822036188,15.365919524709696,48.21917808219178,20.54794520547945,16.164383561643834,15.068493150684931,0.6905886153647347,0.8079892122401123
31,85.01916050262899,88.78624218305856,87.50525283653172,88.14109347442681,68.89008911693222,74.89451476793249,76.11492281303602,75.49978732454275,68.32876712328768,74.38715131022823,76.19047619047619,75.27801539777586,55.67239996435255,29.346760538276445,7.03145887175831,7.949380625612691,47.934107480421275,20.955981636510938,16.068052930056712,15.041857953011073,48.21917808219178,20.10958904109589,16.602739726027398,15.068493150684931,0.6866679589067649,0.8031153513706824
32,85.1439265662597,90.17621145374449,86.02045104356353,88.04932253208115,68.24196597353497,76.48945921173235,71.56946826758147,73.94771821001329,67.56164383561644,75.89696412143513,71.42857142857143,73.5950044603033,54.72774262543445,30.416183940825235,5.962035469209518,8.89403796453079,45.07156359708345,23.170402376451527,13.853632190116121,17.904401836348907,45.20547945205479,22.356164383561644,14.356164383561643,18.08219178082192,0.695826064482781,0.804252118846414
33,86.41832278763033,90.25089605734767,88.1776159125928,89.20221057106419,68.0259249257359,75.76301615798923,72.38421955403086,74.03508771929823,66.35616438356165,74.47963800904978,71.25541125541126,72.83185840707965,56.10016932537207,30.31815346225827,6.060065947776491,7.521611264593174,45.584661085606264,22.441263840129626,14.582770726438024,17.391304347826086,45.09589041095891,21.26027397260274,15.452054794520548,18.191780821917806,0.6808890611875686,0.8078665234577724
34,86.35593975581499,90.86272223841446,87.33716206751646,89.0650667809442,68.24196597353497,76.29663330300272,71.91252144082333,74.03973509933775,67.56164383561644,75.38322813345356,72.38095238095238,73.85159010600705,55.56545762409767,30.79048213171732,5.58773727831744,8.05632296586757,45.28760464488253,22.954361328652446,14.069673237915204,17.688360788549826,45.80821917808219,21.753424657534246,14.95890410958904,17.47945205479452,0.6947192608386639,0.8055492923950415
35,86.81044470189822,88.81876800658527,90.68496988373722,89.74216800665373,68.94409937888199,74.50248756218906,77.05831903945112,75.75885328836425,68.93150684931507,74.33774834437085,77.74891774891775,76.00507829030892,57.695392567507355,29.115052134390872,7.263167275643882,5.926388022457892,48.528220361868755,20.415879017013232,16.608155549554414,14.447745071563597,49.205479452054796,19.726027397260275,16.986301369863014,14.082191780821917,0.6926859210441298,0.810085918573872
36,86.27573300062383,87.50167448091092,91.49740860064435,89.45494385099971,70.34836618957601,75.14262428687857,79.073756432247,77.05808608441288,68.71232876712328,73.739837398374,78.52813852813853,76.0587002096436,58.21228054540594,28.063452455217895,8.31476695481686,5.409500044559309,49.79746151768836,20.55090467188766,16.47312989467999,13.178503915743992,49.698630136986296,19.013698630136986,17.698630136986303,13.589041095890412,0.6811707695289786,0.8016444385178808
37,87.22930220122984,89.98038116591928,89.94256898725311,89.9614711033275,69.07912503375641,75.28760119301235,75.77186963979416,75.52895917931181,67.2876712328767,73.84615384615385,74.8051948051948,74.32258064516128,57.223063898048295,30.006238303181537,6.371981106853222,6.398716691916942,47.718066432622194,21.361058601134218,15.662975965433432,15.257899000810154,47.342465753424655,19.945205479452056,16.767123287671232,15.945205479452055,0.6877508561090651,0.8088568559352276
