,Train SPEAR CORR score,Train SPEAR Pval score,Test SPEAR CORR score,Test SPEAR Pval score,Whole SPEAR CORR score,Whole SPEAR Pval score,Test ERROR score,Train ERROR score,Whole ERROR score
0,0.08724515732477348,1.3772877244298757e-20,0.05602109919304812,0.010681023814969746,0.08877199446966567,6.243331003257392e-31,1.3970834016799927,0.4214324653148651,0.41523969173431396
1,0.3173690508355462,1.9704103403813145e-263,0.04729147885671023,0.031188748695747892,0.2779026583712353,2.0614304847279883e-297,0.04799962416291237,0.039216432720422745,0.040036365389823914
2,0.41699805784632904,0.0,0.09771867655164553,8.181956978008925e-06,0.3594434048143195,0.0,0.0384383499622345,0.0419800840318203,0.043184492737054825
3,0.4859482216789956,0.0,0.039522537256126006,0.0717991020696263,0.4151420178924924,0.0,0.026233352720737457,0.02292674407362938,0.025075094774365425
4,0.5175014432735652,0.0,0.0992793497417862,5.844038930361343e-06,0.43916244196292836,0.0,0.034576840698719025,0.02188304252922535,0.024844011291861534
5,0.6612295390873492,0.0,0.07188650034723994,0.001046776211522354,0.5541139578512074,0.0,0.01731911301612854,0.014373715035617352,0.01807556487619877
6,0.6752725562362937,0.0,0.05769468280198815,0.008554622316518101,0.5589057706554337,0.0,0.01947997510433197,0.01673584245145321,0.020953020080924034
7,0.6976318987833091,0.0,0.04996866620213858,0.022799334215435445,0.5814978511638647,0.0,0.03462274745106697,0.030172495171427727,0.035272907465696335
8,0.6733848192241761,0.0,-0.039489690162251054,0.0720357056943575,0.5550419867238865,0.0,0.05005311965942383,0.017419615760445595,0.02277492731809616
9,0.7149699250397489,0.0,-0.029130711535315407,0.18458513348105368,0.5976617755225685,0.0,0.05677521228790283,0.015567468479275703,0.020825574174523354
10,0.8094562949443753,0.0,0.03932681200526282,0.07321839188208948,0.6744236861380377,0.0,0.02141905203461647,0.009322024881839752,0.015058084391057491
11,0.8250498435398128,0.0,0.03856890392440508,0.07893216820159829,0.6925526102646389,0.0,0.03872796148061752,0.015773151069879532,0.021716156974434853
12,0.8554386838804563,0.0,0.06011536693906289,0.006146284244044657,0.7202413346660619,0.0,0.02348031848669052,0.005963852629065514,0.01213342696428299
13,0.7549334067481338,0.0,-0.023868512004208895,0.27702608056327915,0.6300735070056068,0.0,0.08685465157032013,0.017510229721665382,0.023947222158312798
14,0.8346068618253413,0.0,0.02114322924418486,0.3356080522624302,0.6983106906743358,0.0,0.03088344819843769,0.007647062186151743,0.014114955440163612
15,0.7404849959408735,0.0,-0.04876249497589881,0.0262997949576178,0.6185182390885856,0.0,0.17736220359802246,0.041895829141139984,0.04746508598327637
16,0.8592079901914639,0.0,0.00981528716638043,0.6549062901192195,0.7223363779455328,0.0,0.03199166804552078,0.005911168176680803,0.012432454153895378
17,0.8674058008026387,0.0,0.05287867421545875,0.015972062464436807,0.736795304306148,0.0,0.02816639468073845,0.0067253378219902515,0.013378125615417957
18,0.8089655625653305,0.0,-0.007819602733065981,0.7217832494206717,0.6791936488594744,0.0,0.03124130144715309,0.017149610444903374,0.02339150942862034
19,0.8451050504816211,0.0,0.038206621556201734,0.08178867831175418,0.7159490369231537,0.0,0.029140949249267578,0.010551056824624538,0.016873016953468323
