,training set Accuracy,development set Accuracy,test set Accuracy,test AUC score,whole AUC score
0,61.61971830985915,60.51227321237994,55.41125541125541,0.5197328476017,0.5946954798627409
1,60.56338028169014,58.484525080042694,58.87445887445888,0.5635074524550991,0.5987641016932916
2,61.86619718309859,55.81643543223053,53.67965367965368,0.5615880290655543,0.609537120489744
3,64.04929577464789,59.978655282817506,58.44155844155844,0.5810662592788451,0.6195104446505364
4,66.02112676056338,60.40554962646745,58.22510822510822,0.5815657010791859,0.6401403166558541
5,66.26760563380282,58.80469583778015,58.87445887445888,0.5728303660614606,0.6316391466247129
6,65.38732394366197,61.47278548559232,60.17316017316018,0.5948253912294102,0.6400013497568261
7,63.94366197183099,60.61899679829242,58.87445887445888,0.5920245999569108,0.6253032719750329
8,64.47183098591549,61.15261472785486,59.523809523809526,0.6111306970640656,0.6308089736091095
9,64.85915492957747,59.55176093916755,58.658008658008654,0.6040601680474764,0.6431858566771116
10,64.7887323943662,60.8324439701174,57.57575757575758,0.6017784045282722,0.6454408939550729
11,65.35211267605634,60.08537886872999,59.95670995670995,0.6226962022837221,0.6549922376887906
12,65.59859154929578,62.00640341515475,58.22510822510822,0.6338601954678105,0.6677403038839616
13,67.21830985915493,62.21985058697972,57.57575757575758,0.6093287893922479,0.6656620895880532
14,67.78169014084507,62.326574172892215,58.87445887445888,0.6127465381828153,0.6719047149086205
15,66.12676056338029,60.8324439701174,60.17316017316018,0.6138041796423606,0.6511154361383602
16,65.24647887323944,61.5795090715048,61.904761904761905,0.6125017137708835,0.6301307087094148
17,64.61267605633803,58.911419423692635,58.00865800865801,0.5960690992420237,0.6474888717629421
18,63.13380281690141,56.136606189967985,59.523809523809526,0.5919364631686155,0.6401036700323506
19,60.56338028169014,55.92315901814301,56.926406926406926,0.5977926631020233,0.6371715773142161
20,64.6830985915493,58.164354322305236,61.038961038961034,0.6183285347748595,0.6515267733216451
21,66.86619718309859,60.298826040554964,61.038961038961034,0.6334684764087197,0.6560514823377788
22,64.7887323943662,61.04589114194236,60.82251082251082,0.6262020878625849,0.6431125634301046
23,64.26056338028168,59.01814300960512,59.523809523809526,0.6114930371937246,0.6559784309826762
24,62.359154929577464,56.670224119530424,59.95670995670995,0.6319603580312201,0.6733543730911705
25,62.99295774647887,54.96264674493063,57.35930735930735,0.6490686879370116,0.673048379832214
26,66.02112676056338,58.69797225186766,60.3896103896104,0.6484027655365573,0.680358232234612
27,67.53521126760563,58.80469583778015,60.82251082251082,0.6429480776387175,0.6875415751710539
28,69.29577464788733,58.164354322305236,60.17316017316018,0.622549307636563,0.6829294222315108
29,69.47183098591549,59.33831376734259,60.82251082251082,0.6321170456548563,0.6840825209393726
30,67.35915492957747,56.45677694770544,58.00865800865801,0.614509273948724,0.6796116328719487
31,68.27464788732395,56.883671291355384,58.44155844155844,0.6207278140117909,0.6848228311125237
32,69.61267605633803,55.60298826040555,59.307359307359306,0.6229801986015631,0.6910551760271577
33,66.83098591549296,54.85592315901814,58.44155844155844,0.6282292339933799,0.6849435351727762
34,67.53521126760563,56.99039487726788,58.658008658008654,0.6231270932487221,0.6803657308836456
35,66.47887323943662,56.883671291355384,61.038961038961034,0.6386783398946275,0.6840664351277359
36,65.7394366197183,56.563500533617926,58.44155844155844,0.625261962120767,0.6795284220568649
37,63.767605633802816,53.89541088580576,59.523809523809526,0.6431635231212174,0.6881879103393791
38,63.767605633802816,54.85592315901814,58.22510822510822,0.629570871770766,0.6615011859960068
39,65.77464788732395,58.484525080042694,57.57575757575758,0.5898995240613432,0.6556607059663606
40,71.02112676056338,63.71398078975453,59.95670995670995,0.6176136474920186,0.6875207724672829
41,71.02112676056338,63.39381003201707,63.41991341991342,0.6390504730007639,0.6957939593786087
42,65.3169014084507,58.27107790821772,60.82251082251082,0.6167029006796325,0.6624032009071914
43,66.61971830985915,59.55176093916755,59.74025974025974,0.6340266760679241,0.6620674549440044
44,68.66197183098592,61.04589114194236,59.523809523809526,0.6280725463697436,0.6767539219143907
45,70.17605633802818,58.377801494130196,59.74025974025974,0.6234600544489493,0.6908424320973141
46,71.61971830985917,57.41728922091782,60.3896103896104,0.6184656364455412,0.6999597008087414
47,70.7394366197183,58.80469583778015,59.95670995670995,0.6324891787609926,0.6971129959328295
