,Train SPEAR CORR score,Train SPEAR Pval score,Test SPEAR CORR score,Test SPEAR Pval score,Whole SPEAR CORR score,Whole SPEAR Pval score,Test ERROR score,Train ERROR score,Whole ERROR score,training loss,hek293 spearman corr,hct116 spearman corr,hl60 spearman corr,hek293 P value,hct116 P value,hl60 P value
16,0.8922710655485706,0.0,0.3735895684062002,1.0169229965993412e-266,0.5635398288184785,0.0,0.03200104832649231,0.004955802578479052,0.01977350004017353,0.00864068977534771,0.7685824880925753,0.7497880651202606,0.6046705916082703,4.1459774785109395e-179,6.759715799516254e-154,7.857496164090131e-43
17,0.8822712404126366,0.0,0.3683243391383743,9.544202007209596e-259,0.5531455497379989,0.0,0.03133826330304146,0.003905248362571001,0.019080370664596558,0.0062451655976474285,0.7803276130672567,0.7242854695049596,0.6056382141737955,4.0441099000412473e-188,9.50311528724639e-139,5.351580935558736e-43
18,0.8704157099064224,0.0,0.3604396766551104,4.3852192048175404e-247,0.5471086017292075,0.0,0.03109472058713436,0.00473981536924839,0.01932360790669918,0.006766379810869694,0.7328269589651344,0.7586189175629168,0.6307447276655043,1.112304907046009e-154,1.4087654433091014e-159,1.556984694096557e-47
19,0.8982523821986296,0.0,0.3666584086909841,2.9600706068219235e-256,0.5606682645217944,0.0,0.030538152903318405,0.0032479693181812763,0.01835094578564167,0.006172271445393562,0.7820503282077627,0.7499593673716352,0.6461588467872597,1.7307238455482599e-189,5.272293488983711e-154,1.5644829876118627e-50
20,0.7810121928735007,0.0,0.37632856950691385,6.320906700034096e-271,0.5109286804363194,0.0,0.04223586246371269,0.013364034704864025,0.02924662083387375,0.006559318397194147,0.6745304137684693,0.6404646508137175,0.5049681292963776,2.4673382506040686e-122,4.371012641480875e-99,2.6554057101014477e-28
21,0.8757045615638249,0.0,0.3677258634948798,7.52527772960282e-258,0.5511518198947691,0.0,0.04467717930674553,0.01931844837963581,0.03386862203478813,0.008172848261892796,0.7638939337418752,0.7302504382339109,0.6643914895886813,1.1661521442353107e-175,3.896703539871662e-142,2.610669109104769e-54
22,0.9038319383071349,0.0,0.37915958501847435,2.5704461030690187e-275,0.5733597769586393,0.0,0.03087650053203106,0.0036133769899606705,0.018662847578525543,0.0052000125870108604,0.8025647749693818,0.750721293416419,0.6630969922856895,8.259581615384463e-207,1.741330738545523e-154,4.9400433048624515e-54
23,0.880056548712398,0.0,0.37608516690147614,1.5005243583791255e-270,0.5644175736682419,0.0,0.030616996809840202,0.005665346514433622,0.019490674138069153,0.0057919821701943874,0.7524145672220217,0.7434839946801451,0.6763750075009501,1.5207193065046473e-167,5.516462737107464e-150,6.099573888775343e-57
24,0.9018770607406812,0.0,0.38136291624519986,9.169474023918071e-279,0.572400376508377,0.0,0.03855936974287033,0.009392148815095425,0.02523897960782051,0.005736194550991058,0.7791734104249733,0.7690023331789727,0.6112549256239124,3.287308970516439e-187,1.4027275025106273e-166,5.608643984988964e-44
25,0.914405004396201,0.0,0.3842367936424894,2.661903592016725e-283,0.5780247692954835,0.0,0.03078693151473999,0.0035910748410969973,0.01870572380721569,0.010104100219905376,0.8000296813375392,0.7667986738608168,0.6775846607236916,1.4664396496007665e-204,4.607178688375092e-165,3.2562830104893534e-57
26,0.8952374409338618,0.0,0.38050946273546304,1.9996532715254008e-277,0.5643502734080544,0.0,0.037798888981342316,0.0068111056461930275,0.02378826029598713,0.0038482830859720707,0.7695696919565619,0.7294643173450067,0.6547174308745775,7.602650527888369e-180,1.1022229653448194e-141,2.8427055262744847e-52
27,0.8604596941426366,0.0,0.3593931156238518,1.4632434355707794e-245,0.54035633389426,0.0,0.033757682889699936,0.005728904623538256,0.02126079425215721,0.005162243731319904,0.745240519102485,0.7071256280678729,0.6463807082230416,1.0730022654594797e-162,1.748388605686621e-129,1.4123869048504755e-50
28,0.9426637924866408,0.0,0.3970443482620449,4.394085852627009e-304,0.5980021127477843,0.0,0.0321149043738842,0.0029724163468927145,0.018994426354765892,0.0034338384866714478,0.8336583570237115,0.7776253992376814,0.6827729845780466,2.2401528129601097e-237,1.112956397717671e-172,2.131194483547531e-58
29,0.8236660557306268,0.0,0.3403924680352764,6.891012407073528e-219,0.5140954984057853,0.0,0.0335320420563221,0.007948625832796097,0.02258584462106228,0.004816179163753986,0.7162956986671906,0.6357134387260679,0.6052264953560784,1.1146670471819343e-144,3.332119860806225e-97,6.302682817606367e-43
30,0.9070728377389642,0.0,0.38093828808488145,4.2546074237573243e-278,0.5758919017477022,0.0,0.03154382482171059,0.004059315659105778,0.019248953089118004,0.004081107210367918,0.785907157605985,0.7564688234059603,0.6916712783619259,1.3439605877439046e-192,3.58462621155523e-158,1.7355947773477364e-60
31,0.8902033425785809,0.0,0.3783642585556989,4.445788458363706e-274,0.5636767080584297,0.0,0.031731922179460526,0.00445436779409647,0.019780034199357033,0.007322121411561966,0.7761524235850932,0.7114134090217065,0.6779680426187317,7.461782039491022e-185,9.80510591041417e-132,2.667224805245631e-57
32,0.7894689924175015,0.0,0.35722194006730923,2.0291363223139956e-242,0.5134179954448606,0.0,0.039068710058927536,0.014853830449283123,0.028535710647702217,0.003313829191029072,0.616849529228778,0.6950016103739936,0.6191064201465518,6.318930518735189e-97,2.4683975639040004e-123,2.2187647188702417e-45
33,0.9034250084533023,0.0,0.3781375021093368,1.0006098677239086e-273,0.5750226444763196,0.0,0.03154745697975159,0.004294677171856165,0.019410256296396255,0.003908969461917877,0.7775069744699635,0.7579789693475579,0.6943099459264841,6.622883697838548e-186,3.7045841790633354e-159,4.0296069890408396e-61
34,0.9403926208253471,0.0,0.3933131142999609,6.2110967872302165e-298,0.5962696379707949,0.0,0.02960941195487976,0.0020233322866261005,0.01735532283782959,0.0035650853533297777,0.8292089852823564,0.7785542490443591,0.7196981617671573,1.256230131548944e-232,2.3603994634279193e-173,1.3559473474788713e-67
35,0.9271101928016913,0.0,0.3874078343129111,2.32088928616725e-288,0.5893795831351104,0.0,0.030594099313020706,0.0030403779819607735,0.01826370134949684,0.004472606815397739,0.8182031905850533,0.7762926263969183,0.7299411258759443,1.8923557606725574e-221,1.0166454988383061e-171,2.0576087613970862e-70
36,0.9483662611583207,0.0,0.3823059410988033,3.0100504538884724e-280,0.5966215789163815,0.0,0.03272782638669014,0.0034833354875445366,0.019448401406407356,0.003547884291037917,0.8478646316012608,0.7761948040544046,0.7143289816710117,1.5554932112735337e-253,1.1951438137205492e-171,3.6314122056060267e-66
37,0.9462081690948375,0.0,0.38595419752758275,4.919909320880197e-286,0.5961938021560466,0.0,0.03183216601610184,0.004935071337968111,0.020027149468660355,0.005559449549764395,0.8444401036706287,0.7734005307821413,0.7132040058407398,1.7164362398640185e-249,1.1726792561380433e-169,7.162568098431751e-66
38,0.9340550698613707,0.0,0.39326095747576983,7.560971233518641e-298,0.5949863124131575,0.0,0.02971465326845646,0.002448585582897067,0.017552295699715614,0.004390002228319645,0.8272726261184957,0.7801642343854222,0.7269602482981178,1.327322479070117e-230,1.5769726330374625e-174,1.4026270333189006e-69
39,0.887972293398409,0.0,0.39372876057746237,1.2941218747042315e-298,0.5768705679814092,0.0,0.029476594179868698,0.005373778287321329,0.01893996261060238,0.00494664441794157,0.7529837869426254,0.7444425788580837,0.7174567111834166,6.168895772028071e-168,1.426571560484462e-150,5.399554218966457e-67
40,0.8898713737759225,0.0,0.3916371023507362,3.3884270325736133e-295,0.5767436483267043,0.0,0.030198005959391594,0.0061154491268098354,0.019674023613333702,0.008056661114096642,0.7496231447671012,0.7463122529022216,0.712738113494376,1.2253385325508157e-165,1.0024177802871396e-151,9.480237155104309e-66
41,0.9510725548168111,0.0,0.3954282064149056,2.072812167508562e-301,0.602576888110345,0.0,0.03101484850049019,0.004269256256520748,0.019222501665353775,0.0038828523829579353,0.8534484509063824,0.7775796366431299,0.7368421666744455,2.4055320015154005e-260,1.2010897387121693e-172,2.1882480100199912e-72
42,0.9126465989413196,0.0,0.39058093679134936,1.7639590232971942e-293,0.5848676266478318,0.0,0.029779747128486633,0.004482129123061895,0.01860365830361843,0.0037061809562146664,0.7914684086591176,0.7574594246732713,0.7110552336629307,3.37946802038444e-197,8.103544710715688e-159,2.597668154944818e-65
43,0.8811889486547502,0.0,0.38848927942201916,4.239475821597498e-290,0.5694414707983037,0.0,0.032453976571559906,0.00582880387082696,0.02056179940700531,0.004304603673517704,0.7515676291303202,0.7463874546889679,0.689050779765437,5.795531497325769e-167,9.004321245769295e-152,7.286853816617945e-60
44,0.9481645011391695,0.0,0.38590200190849994,5.960298882468961e-286,0.5966522346448209,0.0,0.02946927770972252,0.0015735900960862637,0.01708829589188099,0.0034880656749010086,0.8577806280411348,0.7698393822960855,0.7087689440662484,7.92373451276428e-266,3.6856559085494685e-167,1.0099443567036336e-64
45,0.9449721102902626,0.0,0.39372715498070654,1.301992382990471e-298,0.6005006652249152,0.0,0.03243069350719452,0.004643151070922613,0.01992238685488701,0.00561833381652832,0.8320885433620357,0.7833185178860337,0.7212630266500423,1.1006736317195044e-235,7.350543138900906e-177,5.126053547624808e-68
46,0.9607810534519989,0.0,0.3923037534369524,2.775254708597453e-296,0.6058570459236745,0.0,0.030952487140893936,0.002348980400711298,0.018117405474185944,0.0025692936033010483,0.862692617516157,0.7777629723611001,0.7146278528613624,2.874759632555888e-272,8.849775948989643e-173,3.030154172600418e-66
47,0.9612728436572621,0.0,0.3950982783557123,7.253476698121377e-301,0.6084977602504495,0.0,0.028952276334166527,0.0013770641526207328,0.016682539135217667,0.002981754718348384,0.8598408297019821,0.7916800060956445,0.7350321040665152,1.6889039887161858e-268,3.101953148821172e-183,7.305455729216977e-72
48,0.8215879702484427,0.0,0.38412647671405903,3.9829081237220458e-283,0.5403332178497383,0.0,0.038017354905605316,0.011674399487674236,0.02615266479551792,0.004732422064989805,0.6713268692579043,0.7201591121430877,0.6407736646641908,9.011238675541929e-121,1.858554746219783e-136,1.8250459772424014e-49
49,0.9377451545688968,0.0,0.39438481802735376,1.0833728806037016e-299,0.5961111754301478,0.0,0.02885177917778492,0.0018673725426197052,0.01676904782652855,0.0042961579747498035,0.8405774436167741,0.7831340801662166,0.706362805955421,4.7732136719165444e-245,1.0086114075732847e-176,4.1569331289803044e-64
50,0.8904761911691254,0.0,0.3985144312861028,1.5768920453434514e-306,0.5768545621366861,0.0,0.031518030911684036,0.004490142222493887,0.019371218979358673,0.004538103938102722,0.7823124405383137,0.7384934120484725,0.674956827864863,1.0688071517265623e-189,5.724112401884351e-147,1.268260607233433e-56
51,0.8842375977932142,0.0,0.4003390673330154,1.39870213288873e-309,0.5743531817161246,0.0,0.02873920276761055,0.004077762831002474,0.01792445220053196,0.005319337360560894,0.7736106349147076,0.7131596391803906,0.6983954634253673,6.709750262594443e-183,1.1554741932751084e-132,4.070629984133781e-62
52,0.9344622265090423,0.0,0.3931745520381052,1.0472168218357438e-297,0.5967633463361479,0.0,0.030424419790506363,0.0041174800135195255,0.01852533221244812,0.005582356825470924,0.8351726144383252,0.7742705022044294,0.7018255645715125,5.033959299854655e-239,2.832297202558026e-170,5.763249182235645e-63
53,0.9352766763227255,0.0,0.3919176544758599,1.1829927341434924e-295,0.5936832283123463,0.0,0.03027215227484703,0.003892011707648635,0.018688680604100227,0.005528630688786507,0.8327011236726378,0.7679427190460018,0.7025376547696042,2.4195475841182613e-236,7.55537026779274e-166,3.827269752115445e-63
54,0.8663142827415196,0.0,0.389492223133967,1.0216190847910271e-291,0.5605994114153645,0.0,0.030230233445763588,0.007578423246741295,0.0207255557179451,0.0072991508059203625,0.7527754549451566,0.7050041367624239,0.6793775544902354,8.585072193740442e-168,2.1948995782297915e-128,1.2773388654418745e-57
55,0.908042804649568,0.0,0.3865728662252904,5.050381518082106e-287,0.578886684398996,0.0,0.03590015321969986,0.006161367520689964,0.022217508405447006,0.006381534971296787,0.8061225121645392,0.7507436778289336,0.667978443936232,5.0626712560241015e-210,1.6854668153622174e-154,4.384991741976719e-55
56,0.789292337038545,0.0,0.36002593820194867,1.7575014715530235e-246,0.5141763801049782,0.0,0.03461621701717377,0.01225057803094387,0.025262342765927315,0.005208030808717012,0.7020809845692249,0.615488438187735,0.6208758109360519,1.2323082340183862e-136,1.5041068679891678e-89,1.0580105097443667e-45
57,0.8356403175243358,0.0,0.3550430171039631,2.7279447018343096e-239,0.5311430184082474,0.0,0.03384735807776451,0.014043066650629044,0.025898806750774384,0.0068431431427598,0.7222213892714175,0.6666416322020919,0.6427925870610277,3.515169770374809e-148,4.409238359566401e-110,7.30799654563982e-50
58,0.852890809354727,0.0,0.35471378052265196,8.061480158365067e-239,0.5438325784444986,0.0,0.04217217490077019,0.014900867827236652,0.029645580798387527,0.006047520786523819,0.7308560087688031,0.7138408337505895,0.6727555490362113,1.894894149213542e-153,4.995628981582591e-133,3.918809423730241e-56
59,0.9644653500071803,0.0,0.39655813296234466,2.8107338993417248e-303,0.6129614169469388,0.0,0.02883775532245636,0.0012899480061605573,0.016533900052309036,0.0035683144815266132,0.8735138743201077,0.7828106131062547,0.7313968102626333,2.2055497734897928e-287,1.7554097747039142e-176,7.984208322556432e-71
60,0.9527141131032839,0.0,0.3860573340937754,3.3673880200845234e-286,0.6040079396370437,0.0,0.02873365767300129,0.00222420203499496,0.01688787341117859,0.005159241613000631,0.8421432654010088,0.7846251181829336,0.7193217807588962,7.792826194798477e-247,7.745220299446441e-178,1.7116807113791525e-67
61,0.9432057564482688,0.0,0.38368623863444706,1.985757070129971e-282,0.5966340105004052,0.0,0.02957710064947605,0.0026531924959272146,0.01760726235806942,0.007719407789409161,0.8386021872219438,0.7798278619974495,0.7103755104969766,8.050403858038791e-243,2.780808039336634e-174,3.895006861489055e-65
62,0.9542477146669517,0.0,0.40048453126387495,7.97222179671356e-310,0.609874541737365,0.0,0.028750745579600334,0.0015519444132223725,0.016634803265333176,0.003506879787892103,0.8563825908378427,0.7899382134622543,0.7386547295990826,4.872920308728539e-264,6.97461782697803e-182,6.478361894996399e-73
63,0.9822560815841125,0.0,0.4074452769762699,0.0,0.6249132613661853,0.0,0.028177300468087196,0.0005295219016261399,0.015823902562260628,0.003609052626416087,0.8877080789690167,0.805691113398563,0.7611105740060409,1.813975908269064e-309,1.3312573675083935e-194,7.508792945436317e-80
64,0.9286314892396706,0.0,0.39230095018279615,2.804643394133473e-296,0.5907410273248549,0.0,0.032348647713661194,0.0036828808952122927,0.019540805369615555,0.0031212903559207916,0.8206875685141326,0.7546494380353882,0.6939153959501536,6.623882627125319e-224,5.400613580800294e-157,5.0179538859990543e-61
65,0.9607853519444788,0.0,0.39810871497106487,7.47889162942029e-306,0.6100622482723653,0.0,0.03041175939142704,0.0029207561165094376,0.01818331889808178,0.003581094555556774,0.861659067012118,0.7934211099778804,0.721860435655183,6.828276988938776e-271,1.3405335929037418e-184,3.5297062052344094e-68
66,0.9549836226683072,0.0,0.39539561667861584,2.345965714511877e-301,0.6100284716445766,0.0,0.030559957027435303,0.0026148848701268435,0.01792023703455925,0.0034614785108715296,0.8455486511791881,0.794760219329263,0.7423291950313707,8.64451442762869e-251,1.1720507923194648e-185,5.323389816226757e-74
67,0.9653630432998711,0.0,0.39829826803966967,3.6149928483872905e-306,0.613207029817177,0.0,0.03607742488384247,0.007947071455419064,0.023394737392663956,0.005253292620182037,0.867506098771495,0.7898944580853524,0.7373252278621959,7.947032295782108e-279,7.539026095131392e-182,1.5835838081331329e-72
68,0.9546292657006558,0.0,0.3906299137685849,1.4690275085540457e-293,0.6030363617124157,0.0,0.031056184321641922,0.002334216609597206,0.01812555454671383,0.004613380879163742,0.8468119546608216,0.7757664697115506,0.7207381268293984,2.786974334860074e-252,2.4244150363733617e-171,7.1090299232299416e-68
69,0.9562840143445384,0.0,0.3926910716711186,6.468243860878665e-297,0.6066758000864998,0.0,0.03191443905234337,0.004537184722721577,0.019725516438484192,0.002961991587653756,0.8551726747879684,0.7922037423126701,0.7328873323954368,1.6622119456497047e-262,1.2094955965151365e-183,3.009271248053958e-71
70,0.966620108514102,0.0,0.40691983714615565,0.0,0.6192965262466514,0.0,0.02872956357896328,0.0011565274326130748,0.01634844020009041,0.0043010166846215725,0.8772700423993961,0.8005711931394167,0.755336842666738,5.864249153157559e-293,2.4169848397396445e-190,5.377331113298227e-78
71,0.9593346026173263,0.0,0.4035869946538567,0.0,0.6140514283850558,0.0,0.029157979413866997,0.001445055240765214,0.0166722871363163,0.003768655238673091,0.8608944496055961,0.7905490471823912,0.7338239510337977,6.996725684704648e-270,2.3490525804920935e-182,1.6244555636509707e-71
72,0.9597892644877962,0.0,0.41214827829932554,0.0,0.6182771888367647,0.0,0.038324400782585144,0.00944534782320261,0.025123000144958496,0.004271356854587793,0.8536274096009493,0.7942092774416428,0.7160682019722497,1.439668072568536e-260,3.20127356547955e-185,1.262385979290559e-66
73,0.9523844628031294,0.0,0.40552254762164824,0.0,0.6108960203017357,0.0,0.03101520799100399,0.003559095086529851,0.018641745671629906,0.003982022870332003,0.8337638588869438,0.7890040897895954,0.7371603736473288,1.7217562612439155e-237,3.6580456450795137e-181,1.7685166552979522e-72
74,0.9203469413980352,0.0,0.4084842412884014,0.0,0.5999674177122627,0.0,0.030329426750540733,0.003978497348725796,0.018483586609363556,0.004151419270783663,0.8109331959624579,0.771121531927008,0.7235658183369893,1.7892396241257005e-214,4.705454201077416e-168,1.2100829945570271e-68
