,training set Accuracy,development set Accuracy,test set Accuracy,test set True positive ratio,test set True negative ratio,test AUC score
0,52.394366197183096,49.199573105656356,53.246753246753244,19.047619047619047,34.1991341991342,0.629531699864857
1,64.36619718309859,62.21985058697972,60.3896103896104,47.61904761904761,12.770562770562771,0.5861781929999804
2,66.37323943661971,64.88794023479188,61.904761904761905,49.134199134199136,12.770562770562771,0.5923477681806608
3,66.37323943661971,67.02241195304163,62.77056277056276,56.709956709956714,6.0606060606060606,0.6049317429539534
4,66.54929577464789,65.42155816435432,63.20346320346321,51.94805194805194,11.255411255411255,0.5846994535519126
5,68.83802816901408,66.16862326574173,61.904761904761905,50.21645021645021,11.688311688311687,0.6128640539005424
6,65.5281690140845,60.19210245464247,62.33766233766234,40.476190476190474,21.861471861471863,0.6513504514562156
7,70.35211267605634,61.792956243329776,62.55411255411255,40.909090909090914,21.645021645021643,0.6385020663180367
8,72.46478873239437,63.28708644610459,63.41991341991342,40.04329004329004,23.376623376623375,0.6634741563350766
9,70.38732394366197,60.19210245464247,63.85281385281385,37.44588744588744,26.406926406926406,0.6855769042442759
10,65.28169014084507,58.05763073639274,62.77056277056276,33.549783549783555,29.22077922077922,0.6760581311083691
11,72.64084507042253,61.792956243329776,64.5021645021645,41.125541125541126,23.376623376623375,0.6836085159723446
12,69.01408450704226,57.52401280683031,62.121212121212125,37.22943722943723,24.891774891774894,0.6699668997395068
13,68.83802816901408,58.484525080042694,62.77056277056276,37.66233766233766,25.108225108225106,0.6672640382317803
14,69.01408450704226,59.23159018143009,61.038961038961034,38.311688311688314,22.727272727272727,0.6589498012025775
15,69.43661971830986,60.51227321237994,61.904761904761905,37.66233766233766,24.242424242424242,0.6566288657774644
16,70.03521126760563,59.978655282817506,62.77056277056276,38.52813852813853,24.242424242424242,0.6600074426621227
17,72.53521126760563,61.259338313767344,63.85281385281385,40.692640692640694,23.160173160173162,0.6892492704232525
18,73.16901408450704,61.259338313767344,65.5844155844156,38.74458874458874,26.83982683982684,0.6992674853595002
