,training set Accuracy,development set Accuracy,test set Accuracy,test AUC score,whole AUC score
77,92.11267605633803,61.89967982924226,67.09956709956711,0.6900229155649568,0.8500300429745158
78,92.6056338028169,64.24759871931697,66.66666666666666,0.695418845603933,0.8547852749754601
79,93.59154929577464,64.35432230522946,67.09956709956711,0.6836378949017765,0.8570996967159303
80,94.01408450704226,64.78121664887941,65.80086580086581,0.6691834616213252,0.8559134588171776
81,93.09859154929578,64.88794023479188,67.09956709956711,0.7010302211254088,0.8589205380256493
82,88.48591549295774,60.725720384204905,65.15151515151516,0.6656579900895079,0.8282387269906374
83,88.83802816901408,61.36606189967983,64.93506493506493,0.646698787629512,0.8239086200115238
84,91.19718309859155,62.326574172892215,67.09956709956711,0.6827565270188221,0.8442086724053102
85,92.04225352112675,63.28708644610459,63.85281385281385,0.6644926258887126,0.8470633597140644
86,90.91549295774648,62.4332977588047,67.31601731601732,0.6954776034627964,0.8497877882323458
87,92.04225352112675,63.073639274279614,67.09956709956711,0.7005797442074544,0.8535146168021018
88,93.41549295774648,63.28708644610459,67.53246753246754,0.6710441271520066,0.8527508431142324
89,92.8169014084507,66.27534685165422,66.45021645021644,0.6713281234698473,0.8541748607549253
90,93.06338028169014,64.67449306296692,65.15151515151516,0.6831286601249584,0.8577044264767139
91,94.15492957746478,62.86019210245464,64.93506493506493,0.6847249152907534,0.8597158786070316
92,94.75352112676056,64.35432230522946,66.45021645021644,0.6830894882190494,0.865385099168424
93,95.14084507042253,64.14087513340448,67.31601731601732,0.6973970268523415,0.8708185960690631
94,94.85915492957746,65.42155816435432,66.88311688311688,0.6848032591025717,0.8684144324320924
95,95.3169014084507,65.20811099252934,67.74891774891775,0.6890632038701843,0.8700047507570007
96,92.25352112676056,64.46104589114195,62.55411255411255,0.6521828544567836,0.8520891478099832
97,89.33098591549296,62.4332977588047,64.93506493506493,0.6332334449732652,0.8323807630141473
98,92.57042253521128,64.24759871931697,65.15151515151516,0.6576473353311005,0.8491796719849022
99,91.30281690140845,61.15261472785486,64.06926406926407,0.6705838572575749,0.8431480973508483
100,92.11267605633803,63.50053361792957,66.45021645021644,0.6732377538829152,0.8494819159193416
101,89.5774647887324,61.15261472785486,64.5021645021645,0.7000803024071136,0.8532757485465925
102,90.03521126760563,62.326574172892215,63.63636363636363,0.6894647159057523,0.8477872212377221
103,89.89436619718309,63.92742796157951,68.83116883116884,0.6882503868225709,0.8386372971192125
104,85.88028169014085,64.67449306296692,66.01731601731602,0.6448577080517852,0.8054535981178874
105,92.21830985915493,62.86019210245464,66.88311688311688,0.7030573672562038,0.8552166891868029
106,94.01408450704226,63.39381003201707,65.5844155844156,0.6726012104118926,0.8610358827288698
107,94.40140845070422,62.64674493062967,66.45021645021644,0.6794367079930275,0.8606636110881313
108,94.78873239436619,64.67449306296692,68.3982683982684,0.6995808606067728,0.8660049471732271
109,94.50704225352112,63.180362860192105,67.31601731601732,0.7055349903049533,0.8697674547988693
110,94.85915492957746,64.14087513340448,65.80086580086581,0.6929216366022288,0.8711579704108148
111,93.02816901408451,64.99466382070437,63.85281385281385,0.6622402412989404,0.8589723028931722
112,92.5,63.607257203842046,64.28571428571429,0.6583230507080322,0.8549564134977617
113,90.21126760563381,61.47278548559232,64.5021645021645,0.6761952327790509,0.8520676194304994
114,91.23239436619718,63.180362860192105,64.93506493506493,0.6795640166872319,0.8509807991044194
115,92.00704225352113,63.39381003201707,64.71861471861472,0.672650175294279,0.8488993192678028
116,90.95070422535211,65.63500533617929,66.23376623376623,0.6657950917601897,0.836037080093796
117,91.72535211267606,64.67449306296692,64.06926406926407,0.6536713868813286,0.846137518450305
118,94.50704225352112,66.70224119530415,64.28571428571429,0.6716512916935973,0.8684207216216046
119,94.36619718309859,66.16862326574173,65.15151515151516,0.6615057680631452,0.8700730852199693
120,94.33098591549296,66.16862326574173,64.06926406926407,0.6762539906379145,0.8724288704760771
121,94.57746478873239,66.59551760939168,64.06926406926407,0.6720919756350746,0.86796173173317
122,94.71830985915493,66.70224119530415,65.36796536796537,0.7046732083749534,0.876143241612761
123,94.85915492957746,65.63500533617929,66.88311688311688,0.6985232191472277,0.8741923834044738
124,95.2112676056338,67.02241195304163,66.88311688311688,0.7032826057151811,0.8757941915948368
125,95.2112676056338,66.91568836712914,63.20346320346321,0.6868989560687077,0.872145494110174
126,94.92957746478872,64.14087513340448,63.63636363636363,0.6833636915604129,0.871062544054563
127,95.1056338028169,64.78121664887941,64.71861471861472,0.6680768552793936,0.871318707581231
128,94.19014084507043,64.78121664887941,62.98701298701299,0.6755782752609828,0.8697689061502951
129,93.41549295774648,66.80896478121664,67.53246753246754,0.6816009557945042,0.8642635673540751
130,93.2394366197183,67.02241195304163,64.5021645021645,0.6709559903637112,0.8643300876277612
131,93.73239436619718,62.64674493062967,64.28571428571429,0.6898270560354114,0.8718482089597729
132,91.09154929577464,66.48879402347919,64.06926406926407,0.650890181561784,0.8472701772922523
133,87.04225352112675,65.31483457844183,64.28571428571429,0.639598879683491,0.8218168597689739
134,89.89436619718309,66.16862326574173,64.5021645021645,0.6624850657108723,0.8405501782985227
135,90.95070422535211,65.42155816435432,64.93506493506493,0.655345985858942,0.84726836310297
136,91.61971830985915,63.28708644610459,64.28571428571429,0.6674696907378028,0.8544579952289242
137,88.97887323943662,64.35432230522946,61.25541125541125,0.6184068785866776,0.8318800467722185
138,88.73239436619718,63.71398078975453,63.20346320346321,0.6356816890925828,0.8306188223831288
139,80.1056338028169,55.92315901814301,60.3896103896104,0.6690953248330298,0.8231159402410889
140,85.17605633802818,62.4332977588047,62.77056277056276,0.6473157451475803,0.8017874844161141
141,87.78169014084507,64.67449306296692,63.41991341991342,0.6490882738899661,0.8197284860130845
142,89.71830985915493,65.20811099252934,66.45021645021644,0.6652956499598487,0.8365036895772165
143,91.7605633802817,64.03415154749199,66.23376623376623,0.6946843723681376,0.8555496533930904
144,91.33802816901408,66.91568836712914,66.01731601731602,0.6755391033550737,0.8503218855570698
145,92.95774647887323,66.06189967982924,66.45021645021644,0.7074544136944982,0.8649604579304019
146,93.66197183098592,65.10138740661687,67.53246753246754,0.7173746988659734,0.8703996392907923
147,93.76760563380282,66.59551760939168,66.66666666666666,0.6795542237107548,0.8662152721840275
148,94.8943661971831,64.67449306296692,64.5021645021645,0.6877019801398436,0.872386297500918
149,94.64788732394366,63.073639274279614,67.31601731601732,0.7058679515051804,0.8723140927674804
150,93.13380281690141,66.06189967982924,66.45021645021644,0.6843234032551854,0.857726922423815
151,94.40140845070422,65.10138740661687,67.74891774891775,0.7122823510977927,0.8703448507744653
152,94.96478873239437,64.14087513340448,69.26406926406926,0.7197641851264274,0.8750605334490544
153,94.82394366197184,61.792956243329776,68.18181818181817,0.7062107056818849,0.8761463862075172
154,94.92957746478872,64.24759871931697,67.09956709956711,0.7075425504827936,0.8776036639850531
155,95.52816901408451,64.03415154749199,67.74891774891775,0.698611355935523,0.87675837272543
156,93.80281690140845,61.36606189967983,66.45021645021644,0.6777425230624596,0.8660645735276403
157,95.2112676056338,66.06189967982924,64.5021645021645,0.6819535029476859,0.8721716184358399
158,90.56338028169014,64.03415154749199,62.98701298701299,0.6226962022837221,0.8373671227296631
159,93.59154929577464,63.607257203842046,66.01731601731602,0.6855573182913215,0.8621882557610185
160,94.29577464788733,64.67449306296692,67.09956709956711,0.6948410599917739,0.8657606363498705
161,95.3169014084507,64.67449306296692,66.66666666666666,0.6953796736980238,0.8751650307517178
162,95.0,64.99466382070437,69.04761904761905,0.6921675774134791,0.8764145233834486
163,95.95070422535211,63.92742796157951,68.61471861471861,0.6956734629923419,0.878353166050568
164,96.37323943661971,64.03415154749199,67.74891774891775,0.6964177292046144,0.8791596336595486
165,94.6830985915493,64.35432230522946,66.88311688311688,0.6769101200618916,0.8686282648755055
166,95.80985915492958,64.24759871931697,67.53246753246754,0.6868304052333667,0.8737430691922117
167,89.82394366197182,59.65848452508005,65.5844155844156,0.7019801398437041,0.8642658653271661
168,89.47183098591549,60.8324439701174,64.93506493506493,0.6860371741387077,0.8481719503115326
169,86.90140845070422,60.40554962646745,63.41991341991342,0.714681630334724,0.8444619332291263
170,91.26760563380282,61.47278548559232,65.5844155844156,0.712252972168361,0.8594277853489944
171,90.0,60.51227321237994,65.15151515151516,0.661388252345418,0.8401921782801389
172,88.80281690140845,59.23159018143009,62.55411255411255,0.686663924633253,0.8555449365009562
173,90.49295774647888,61.792956243329776,64.28571428571429,0.6926670192138198,0.8622367550878334
174,93.62676056338029,62.4332977588047,65.15151515151516,0.6689778091153025,0.8652521795670038
175,94.11971830985915,62.4332977588047,64.5021645021645,0.665334821865758,0.8680509898458615
176,95.28169014084507,63.92742796157951,65.36796536796537,0.6857825567502986,0.8730798015905844
177,93.97887323943662,62.540021344717175,65.36796536796537,0.6853516657852988,0.8730259806418748
178,93.13380281690141,63.607257203842046,64.06926406926407,0.6797304972873455,0.8664708309809346
179,93.83802816901408,63.073639274279614,64.93506493506493,0.6716219127641655,0.8646218092643632
180,94.33098591549296,63.82070437566703,64.71861471861472,0.6771255655443916,0.8680033371407119
181,95.07042253521126,63.180362860192105,64.93506493506493,0.6599584777797365,0.8646322106162486
182,93.66197183098592,62.86019210245464,63.63636363636363,0.6524570577981472,0.8556955142113913
183,95.03521126760563,62.753468516542156,65.36796536796537,0.6675969994320073,0.8652438342963049
184,94.82394366197184,61.686232657417285,65.5844155844156,0.6906692520124567,0.8724101238534929
185,94.6830985915493,62.21985058697972,64.93506493506493,0.6845682276671171,0.8702035859023463
186,95.88028169014085,64.03415154749199,64.5021645021645,0.6853516657852988,0.8746043253175193
187,96.16197183098592,64.35432230522946,65.36796536796537,0.6785259611806412,0.8769857511154845
188,96.12676056338029,63.39381003201707,64.93506493506493,0.6649920676890535,0.873276338762839
189,96.30281690140845,63.073639274279614,65.15151515151516,0.6671759014434847,0.872590091430302
190,96.26760563380282,62.64674493062967,65.15151515151516,0.6765869518381417,0.8743093381402093
191,95.14084507042253,63.50053361792957,64.5021645021645,0.6521143036214426,0.8670129107385008
192,94.11971830985915,63.28708644610459,63.41991341991342,0.6570303778130325,0.8631850922986939
193,95.17605633802818,62.326574172892215,66.01731601731602,0.6774389407916642,0.8705682379480988
194,94.40140845070422,62.4332977588047,64.28571428571429,0.6505572203615567,0.8590711157360842
195,94.43661971830986,63.28708644610459,65.15151515151516,0.6832461758426855,0.8705246974053223
196,95.91549295774648,63.180362860192105,65.5844155844156,0.6987288716532503,0.8829463304756223
197,95.77464788732394,62.21985058697972,67.96536796536796,0.7049278257633624,0.8832022521103859
198,96.09154929577464,62.00640341515475,66.66666666666666,0.6937638325792742,0.8805119303506126
199,93.62676056338029,60.939167556029886,64.5021645021645,0.6896018175764341,0.87059859538209
