,training set Accuracy,development set Accuracy,test set Accuracy,test set True positive ratio,test set True negative ratio,test AUC score,loss
0,63.67708222245921,61.791044776119406,61.27684964200477,40.2744630071599,21.002386634844868,0.6371029292043711,0.6202194094657898
1,63.50645195691585,61.96517412935323,60.292362768496425,36.605011933174225,23.687350835322196,0.6561971615993988,0.6235904693603516
2,68.83864775514556,64.35323383084577,63.45465393794749,44.0035799522673,19.451073985680193,0.6595167830416131,0.6097501516342163
3,68.34808574170843,62.38805970149254,62.35083532219571,38.72315035799523,23.627684964200476,0.6769076619594827,0.6027253270149231
4,69.2545590274075,62.13930348258706,62.11217183770883,37.97732696897375,24.134844868735083,0.6731121035162977,0.5958095192909241
5,74.45878212647969,67.81094527363184,67.86992840095465,49.343675417661096,18.526252983293556,0.6819439443278955,0.5898251533508301
6,71.88866375173296,63.45771144278607,62.70883054892601,39.05131264916468,23.657517899761338,0.6754769154898707,0.5809141993522644
7,75.16263197184601,65.24875621890547,65.54295942720763,43.078758949880665,22.46420047732697,0.6899464179478347,0.5697954297065735
8,78.02068891969714,67.48756218905473,66.73627684964201,48.44868735083532,18.287589498806682,0.6815173231674859,0.5620407462120056
9,76.62365362056094,66.61691542288557,67.21360381861575,46.89737470167065,20.31622911694511,0.6824592165826471,0.5777422189712524
10,77.23152394155913,66.51741293532338,67.00477326968974,46.241050119331746,20.763723150357997,0.6845298947928735,0.568450927734375
11,77.43414738189186,66.14427860696517,65.09546539379475,43.43675417661098,21.65871121718377,0.6847768653912389,0.5652912855148315
12,79.0551349045537,66.59203980099502,66.70644391408115,46.12171837708831,20.58472553699284,0.686920538873407,0.5483464002609253
13,79.36440226085102,66.04477611940298,67.09427207637232,45.375894988066825,21.71837708830549,0.6963471052384382,0.5648970007896423
14,79.31108030286872,65.9950248756219,67.21360381861575,47.7326968973747,19.48090692124105,0.6833692112596675,0.559097170829773
15,80.31353311293591,67.28855721393035,67.5417661097852,47.76252983293556,19.779236276849645,0.68973271597207,0.557212233543396
16,78.02068891969714,65.79601990049751,65.75178997613365,43.28758949880668,22.46420047732697,0.6911920343175626,0.5538358688354492
17,80.3668550709182,66.14427860696517,67.33293556085918,45.6145584725537,21.71837708830549,0.6913284356702257,0.5548332929611206
18,82.15847285912339,67.88557213930349,69.12291169451073,49.821002386634845,19.301909307875896,0.6977316670319691,0.5456717014312744
19,82.23312360029861,67.23880597014926,67.89976133651552,46.18138424821002,21.71837708830549,0.6914560306227886,0.5473842620849609
20,81.03871174149515,64.72636815920399,65.2744630071599,41.73627684964201,23.5381861575179,0.6969410480007515,0.5450775027275085
21,82.06249333475525,66.8407960199005,67.75059665871122,44.98806682577566,22.76252983293556,0.7049270830071703,0.5508800148963928
22,84.11005652127545,67.61194029850746,68.13842482100239,47.43436754176611,20.704057279236277,0.6977543679744498,0.5467943549156189
23,84.6006185347126,67.58706467661692,69.60023866348448,49.582338902147974,20.017899761336515,0.6948985502708457,0.5399907231330872
24,83.58750133304895,66.44278606965173,67.51193317422435,45.43556085918855,22.0763723150358,0.7034063155587562,0.5370744466781616
25,84.89922149941346,68.2587064676617,68.13842482100239,48.15035799522673,19.988066825775654,0.6990040939975577,0.5482015013694763
26,85.64572891116562,67.7363184079602,69.36157517899761,48.747016706443915,20.6145584725537,0.7024006246673138,0.5315166115760803
27,84.98453663218514,67.7860696517413,67.86992840095465,46.00238663484487,21.867541766109785,0.7096379199674359,0.5385997891426086
28,83.56617254985603,66.51741293532338,67.95942720763723,45.883054892601436,22.0763723150358,0.70758876851301,0.5361186265945435
29,84.39799509437987,66.7412935323383,67.48210023866349,47.85202863961814,19.630071599045344,0.6906067022575695,0.5416785478591919
30,84.3873307027834,66.51741293532338,66.28878281622912,43.88424821002387,22.40453460620525,0.7069766258571564,0.5409689545631409
31,83.98208382211794,65.97014925373135,65.69212410501193,42.42243436754177,23.269689737470166,0.696027726461471,0.5404782295227051
32,86.42422949770716,67.71144278606965,68.40692124105013,47.7326968973747,20.67422434367542,0.7028434887434637,0.5222764611244202
33,86.33891436493548,68.05970149253731,68.58591885441527,47.58353221957041,21.002386634844868,0.7048384319128285,0.526035487651825
34,86.68017489602218,68.48258706467661,68.58591885441527,50.417661097852026,18.168257756563246,0.6902722547515421,0.5209083557128906
35,87.44801109096726,69.07960199004975,68.40692124105013,48.15035799522673,20.25656324582339,0.7029777374205468,0.5202518105506897
36,87.08542177668764,66.69154228855722,67.78042959427208,46.62887828162291,21.151551312649165,0.7048157309703479,0.5166491866111755
37,86.09363335821692,66.56716417910448,66.94510739856801,43.67541766109785,23.269689737470166,0.7109447897423051,0.5177304744720459
38,88.69574490775301,68.35820895522387,68.52625298329356,48.44868735083532,20.07756563245823,0.6986035006418887,0.5103740692138672
39,88.34381998506984,66.94029850746269,68.91408114558473,47.911694510739856,21.002386634844868,0.7062253420797195,0.5110018849372864
40,88.52511464220966,68.43283582089552,69.27207637231504,48.597852028639615,20.67422434367542,0.7065588110968469,0.5156683325767517
41,88.95169030606804,69.30348258706468,70.01789976133651,51.13365155131265,18.884248210023866,0.7032996602686539,0.5107679963111877
42,88.79172443212114,69.02985074626866,70.58472553699285,51.551312649164686,19.033412887828163,0.706029057206375,0.5149229764938354
43,88.84504639010345,68.13432835820895,69.63007159904535,50.924821002386636,18.70525059665871,0.6947384694868022,0.511273205280304
44,88.32249120187693,68.2089552238806,68.7052505966587,47.7326968973747,20.97255369928401,0.7044881328866206,0.5182215571403503
45,88.82371760691052,67.46268656716417,68.91408114558473,48.80668257756563,20.107398568019093,0.7001234852991829,0.5124356150627136
46,88.4931214674203,68.03482587064677,69.24224343675418,49.13484486873509,20.107398568019093,0.700714492594796,0.5130154490470886
47,87.34136717500267,66.29353233830845,67.66109785202865,45.58472553699284,22.0763723150358,0.7049176895137301,0.512959361076355
48,88.09853897835129,67.81094527363184,67.21360381861575,46.03221957040573,21.181384248210026,0.6995837508219307,0.5119640231132507
49,89.55956062706622,68.2587064676617,69.0035799522673,49.70167064439141,19.301909307875896,0.6975749131101857,0.5085277557373047
50,88.51445025061321,68.1592039800995,67.27326968973748,46.36038186157518,20.91288782816229,0.6986303112377492,0.5107694268226624
51,88.57843660019196,67.31343283582089,68.97374701670644,48.001193317422434,20.97255369928401,0.7032438864013526,0.5129881501197815
52,89.67686893462728,68.13432835820895,67.86992840095465,46.89737470167065,20.97255369928401,0.7006168394025738,0.5124238729476929
53,89.26095766236536,67.76119402985074,66.61694510739858,44.51073985680191,22.10620525059666,0.7033573911137552,0.5115771293640137
54,90.5406846539405,69.1044776119403,68.46658711217184,48.50835322195704,19.958233890214796,0.699507624385509,0.5073625445365906
