,training set Accuracy,training set Precittion,training set Recall,training set F1 score,development set Accuracy,development set Precittion,development set Recall,development set F1 score,test set Accuracy,test set Precittion,test set Recall,test set F1 score,training set True positive ratio,training set True negative ratio,training set False positive ratio,training set False negative ratio,development set True positive ratio,development set True negative ratio,development set False positive ratio,development set False negative ratio,test set True positive ratio,test set True negative ratio,test set False positive ratio,test set False negative ratio,test AUC score,whole AUC score,loss,hek293 AUC score,hela AUC score,hl60 AUC score
20,77.22964485554414,85.53319919517102,76.9272529858849,81.00228658536585,62.69650945909939,72.75254865616311,65.91099916036943,69.16299559471365,68.86058032554848,79.69413763806287,69.02133922001472,73.97476340694007,48.54402192531689,28.685622930227243,8.210574397624757,14.559780746831105,41.8332001065814,20.863309352517987,15.667466027178257,21.636024513722354,44.25572068884171,24.60485963670677,11.276244397263506,19.863175277188017,0.7238207648718771,0.7509702980486697,0.5677065849304199,0.572450356660883,0.7811862505099959,0.8308178258011034
21,79.59346808267671,84.66530687928795,82.62757871878394,83.63403242055134,64.77484678923527,72.41962774957699,71.87237615449203,72.14496418036241,71.26680820948337,78.53881278538812,75.93818984547461,77.21661054994388,52.141144227475166,27.452323855201556,9.44387347265045,10.962658444672833,45.61683986144418,19.1580069277911,17.372768451905145,17.85238475885958,48.69072894550602,22.576079263977352,13.305024769992924,15.42816702052371,0.726219002157192,0.7588130122746573,0.5679395794868469,0.5825332562174668,0.784812156986615,0.852099591230026
22,79.19378782688136,87.78049775601795,77.86825913861745,82.52780974299962,62.803090860644815,74.57627118644068,62.80436607892528,68.18596171376483,70.08728473696627,81.52173913043478,68.98454746136865,74.73096851335194,49.13783259107,30.05595523581135,6.840242092040653,13.965970081077995,39.86144417799094,22.941646682653875,13.589128697042366,23.607780442312816,44.232130219391365,25.855154517574903,10.025949516395375,19.886765746638357,0.737090591904652,0.7680159773762654,0.5566926598548889,0.5830537883169462,0.8014306208130979,0.8665494668839151
23,80.90670320886149,84.73323720259553,85.07057546145495,84.90157124796822,65.49427124966694,71.67929796569605,75.44080604534005,73.51196563714461,72.70582684595423,78.08564231738035,79.83811626195732,78.95215572130253,53.68276807125728,27.223935137604204,9.672262190247801,9.421034600890716,47.88169464428457,17.612576605382362,18.918198774313883,15.587529976019185,51.191318707242274,21.51450813871196,14.366595895258316,12.927577258787451,0.7318226700125154,0.7640348435834451,0.5622527599334717,0.6180933101985735,0.7922194364380568,0.8316325072177915
24,74.82014388489209,84.87712665406427,73.1270358306189,78.56517935258093,61.524114042099654,73.42657342657343,61.712846347607055,67.06204379562045,66.78461901391837,79.5045045045045,64.93745401030169,71.48643175374646,46.14594039054471,28.674203494347378,8.221993833504625,16.95786228160329,39.168665067945646,22.35544897415401,14.175326405542233,24.300559552358113,41.63717857985374,25.147440434064638,10.733663599905638,22.481717386175983,0.71413093802294,0.7443662217962965,0.5531753301620483,0.6028532870638135,0.781718455929772,0.8169396564045392
25,81.26070572113737,85.04419989175537,85.30582699963809,85.17481253952481,64.00213162803091,71.22272540139976,72.62804366078926,71.91852005819996,72.13965557914602,77.73367015517863,79.24944812362031,78.48424120969212,53.83122073769556,27.429484983441814,9.466712344410185,9.272581934452438,46.09645616839862,17.905675459632295,18.62509992006395,17.372768451905145,50.8138711960368,21.325784383109223,14.555319650861051,13.305024769992924,0.7329203754742896,0.7669665867533495,0.553283154964447,0.6225853094274147,0.7990517366183651,0.8487408169682417
26,81.61470823341327,87.56715272448197,82.59138617444806,85.00651890482398,64.6416200373035,74.01001365498406,68.26196473551637,71.01987333478927,71.80938900684124,80.57005218787636,73.84105960264901,77.05893645613361,52.118305355715435,29.496402877697843,7.399794450154163,10.985497316432568,43.32533972821743,21.316280309086064,15.214495070610178,20.14388489208633,47.346072186836516,24.463316820004717,11.417787213965557,16.772823779193207,0.7411237765712209,0.7726207144650789,0.549149215221405,0.6081357239251977,0.802878351166739,0.8717662864820055
27,82.3798104373644,87.61095372993391,83.94860658704307,85.74068940024029,62.45670130562216,71.90454750112562,67.04450041981528,69.389528568325,71.88016041519226,80.01573564122738,74.83443708609272,77.33840304182509,52.9747630467055,29.4050473906589,7.491149937193102,10.129039625442502,42.55262456701306,19.904076738609113,16.62669864108713,20.9166000532907,47.983014861995755,23.89714555319651,11.983958480773767,16.13588110403397,0.7376095709853563,0.7713800784279876,0.5509301424026489,0.6216888374783112,0.8138210539476974,0.8448532144184318
28,81.93445243804956,85.20171367368798,86.37350705754615,85.78360891445004,64.93471889155342,71.3884430176565,74.68513853904281,72.99958965941732,73.27199811276245,79.21120530777736,79.06548933039,79.13828024304917,54.504967454607744,27.429484983441814,9.466712344410185,8.598835217540254,47.40207833733013,17.53264055422329,18.998134825472953,16.06714628297362,50.69591884878509,22.576079263977352,13.305024769992924,13.422977117244633,0.7436827510269521,0.7741774210896337,0.5474486947059631,0.6113456718719876,0.8092384938339848,0.8415801960952464
29,81.19218910585818,86.27267626706563,83.4781035106768,84.85238664581992,63.229416466826535,71.483704974271,69.98320738874895,70.72549851506152,71.69143665958953,79.57911145752144,75.12877115526122,77.28993186979561,52.677857713828935,28.514331392029234,8.38186593582277,10.425944958319059,44.41779909405808,18.811617372768453,17.719158006927792,19.05142552624567,48.17173861759849,23.519698041991035,12.361405991979241,15.947157348431235,0.7331159450789269,0.7645474621381573,0.5546735525131226,0.6420667052246,0.8006672720811782,0.8746105251121975
30,79.61630695443645,87.10573298948621,79.46073108939558,83.10778839784234,61.89714894750866,72.84069097888676,63.72795969773299,67.98029556650246,71.12526539278132,80.24291497975709,72.92126563649742,76.40709329221279,50.142742948498345,29.47356400593811,7.422633321913898,12.961059723649651,40.44764188649081,21.449507061017854,15.08126831867839,23.021582733812952,46.75631045057796,24.36895494220335,11.512149091766927,17.36258551545176,0.7424857489384573,0.7727175667496908,0.5503342747688293,0.6320030846346636,0.7982340979981838,0.8554011948660778
31,81.69464428457233,85.99743072123326,84.79913137893594,85.39407744874715,62.98960831334932,71.2088850918411,69.98320738874895,70.59072623332628,72.77659825430526,78.87740029542097,78.58719646799118,78.73203096203466,53.511476533059266,28.18316775151308,8.71302957633893,9.59232613908873,44.41779909405808,18.571809219291232,17.95896616040501,19.05142552624567,50.38924274593064,22.38735550837462,13.493748525595658,13.729653220099081,0.7424787340732322,0.7717982500591196,0.5461669564247131,0.620088683246578,0.7997854726839606,0.8229568647628849
32,82.28845495032544,86.4745824922004,85.26963445530221,85.86788154897495,64.21529443112178,72.49891728020789,70.27707808564232,71.37070986996376,73.27199811276245,78.84965416818346,79.69094922737307,79.26806953339432,53.80838186593583,28.48007308438963,8.416124243462372,9.295420806212174,44.60431654676259,19.61097788435918,16.919797495337065,18.864908073541166,51.09695682944091,22.17504128332154,13.706062750648737,13.021939136588816,0.7483167951838354,0.7805498756758795,0.539326012134552,0.6303932909196068,0.805646312894013,0.8330046022353714
33,83.68162612766929,85.78165938864629,88.87079261672095,87.2989067638432,63.84225952571276,70.26492684855674,74.60117548278757,72.36815312563633,74.12125501297476,77.40953669259385,84.21633554083886,80.66960352422909,56.08084960602946,27.60077652163983,9.295420806212174,7.022953066118534,47.34878763655742,16.49347188915534,20.0373034905409,16.120436983746337,53.99858457183298,20.12267044114178,15.758433592828498,10.120311394196744,0.738361129132058,0.7758758980027327,0.5464615225791931,0.6335164835164835,0.809461411405483,0.8540719778177973
34,83.40755966655247,89.11081236796619,83.96670285921101,86.46231249417684,62.98960831334932,72.91185971389017,66.33081444164569,69.46581666300287,71.73861759849021,81.79916317991632,71.92788815305371,76.5465935787001,52.98618248258536,30.421377183967113,6.474820143884892,10.117620189562636,42.099653610444975,20.889954702904344,15.6408206767919,21.369571009858777,46.11936777541873,25.619249823071478,10.261854210898797,17.999528190610995,0.7500376141911207,0.7859364319486168,0.5289809107780457,0.626412184306921,0.8118024571932457,0.8724380413343624
35,84.20692017814319,88.21250691754288,86.53637350705755,87.3664017539052,63.92219557687183,72.23183391003461,70.10915197313182,71.15466553046441,74.19202642132578,80.43478260869566,78.9551140544518,79.68808020794653,54.60774237752655,29.59917780061665,7.297019527235355,8.496060294621445,44.49773514521716,19.424460431654676,17.106314948041568,18.971489475086596,50.62514744043406,23.56687898089172,12.314225053078557,13.493748525595658,0.7556422496140616,0.7876646338983642,0.5306326746940613,0.6365432812801234,0.8104369842460615,0.873767258382643
36,84.92634463857486,88.53059728838403,87.44118711545423,87.98252002913328,64.77484678923527,72.47667514843087,71.74643157010915,72.1097046413502,74.78178815758434,79.94914638576098,80.97866077998528,80.46061049168341,55.17871417151993,29.747630467054925,7.148566860797077,7.925088500628069,45.536903810285104,19.237942978950173,17.292832400746068,17.932320810018652,51.92262326020288,22.859164897381458,13.021939136588816,12.196272705826846,0.7542228279195506,0.7899471447657546,0.5292537212371826,0.633815307499518,0.8144256458851555,0.8661635651602206
37,82.24277720680598,88.74146341463415,82.30184581976113,85.4004318843301,63.20277111644018,73.28990228013029,66.12090680100756,69.52107702493932,73.20122670441141,79.6921921921922,78.10890360559235,78.8926049795615,51.93559438163755,30.30718282516844,6.589014502683567,11.16820829051045,41.96642685851319,21.23634425792699,15.29443112176925,21.502797761790568,50.0825666430762,23.11866006133522,12.762443972635054,14.036329322953527,0.7533065413860116,0.7866717116232487,0.5426079034805298,0.6345479082321188,0.8190666087574525,0.8611897207214934
38,84.36679228046134,89.5980186702229,85.10676800579081,87.29466357308584,62.98960831334932,72.6815897670169,66.79261125104954,69.61277619776854,73.86175984902098,80.7017543859649,77.8513612950699,79.250936329588,53.70560694301702,30.66118533744433,6.235011990407674,9.39819572913098,42.39275246469491,20.59685584865441,15.933919531041832,21.076472155608847,49.9174333569238,23.944326492097193,11.936777541873084,14.201462609105922,0.7611022336782229,0.7946636735060995,0.5423683524131775,0.6437921727395411,0.8188988036482805,0.8791984678272304
39,85.89699668836359,87.67339771729587,90.3546869344915,88.99385081543534,64.93471889155342,70.8203125,76.11251049538204,73.37110481586403,75.51309271054494,78.37837837837837,85.3568800588668,81.71891511095455,57.0172433481786,28.879753340184994,8.016443987667008,6.0865593239693965,48.30802025046629,16.62669864108713,19.904076738609113,15.161204369837463,54.72988912479359,20.783203585751355,15.09790044821892,9.38900684123614,0.7540680171007901,0.7926604611733385,0.5301710963249207,0.6500867553499132,0.813427040970769,0.8524997856101535
40,85.10905561265274,89.75517890772127,86.24683315237061,87.96603912882982,62.72315480948575,72.41222070223439,66.66666666666666,69.4207650273224,73.74380750176928,80.80614203454894,77.44665194996321,79.09073830546684,54.42503140344866,30.684024209204065,6.2121731186479385,8.678771268699325,42.312816413535835,20.410338395949907,16.120436983746337,21.156408206767917,49.65793819297004,24.085869308799246,11.79523472517103,14.460957773059684,0.7612107221973072,0.7961179486380261,0.528255045413971,0.6542220936957779,0.8146197733643938,0.8741388674499043
41,83.6473678200297,89.99609222352481,83.35142960550127,86.54641112363774,62.66986410871303,73.7991266375546,63.85390428211587,68.4672518568535,73.05968388770937,80.80531665363566,76.0485651214128,78.35481425322214,52.59792166266987,31.049446157359828,5.846751170492177,10.505881009478133,40.52757793764988,22.142286171063148,14.388489208633093,22.941646682653875,48.76150035385704,24.298183533852324,11.582920500117952,15.357395612172683,0.7570789665797306,0.7937187892878838,0.5248632431030273,0.6600636205899364,0.8236031047235493,0.8700797530228968
42,85.04053899737353,90.07604562737642,85.74013753166848,87.85462636751345,63.6290967226219,73.7062937062937,66.3727959697733,69.84758117958914,74.09766454352442,80.65859197577593,78.40323767476085,79.51492537313433,54.10528719881238,30.935251798561154,5.960945529290853,8.998515473335617,42.126298960831335,21.502797761790568,15.027977617905675,21.34292565947242,50.271290398678936,23.826374144845484,12.054729889124793,13.84760556735079,0.758656948417519,0.7972530408143813,0.5304955244064331,0.6531231925968768,0.8223865176820522,0.8797844667409884
43,85.78280232956492,89.15310042070605,88.20123054650742,88.67461111616483,63.81561417532641,71.4585079631182,71.57850545759865,71.51845637583892,75.11205472988912,80.6036069193964,80.5739514348786,80.58877644894204,55.65833047847436,30.124471851090558,6.771725476761448,7.445472193673633,45.43032240873968,18.385291766586732,18.145483613109512,18.038902211564082,51.66312809624911,23.44892663364001,12.432177400330266,12.455767869780608,0.7634081892020421,0.7970586676623785,0.5240291953086853,0.6569018700597647,0.8263373409141759,0.8806277334705429
44,85.69144684252598,87.25370531822144,90.55374592833876,88.87310185596306,65.17452704503064,70.76091154886056,76.91015952980689,73.70750352041841,75.7725878744987,77.9874213836478,86.68138337012509,82.10489632340128,57.14285714285714,28.548589699668835,8.347607628183168,5.960945529290853,48.814281907807086,16.360245137223554,20.17053024247269,14.654942712496668,55.5791460250059,20.193441849492803,15.687662184477471,8.539749941023826,0.7580193213577489,0.7957578975994928,0.5330175757408142,0.6524195103142472,0.8269320619628591,0.893019466598062
45,87.05035971223022,89.68196602818938,89.81179876945349,89.74683544303798,64.00213162803091,71.48812005002084,71.9983207388749,71.74231332357247,74.97051191318708,79.89895344640924,81.45695364238411,80.67043177263619,56.67466027178257,30.37569944044764,6.520497887404362,6.429142400365421,45.69677591260325,18.305355715427655,18.225419664268586,17.772448707700505,52.22929936305732,22.741212550129745,13.139891483840529,11.8895966029724,0.7600059795678746,0.8024015662481462,0.5239134430885315,0.6849045691150955,0.8317819586475566,0.8951919503758969
46,87.56423432682425,89.79372197309416,90.58993847267462,90.19007296639943,65.09459099387158,72.03947368421053,73.55163727959699,72.78770253427503,76.48030195800897,80.2035802035802,84.0691685062546,82.09089276091251,57.16569601461687,30.39853831220738,6.4976590156446274,5.938106657531118,46.682653876898485,18.411937116973085,18.118838262723155,16.786570743405278,53.90422269403161,22.576079263977352,13.305024769992924,10.214673271998114,0.7670168535765411,0.8077008071469439,0.520855188369751,0.6886543281280123,0.8300923915189324,0.8839007517937284
47,88.22656160785657,90.299444145598,91.13282663771263,90.71422138160857,64.10871302957634,71.1138310893513,73.17380352644837,72.12911235257604,75.96131163010143,79.14236706689537,84.87858719646799,81.91017219953844,57.5082790910129,30.71828251684367,6.177914811008336,5.595523581135091,46.442845723421264,17.665867306155075,18.864908073541166,17.026378896882495,54.423213021939134,21.538098608162304,14.343005425807972,9.695682944090587,0.764506499393577,0.8062709775531709,0.5210971236228943,0.6833526122999807,0.8348402890196233,0.877197495926593
48,86.0682882265616,87.24913494809688,91.25950054288816,89.20926941447019,64.45510258459899,70.29434546862898,76.19647355163728,73.12651087832394,75.30077848549186,77.56516001319696,86.49742457689477,81.78813706731606,57.588215142171975,28.48007308438963,8.416124243462372,5.515587529976019,48.361310951239005,16.093791633359977,20.436983746336264,15.107913669064748,55.46119367775418,19.839584807737673,16.0415192262326,8.657702288275537,0.74831256207551,0.7948118145431908,0.5257066488265991,0.6706670522459995,0.8220813427040969,0.8685504387845524
49,87.27874842982757,89.66199208917655,90.24610930148388,89.95310245310245,63.41593391953104,70.92492741600995,71.78841309823679,71.35405800125181,75.9377211606511,79.52016689847011,84.14275202354673,81.76617804790848,56.94872673289939,30.33002169692817,6.566175630923832,6.155075939248602,45.563549160671464,17.85238475885958,18.678390620836662,17.905675459632295,53.95140363293229,21.986317527718803,13.894786506251474,10.16749233309743,0.7627134756528541,0.8013598758544758,0.5222482681274414,0.6679101600154231,0.8264615495979258,0.8698510705199668
50,82.03722736096837,90.92979913025471,79.46073108939558,84.8092708836311,61.12443378630429,74.37929212889594,59.109991603694375,65.87134502923976,71.76220806794055,83.16615787178368,70.16188373804268,76.11255238475353,50.142742948498345,31.894484412470025,5.00171291538198,12.961059723649651,37.51665334399147,23.607780442312816,12.922994937383429,25.952571276312288,44.987025241802314,26.775182826138238,9.105921207832036,19.13187072422741,0.7751805844011652,0.8029243057628546,0.5294486880302429,0.6470021206863312,0.8273170266250772,0.8749821341794586
51,86.39945186707777,89.30190389845875,89.12414042707202,89.21293361108594,64.88142819078071,72.00165425971878,73.08984047019311,72.54166666666667,75.84335928284973,79.86600846262341,83.33333333333334,81.56283759452648,56.24072170834761,30.158730158730158,6.737467169121845,6.863080963800389,46.38955502264855,18.491873168132162,18.038902211564082,17.079669597655208,53.432413305024774,22.41094597782496,13.470158056145317,10.686482661004954,0.7691802138227677,0.8024428954226794,0.5207762122154236,0.6811644495855022,0.8251404956502283,0.8587027985021296
52,85.83989950896425,90.7724505327245,86.33731451321029,88.49935076980152,62.29682920330403,72.35321312991216,65.7010915197313,68.86688668866887,73.83816937957064,80.76481835564053,77.70419426048565,79.20495030939433,54.48212858284801,31.357770926116252,5.538426401735754,8.621674089299988,41.699973354649615,20.59685584865441,15.933919531041832,21.769251265654145,49.82307147912243,24.015097900448218,11.866006133522058,14.295824486907287,0.763953897338173,0.8050144108022812,0.518538236618042,0.6815693078850973,0.8300710045932537,0.8799988565874853
