,y_predicted,true y
0,3.928429e-09,0.0
1,1.0,1.0
2,0.9999995,1.0
3,1.0,1.0
4,0.9999821,1.0
5,1.8343488e-05,0.0
6,1.3773014e-14,1.0
7,1.0,0.0
8,1.0,1.0
9,2.788105e-11,1.0
10,0.9393995,1.0
11,1.0,1.0
12,0.9979182,1.0
13,1.0,0.0
14,1.0,0.0
15,1.0,0.0
16,1.0,1.0
17,1.0,1.0
18,1.0,0.0
19,1.0,1.0
20,7.1956005e-13,1.0
21,1.0,1.0
22,1.0,1.0
23,1.0,1.0
24,1.6581274e-07,1.0
25,1.5791646e-26,0.0
26,9.781175e-24,0.0
27,5.182686e-25,0.0
28,1.0,1.0
29,1.4297759e-14,0.0
30,5.6828533e-15,0.0
